Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Гвардейская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73					
1	"Число избирателей, внесенных в список избирателей"	24403	1504	1437	1755	1685	1375	1384	370	1453	1742	1212	1562	1230	1262	537	519	713	1389	1234	782	464	794					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20700	1300	1200	1200	1500	1100	1500	300	1200	1500	1000	1400	1000	1000	500	500	600	1300	1000	600	400	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11284	697	752	1050	812	667	821	168	742	677	508	816	472	427	340	239	243	504	408	290	232	419					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	497	25	18	23	17	13	7	22	14	53	37	21	15	37	27	26	29	28	36	12	25	12					
6	Число погашенных избирательных бюллетеней	8919	578	430	127	671	420	672	110	444	770	455	563	513	536	133	235	328	768	556	298	143	169					
7	Число избирательных бюллетеней в переносных ящиках для голосования	497	25	18	23	17	13	7	22	14	53	37	21	15	37	27	26	29	28	36	12	25	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11280	697	752	1050	812	667	821	168	742	675	508	814	472	427	340	239	243	504	408	290	232	419					
9	Число недействительных избирательных бюллетеней	189	12	15	21	8	5	13	0	16	13	10	22	4	6	9	7	2	3	6	3	3	11					
10	Число действительных избирательных бюллетеней	11588	710	755	1052	821	675	815	190	740	715	535	813	483	458	358	258	270	529	438	299	254	420					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	293	15	15	20	24	13	20	5	20	18	15	15	15	15	3	10	10	15	15	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	219	14	15	15	17	8	18	2	9	18	15	15	14	7	1	1	9	13	14	6	4	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	103	7	8	5	2	8	3	4	8	3	7	6	3	6	5	5	2	3	8	3	5	2					
14	Число погашенных неиспользованных открепительных удостоверений	74	1	0	5	7	5	2	3	11	0	0	0	1	8	2	9	1	2	1	4	6	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1417	91	109	106	115	83	68	25	90	95	66	91	69	51	52	30	35	61	57	37	27	59					
		12.03%	12.60%	14.16%	9.88%	13.87%	12.21%	8.21%	13.16%	11.90%	13.05%	12.11%	10.90%	14.17%	10.99%	14.17%	11.32%	12.87%	11.47%	12.84%	12.25%	10.51%	13.69%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1913	90	92	191	127	117	157	35	133	99	79	197	73	75	46	46	53	90	64	46	44	59					
		16.24%	12.47%	11.95%	17.80%	15.32%	17.21%	18.96%	18.42%	17.59%	13.60%	14.50%	23.59%	14.99%	16.16%	12.53%	17.36%	19.49%	16.92%	14.41%	15.23%	17.12%	13.69%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	212	14	12	19	20	11	22	3	15	12	11	12	11	10	6	1	4	5	7	7	1	9					
		1.80%	1.94%	1.56%	1.77%	2.41%	1.62%	2.66%	1.58%	1.98%	1.65%	2.02%	1.44%	2.26%	2.16%	1.63%	0.38%	1.47%	0.94%	1.58%	2.32%	0.39%	2.09%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3096	249	272	327	253	198	196	58	231	209	158	158	128	82	65	61	49	105	112	66	45	74					
		26.29%	34.49%	35.32%	30.48%	30.52%	29.12%	23.67%	30.53%	30.56%	28.71%	28.99%	18.92%	26.28%	17.67%	17.71%	23.02%	18.01%	19.74%	25.23%	21.85%	17.51%	17.17%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	392	33	29	40	35	24	11	1	21	33	25	25	16	26	7	5	14	12	18	5	5	7					
		3.33%	4.57%	3.77%	3.73%	4.22%	3.53%	1.33%	0.53%	2.78%	4.53%	4.59%	2.99%	3.29%	5.60%	1.91%	1.89%	5.15%	2.26%	4.05%	1.66%	1.95%	1.62%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4487	232	237	358	264	238	354	68	245	264	195	328	183	211	176	111	114	254	178	137	130	210					
		38.10%	32.13%	30.78%	33.36%	31.85%	35.00%	42.75%	35.79%	32.41%	36.26%	35.78%	39.28%	37.58%	45.47%	47.96%	41.89%	41.91%	47.74%	40.09%	45.36%	50.58%	48.72%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	71	1	4	11	7	4	7	0	5	3	1	2	3	3	6	4	1	2	2	1	2	2					
		0.60%	0.14%	0.52%	1.03%	0.84%	0.59%	0.85%	0.00%	0.66%	0.41%	0.18%	0.24%	0.62%	0.65%	1.63%	1.51%	0.37%	0.38%	0.45%	0.33%	0.78%	0.46%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
