Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Неверкинская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018					
1	"Число избирателей, внесенных в списки"	13661	960	341	359	345	454	515	1068	261	150	492	360	317	624	151	317	2727	1027	215	1378	495	650	332	123					
2	"Число бюллетеней, полученных участковыми комиссиями"	13933	945	354	596	353	460	519	1057	267	163	496	351	317	621	158	315	2730	1039	211	1369	497	654	332	129					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8840	797	219	335	272	337	345	513	208	135	358	222	211	459	120	247	1446	570	159	896	322	376	228	65					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	710	28	15	24	18	42	18	74	30	4	25	19	25	19	0	13	74	28	13	60	47	67	53	14					
6	Число погашенных бюллетеней	4383	120	120	237	63	81	156	470	29	24	113	110	81	143	38	55	1210	441	39	413	128	211	51	50					
7	Число бюллетеней в переносных ящиках для голосования	710	28	15	24	18	42	18	74	30	4	25	19	25	19	0	13	74	28	13	60	47	67	53	14					
8	Число бюллетеней в стационарных ящиках для голосования	8836	797	219	335	272	335	345	513	208	135	358	222	211	458	120	247	1445	570	159	896	322	376	228	65					
9	Число недействительных бюллетеней	231	9	18	11	0	12	8	11	0	0	14	2	26	31	2	3	32	12	6	6	6	14	6	2					
10	Число действительных бюллетеней	9315	816	216	348	290	365	355	576	238	139	369	239	210	446	118	257	1487	586	166	950	363	429	275	77					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	10	5	10	5	5	10	10	5	5	10	5	5	10	5	5	20	15	5	20	10	10	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	33	0	0	1	2	1	0	0	0	0	2	0	0	0	3	0	20	1	0	0	0	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	33	0	1	2	0	2	0	3	0	0	1	3	0	3	0	0	5	0	6	2	2	1	2	0					
14	Число погашенных открепительных удостоверений	167	10	5	9	3	4	10	10	5	5	8	5	5	10	2	5	0	14	5	20	10	7	10	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	202	16	4	1	4	10	7	21	9	1	8	3	2	17	1	5	20	12	4	21	13	12	9	2					
		2.11%	1.93%	1.70%	0.27%	1.37%	2.65%	1.92%	3.57%	3.78%	0.71%	2.08%	1.24%	0.84%	3.56%	0.83%	1.92%	1.31%	2.00%	2.32%	2.19%	3.52%	2.70%	3.20%	2.53%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	38	1	0	0	0	1	5	0	0	3	1	1	2	3	0	0	10	3	1	3	2	0	2	0					
		0.39%	0.12%	0.0%	0.0%	0.0%	0.26%	1.37%	0.0%	0.0%	2.15%	0.26%	0.41%	0.84%	0.62%	0.0%	0.0%	0.65%	0.50%	0.58%	0.31%	0.54%	0.0%	0.71%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	110	2	5	3	2	8	6	10	1	0	3	3	2	3	1	0	21	15	1	2	6	10	4	2					
		1.15%	0.24%	2.13%	0.83%	0.68%	2.12%	1.65%	1.70%	0.42%	0.0%	0.78%	1.24%	0.84%	0.62%	0.83%	0.0%	1.38%	2.50%	0.58%	0.20%	1.62%	2.25%	1.42%	2.53%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	111	5	5	5	2	2	7	5	3	0	6	7	1	4	2	2	23	16	0	5	3	1	2	5					
		1.16%	0.60%	2.13%	1.39%	0.68%	0.53%	1.92%	0.85%	1.26%	0.0%	1.56%	2.90%	0.42%	0.83%	1.66%	0.76%	1.51%	2.67%	0.0%	0.52%	0.81%	0.22%	0.71%	6.32%					
22	"5. ""За Русь Святую"""	26	2	1	0	0	2	3	0	0	1	2	0	0	0	1	1	4	7	0	0	0	2	0	0					
		0.27%	0.24%	0.42%	0.0%	0.0%	0.53%	0.82%	0.0%	0.0%	0.71%	0.52%	0.0%	0.0%	0.0%	0.83%	0.38%	0.26%	1.17%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	24	2	0	0	0	2	0	3	0	0	1	2	0	2	0	0	3	2	1	1	1	3	0	1					
		0.25%	0.24%	0.0%	0.0%	0.0%	0.53%	0.0%	0.51%	0.0%	0.0%	0.26%	0.82%	0.0%	0.41%	0.0%	0.0%	0.19%	0.33%	0.58%	0.10%	0.27%	0.67%	0.0%	1.26%					
24	"7. ""Новый курс - Автомобильная Россия"""	45	1	4	2	0	0	5	0	2	0	1	1	3	5	0	4	6	6	0	2	0	1	2	0					
		0.47%	0.12%	1.70%	0.55%	0.0%	0.0%	1.37%	0.0%	0.84%	0.0%	0.26%	0.41%	1.27%	1.04%	0.0%	1.53%	0.39%	1.00%	0.0%	0.20%	0.0%	0.22%	0.71%	0.0%					
25	"8. ""Народно-республиканская партия России"""	7	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	1	0	0	0	1	0	0	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.41%	0.0%	0.41%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	7	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	1	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.22%	0.35%	0.0%					
27	"10. ""Аграрная партия России"""	412	43	25	20	8	14	23	29	3	2	23	12	3	13	16	5	46	30	5	20	10	20	39	3					
		4.31%	5.21%	10.68%	5.57%	2.75%	3.71%	6.33%	4.94%	1.26%	1.43%	6.00%	4.97%	1.27%	2.72%	13.33%	1.92%	3.02%	5.01%	2.90%	2.09%	2.71%	4.51%	13.87%	3.79%					
28	"11. ""Истинные патриоты России"""	163	16	3	0	1	23	0	17	3	1	0	1	0	8	0	3	12	2	2	61	0	0	10	0					
		1.70%	1.93%	1.28%	0.0%	0.34%	6.10%	0.0%	2.89%	1.26%	0.71%	0.0%	0.41%	0.0%	1.67%	0.0%	1.15%	0.78%	0.33%	1.16%	6.38%	0.0%	0.0%	3.55%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	51	1	2	3	1	1	3	8	0	4	3	2	0	4	0	2	6	5	2	1	1	2	0	0					
		0.53%	0.12%	0.85%	0.83%	0.34%	0.26%	0.82%	1.36%	0.0%	2.87%	0.78%	0.82%	0.0%	0.83%	0.0%	0.76%	0.39%	0.83%	1.16%	0.10%	0.27%	0.45%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	25	0	0	2	1	2	0	6	0	0	0	1	0	1	0	0	3	3	0	0	1	3	2	0					
		0.26%	0.0%	0.0%	0.55%	0.34%	0.53%	0.0%	1.02%	0.0%	0.0%	0.0%	0.41%	0.0%	0.20%	0.0%	0.0%	0.19%	0.50%	0.0%	0.0%	0.27%	0.67%	0.71%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	69	13	1	0	1	1	0	3	4	0	0	3	0	2	0	16	17	0	0	4	0	0	4	0					
		0.72%	1.57%	0.42%	0.0%	0.34%	0.26%	0.0%	0.51%	1.68%	0.0%	0.0%	1.24%	0.0%	0.41%	0.0%	6.15%	1.11%	0.0%	0.0%	0.41%	0.0%	0.0%	1.42%	0.0%					
32	"15. ""Партия СЛОН"""	15	0	4	0	0	1	0	1	0	1	0	1	0	0	0	0	3	0	0	3	0	1	0	0					
		0.15%	0.0%	1.70%	0.0%	0.0%	0.26%	0.0%	0.17%	0.0%	0.71%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.31%	0.0%	0.22%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	288	10	7	13	3	13	14	11	0	0	9	13	0	7	5	1	81	34	8	13	12	21	8	5					
		3.01%	1.21%	2.99%	3.62%	1.03%	3.44%	3.85%	1.87%	0.0%	0.0%	2.34%	5.39%	0.0%	1.46%	4.16%	0.38%	5.33%	5.68%	4.65%	1.35%	3.25%	4.74%	2.84%	6.32%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	32	1	1	0	1	3	0	4	0	0	1	1	0	2	1	1	4	3	0	5	0	0	4	0					
		0.33%	0.12%	0.42%	0.0%	0.34%	0.79%	0.0%	0.68%	0.0%	0.0%	0.26%	0.41%	0.0%	0.41%	0.83%	0.38%	0.26%	0.50%	0.0%	0.52%	0.0%	0.0%	1.42%	0.0%					
35	"18. ""ЛДПР"""	390	31	17	15	13	6	25	27	4	5	8	7	6	14	10	3	90	42	7	15	9	20	9	7					
		4.08%	3.75%	7.26%	4.17%	4.48%	1.59%	6.88%	4.59%	1.68%	3.59%	2.08%	2.90%	2.54%	2.93%	8.33%	1.15%	5.92%	7.02%	4.06%	1.56%	2.43%	4.51%	3.20%	8.86%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	205	11	2	6	2	3	2	6	3	3	13	7	0	18	2	14	47	22	4	25	6	6	2	1					
		2.14%	1.33%	0.85%	1.67%	0.68%	0.79%	0.55%	1.02%	1.26%	2.15%	3.39%	2.90%	0.0%	3.77%	1.66%	5.38%	3.09%	3.67%	2.32%	2.61%	1.62%	1.35%	0.71%	1.26%					
37	"20. ""Политическая партия ""Единая Россия"""	5291	573	87	188	222	185	205	290	179	102	156	121	184	247	63	164	681	233	110	661	232	221	150	37					
		55.42%	69.45%	37.17%	52.36%	76.55%	49.07%	56.47%	49.40%	75.21%	73.38%	40.73%	50.20%	77.96%	51.78%	52.5%	63.07%	44.83%	38.96%	63.95%	69.14%	62.87%	49.88%	53.38%	46.83%					
38	"21. ""Российская Конституционно-демократическая партия"""	33	1	1	2	1	0	2	6	0	0	2	0	0	2	1	0	7	0	1	4	0	2	0	1					
		0.34%	0.12%	0.42%	0.55%	0.34%	0.0%	0.55%	1.02%	0.0%	0.0%	0.52%	0.0%	0.0%	0.41%	0.83%	0.0%	0.46%	0.0%	0.58%	0.41%	0.0%	0.45%	0.0%	1.26%					
39	"22. ""Развитие предпринимательства"""	15	1	1	2	1	2	1	2	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0					
		0.15%	0.12%	0.42%	0.55%	0.34%	0.53%	0.27%	0.34%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.27%	0.22%	0.35%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1579	78	35	80	22	80	37	120	18	12	128	51	7	84	10	35	353	134	17	96	58	91	23	10					
		16.54%	9.45%	14.95%	22.28%	7.58%	21.22%	10.19%	20.44%	7.56%	8.63%	33.42%	21.16%	2.96%	17.61%	8.33%	13.46%	23.23%	22.40%	9.88%	10.04%	15.71%	20.54%	8.18%	12.65%					
																														
41	Против всех	177	8	11	6	5	6	9	5	9	3	3	1	0	8	5	1	45	17	3	8	7	11	3	3					
		1.85%	0.96%	4.70%	1.67%	1.72%	1.59%	2.47%	0.85%	3.78%	2.15%	0.78%	0.41%	0.0%	1.67%	4.16%	0.38%	2.96%	2.84%	1.74%	0.83%	1.89%	2.48%	1.06%	3.79%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
