Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Кировская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247					
1	"Число избирателей, внесенных в списки"	30555	1771	1844	1966	1942	2200	2145	2086	2263	2284	2275	194	2355	2250	2248	1445	1287					
2	"Число бюллетеней, полученных участковыми комиссиями"	28260	1800	1700	1700	1800	2000	2000	1900	2000	2000	2000	350	2100	2000	2000	1400	1510					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16187	820	887	992	1217	1267	1171	1072	1197	1275	1168	80	1254	1141	1220	721	705					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	427	22	29	14	14	7	7	26	26	35	37	109	20	40	20	12	9					
6	Число погашенных бюллетеней	11611	958	784	694	569	726	822	802	777	690	795	161	826	819	760	667	761					
7	Число бюллетеней в переносных ящиках для голосования	427	22	29	14	14	7	7	26	26	35	37	109	20	40	20	12	9					
8	Число бюллетеней в стационарных ящиках для голосования	16152	819	877	992	1215	1263	1168	1070	1197	1275	1168	80	1252	1141	1218	721	696					
9	Число недействительных бюллетеней	124	9	11	6	5	8	3	8	12	10	10	3	9	8	7	6	9					
10	Число действительных бюллетеней	16455	832	895	1000	1224	1262	1172	1088	1211	1300	1195	186	1263	1173	1231	727	696					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	854	53	51	50	56	62	61	58	64	61	60	0	66	63	63	41	45					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	292	20	15	15	18	20	27	13	16	19	26	0	28	22	30	7	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	274	2	4	3	2	6	3	2	2	7	8	142	3	2	2	5	81					
14	Число погашенных открепительных удостоверений	562	33	36	35	38	42	34	45	48	42	34	0	38	41	33	34	29					
15	Число открепительных удостоверений выданных ТИК	6	0	0	0	0	0	0	0	0	1	0	0	2	1	1	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	101	10	8	8	6	8	2	7	9	6	5	2	6	5	5	5	9					
		0.60%	1.18%	0.88%	0.79%	0.48%	0.62%	0.17%	0.63%	0.73%	0.45%	0.41%	1.05%	0.47%	0.42%	0.40%	0.68%	1.27%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	447	25	13	10	38	39	30	30	23	51	40	5	37	37	44	14	11					
		2.69%	2.97%	1.43%	0.99%	3.09%	3.07%	2.55%	2.73%	1.88%	3.89%	3.31%	2.64%	2.90%	3.13%	3.55%	1.90%	1.56%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	869	45	58	55	64	71	74	50	42	67	71	10	59	59	85	39	20					
		5.24%	5.35%	6.40%	5.46%	5.20%	5.59%	6.29%	4.56%	3.43%	5.11%	5.89%	5.29%	4.63%	4.99%	6.86%	5.32%	2.83%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	696	23	31	24	57	79	44	55	47	84	60	1	53	54	54	16	14					
		4.19%	2.73%	3.42%	2.38%	4.63%	6.22%	3.74%	5.01%	3.84%	6.41%	4.97%	0.52%	4.16%	4.57%	4.36%	2.18%	1.98%					
22	"5. ""За Русь Святую"""	46	1	4	3	3	3	4	4	2	3	4	0	4	1	3	3	4					
		0.27%	0.11%	0.44%	0.29%	0.24%	0.23%	0.34%	0.36%	0.16%	0.22%	0.33%	0.0%	0.31%	0.08%	0.24%	0.40%	0.56%					
23	"6. ""Объединенная Российская партия ""Русь"""	22	1	0	0	0	1	3	1	3	2	3	1	1	1	2	2	1					
		0.13%	0.11%	0.0%	0.0%	0.0%	0.07%	0.25%	0.09%	0.24%	0.15%	0.24%	0.52%	0.07%	0.08%	0.16%	0.27%	0.14%					
24	"7. ""Новый курс - Автомобильная Россия"""	169	11	10	9	14	11	11	15	13	13	5	0	13	15	15	7	7					
		1.01%	1.30%	1.10%	0.89%	1.13%	0.86%	0.93%	1.36%	1.06%	0.99%	0.41%	0.0%	1.02%	1.27%	1.21%	0.95%	0.99%					
25	"8. ""Народно-республиканская партия России"""	43	3	5	8	4	4	1	2	2	4	0	0	0	4	5	1	0					
		0.25%	0.35%	0.55%	0.79%	0.32%	0.31%	0.08%	0.18%	0.16%	0.30%	0.0%	0.0%	0.0%	0.33%	0.40%	0.13%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	59	5	1	0	5	7	8	2	4	6	3	0	7	0	7	3	1					
