Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Сарапульская 																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724					
1	"Число избирателей, внесенных в списки"	17154	719	233	217	628	458	905	881	789	1685	1021	839	1284	1066	234	517	1257	144	348	706	933	504	610	483	693					
2	"Число бюллетеней, полученных участковыми комиссиями"	15970	750	200	200	600	400	800	900	800	1500	1000	800	1000	1000	220	450	1100	150	300	650	900	450	600	450	750					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10588	511	160	139	300	270	476	395	561	978	632	511	805	634	157	339	713	101	257	488	582	356	411	367	445					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1341	31	21	38	173	99	100	132	60	23	43	20	13	12	21	64	64	18	33	80	100	58	46	29	63					
6	Число погашенных бюллетеней	4041	208	19	23	127	31	224	373	179	499	325	269	182	354	42	47	323	31	10	82	218	36	143	54	242					
7	Число бюллетеней в переносных ящиках для голосования	1341	31	21	38	173	99	100	132	60	23	43	20	13	12	21	64	64	18	33	80	100	58	46	29	63					
8	Число бюллетеней в стационарных ящиках для голосования	10587	511	160	139	300	270	476	395	561	978	632	511	805	633	157	339	713	101	257	488	582	356	411	367	445					
9	Число недействительных бюллетеней	208	10	6	0	4	10	15	20	6	12	14	5	12	7	5	7	17	1	2	5	7	11	16	5	11					
10	Число действительных бюллетеней	11720	532	175	177	469	359	561	507	615	989	661	526	806	638	173	396	760	118	288	563	675	403	441	391	497					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	203	10	5	5	10	5	15	15	10	25	5	15	10	10	5	8	5	5	5	5	10	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	107	6	0	0	6	1	6	4	7	18	4	7	6	7	1	7	5	2	4	3	5	0	5	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	62	3	1	0	1	4	6	0	2	5	3	6	1	4	1	6	3	0	4	1	3	0	4	1	3					
14	Число погашенных открепительных удостоверений	96	4	5	5	4	4	9	11	3	7	1	8	4	3	4	1	0	3	1	2	5	5	0	5	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	221	10	2	3	8	5	8	8	10	18	13	8	14	11	2	8	17	0	9	13	15	10	10	12	7					
		1.85%	1.84%	1.10%	1.69%	1.69%	1.35%	1.38%	1.51%	1.61%	1.79%	1.92%	1.50%	1.71%	1.70%	1.12%	1.98%	2.18%	0.0%	3.10%	2.28%	2.19%	2.41%	2.18%	3.03%	1.37%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	256	14	6	1	7	4	13	13	9	32	15	13	24	24	8	10	10	3	6	1	9	6	10	10	8					
		2.14%	2.58%	3.31%	0.56%	1.47%	1.08%	2.25%	2.46%	1.44%	3.19%	2.22%	2.44%	2.93%	3.72%	4.49%	2.48%	1.28%	2.52%	2.06%	0.17%	1.31%	1.44%	2.18%	2.52%	1.57%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	210	6	5	1	9	6	1	6	9	20	32	22	12	5	3	8	15	2	2	5	14	3	8	5	11					
		1.76%	1.10%	2.76%	0.56%	1.90%	1.62%	0.17%	1.13%	1.44%	1.99%	4.74%	4.14%	1.46%	0.77%	1.68%	1.98%	1.93%	1.68%	0.68%	0.88%	2.05%	0.72%	1.75%	1.26%	2.16%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	102	3	1	0	2	2	3	3	0	17	6	6	9	15	0	8	4	0	2	2	7	1	4	2	5					
