Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Волховская городская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №5310	УИК №5311					
1	"Число избирателей, внесенных в списки"	42908	2825	2377	1992	3016	2392	2496	1384	320	2921	2842	1696	1616	2241	1814	2484	2577	2793	2464	2658					
2	"Число бюллетеней, полученных участковыми комиссиями"	69110	2800	2400	2000	3000	2350	2400	1500	500	3000	2800	1700	1600	2200	1800	2500	2600	2800	15000	16160					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	21119	970	1141	814	1190	928	1099	221	151	1163	1265	797	781	985	880	1116	1309	1215	2444	2650					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	714	16	45	10	18	33	8	316	26	24	26	24	41	34	12	29	9	18	17	8					
6	Число погашенных бюллетеней	47277	1814	1214	1176	1792	1389	1293	963	323	1813	1509	879	778	1181	908	1355	1282	1567	12539	13502					
7	Число бюллетеней в переносных ящиках для голосования	714	16	45	10	18	33	8	316	26	24	26	24	41	34	12	29	9	18	17	8					
8	Число бюллетеней в стационарных ящиках для голосования	21112	970	1141	814	1190	928	1096	221	151	1163	1264	797	781	985	880	1116	1309	1215	2441	2650					
9	Число недействительных бюллетеней	212	14	9	18	10	12	8	15	0	10	11	6	8	8	4	18	9	14	22	16					
10	Число действительных бюллетеней	21614	972	1177	806	1198	949	1096	522	177	1177	1279	815	814	1011	888	1127	1309	1219	2436	2642					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	465	15	15	15	15	15	15	15	15	15	25	15	15	15	15	15	15	15	100	100					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	147	9	9	7	12	6	7	4	0	6	18	10	12	7	8	7	8	11	4	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	103	6	11	6	4	26	3	1	3	8	10	0	1	2	4	5	6	2	0	5					
14	Число погашенных открепительных удостоверений	318	6	6	8	3	9	8	11	15	9	7	5	3	8	7	8	7	4	96	98					
15	Число открепительных удостоверений выданных ТИК	45	2	3	7	3	3	1	0	2	7	4	1	1	1	4	3	2	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	242	7	13	7	10	15	6	1	2	16	13	10	10	9	10	12	11	14	26	50					
		1.10%	0.70%	1.09%	0.84%	0.82%	1.56%	0.54%	0.18%	1.12%	1.34%	1.00%	1.21%	1.21%	0.88%	1.12%	1.04%	0.83%	1.13%	1.05%	1.88%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	568	27	23	21	33	25	28	7	0	40	44	26	18	45	23	36	40	48	41	43					
		2.60%	2.73%	1.93%	2.54%	2.73%	2.60%	2.53%	1.30%	0.0%	3.36%	3.41%	3.16%	2.18%	4.41%	2.57%	3.14%	3.03%	3.89%	1.66%	1.61%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	768	28	64	39	36	29	41	11	14	38	43	34	36	50	29	48	49	35	78	66					
		3.51%	2.83%	5.39%	4.73%	2.98%	3.01%	3.71%	2.04%	7.90%	3.20%	3.33%	4.14%	4.37%	4.90%	3.25%	4.19%	3.71%	2.83%	3.17%	2.48%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	610	36	42	27	28	30	29	8	3	28	39	31	19	27	22	43	44	33	63	58					
		2.79%	3.65%	3.54%	3.27%	2.31%	3.12%	2.62%	1.48%	1.69%	2.35%	3.02%	3.77%	2.31%	2.64%	2.46%	3.75%	3.33%	2.67%	2.56%	2.18%					
22	"5. ""За Русь Святую"""	91	3	7	2	8	3	1	1	1	4	4	3	3	12	5	3	4	3	17	7					
		0.41%	0.30%	0.59%	0.24%	0.66%	0.31%	0.09%	0.18%	0.56%	0.33%	0.31%	0.36%	0.36%	1.17%	0.56%	0.26%	0.30%	0.24%	0.69%	0.26%					
23	"6. ""Объединенная Российская партия ""Русь"""	53	1	7	1	6	1	0	2	1	0	7	1	5	2	1	1	1	0	11	5					
		0.24%	0.10%	0.59%	0.12%	0.49%	0.10%	0.0%	0.37%	0.56%	0.0%	0.54%	0.12%	0.60%	0.19%	0.11%	0.08%	0.07%	0.0%	0.44%	0.18%					
24	"7. ""Новый курс - Автомобильная Россия"""	99	3	9	3	9	7	6	1	7	7	9	2	4	3	3	8	10	3	0	5					
		0.45%	0.30%	0.75%	0.36%	0.74%	0.72%	0.54%	0.18%	3.95%	0.58%	0.69%	0.24%	0.48%	0.29%	0.33%	0.69%	0.75%	0.24%	0.0%	0.18%					
25	"8. ""Народно-республиканская партия России"""	27	0	0	1	0	1	1	0	1	1	4	3	1	0	3	1	2	2	4	2					
		0.12%	0.0%	0.0%	0.12%	0.0%	0.10%	0.09%	0.0%	0.56%	0.08%	0.31%	0.36%	0.12%	0.0%	0.33%	0.08%	0.15%	0.16%	0.16%	0.07%					
26	"9. ""Российская экологическая партия ""Зеленые"""	58	3	4	2	9	4	5	0	2	6	1	4	0	0	1	6	4	4	3	0					
		0.26%	0.30%	0.33%	0.24%	0.74%	0.41%	0.45%	0.0%	1.12%	0.50%	0.07%	0.48%	0.0%	0.0%	0.11%	0.52%	0.30%	0.32%	0.12%	0.0%					
27	"10. ""Аграрная партия России"""	476	32	27	18	27	20	13	8	3	23	34	18	29	28	20	28	40	33	35	40					
		2.18%	3.24%	2.27%	2.18%	2.23%	2.08%	1.17%	1.48%	1.69%	1.93%	2.63%	2.19%	3.52%	2.74%	2.24%	2.44%	3.03%	2.67%	1.42%	1.50%					
28	"11. ""Истинные патриоты России"""	24	0	1	1	1	0	2	2	1	2	0	0	1	1	3	1	0	2	2	4					
		0.10%	0.0%	0.08%	0.12%	0.08%	0.0%	0.18%	0.37%	0.56%	0.16%	0.0%	0.0%	0.12%	0.09%	0.33%	0.08%	0.0%	0.16%	0.08%	0.15%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	380	21	24	16	16	17	36	7	1	17	38	11	17	18	27	16	27	15	34	22					
		1.74%	2.12%	2.02%	1.94%	1.32%	1.76%	3.26%	1.30%	0.56%	1.43%	2.94%	1.33%	2.06%	1.76%	3.02%	1.39%	2.04%	1.21%	1.38%	0.82%					
30	"13. ""Демократическая партия России"""	31	2	1	1	0	1	1	2	0	3	0	0	0	4	2	3	1	6	2	2					
		0.14%	0.20%	0.08%	0.12%	0.0%	0.10%	0.09%	0.37%	0.0%	0.25%	0.0%	0.0%	0.0%	0.39%	0.22%	0.26%	0.07%	0.48%	0.08%	0.07%					
31	"14. ""Великая Россия - Евразийский Союз"""	36	2	2	1	2	0	0	1	0	1	2	1	0	3	0	1	2	4	5	9					
		0.16%	0.20%	0.16%	0.12%	0.16%	0.0%	0.0%	0.18%	0.0%	0.08%	0.15%	0.12%	0.0%	0.29%	0.0%	0.08%	0.15%	0.32%	0.20%	0.33%					
32	"15. ""Партия СЛОН"""	23	2	1	2	3	1	2	1	0	0	2	0	1	3	1	1	0	0	1	2					
		0.10%	0.20%	0.08%	0.24%	0.24%	0.10%	0.18%	0.18%	0.0%	0.0%	0.15%	0.0%	0.12%	0.29%	0.11%	0.08%	0.0%	0.0%	0.04%	0.07%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3266	92	126	51	127	78	105	81	13	137	151	99	84	98	102	107	138	153	751	773					
		14.96%	9.33%	10.62%	6.18%	10.51%	8.11%	9.51%	15.08%	7.34%	11.54%	11.70%	12.05%	10.21%	9.61%	11.43%	9.34%	10.47%	12.40%	30.55%	29.08%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	36	0	5	1	0	1	4	1	2	3	2	1	1	0	1	2	3	3	3	3					
		0.16%	0.0%	0.42%	0.12%	0.0%	0.10%	0.36%	0.18%	1.12%	0.25%	0.15%	0.12%	0.12%	0.0%	0.11%	0.17%	0.22%	0.24%	0.12%	0.11%					
35	"18. ""ЛДПР"""	2487	145	144	101	175	143	192	75	24	155	128	96	98	99	110	137	168	168	158	171					
		11.39%	14.70%	12.14%	12.25%	14.48%	14.88%	17.39%	13.96%	13.55%	13.05%	9.92%	11.69%	11.92%	9.71%	12.33%	11.96%	12.74%	13.62%	6.42%	6.43%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	506	18	22	29	32	25	30	7	2	28	35	25	31	19	16	43	35	31	39	39					
