Выборы Президента Российской Федерации																																																																									
Дата голосования: 04.03.2012																																																																									
																																																																									
Наименование Избирательной комиссии:    Заводоуковская																																																																									
																																																																									
Сводная таблица итогов голосования																																																																									
																																																																									
	Число участковых избирательных комиссий	62																																																																							
	Число участковых избирательных комиссий, приступивших к передаче сведений	62																																																																							
																																																																									
		Сумма	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304									
1	Число избирателей, включенных в список избирателей	38356	1036	1088	1006	827	1805	1711	1329	1362	997	2197	1822	655	1318	1336	261	1294	1045	463	206	437	238	310	403	227	869	48	367	135	598	701	560	428	855	125	573	536	115	558	83	54	394	1133	506	959	216	251	174	164	421	308	774	95	216	98	163	737	569	221	408	173	172	226									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	35355	900	950	900	800	1500	1500	1200	1100	900	1900	1700	600	1100	1200	250	1100	1000	450	220	420	250	300	400	230	850	56	360	140	550	650	500	400	800	123	550	550	123	550	84	59	400	1000	500	900	220	250	180	170	400	330	750	99	210	94	165	700	550	220	420	180	174	228									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	26521	661	727	669	582	1234	1024	877	945	614	1507	1215	449	881	901	193	892	704	341	152	297	178	248	334	179	547	42	297	111	390	513	390	293	606	110	398	435	95	415	75	42	272	640	331	682	189	199	154	133	280	131	544	80	150	73	117	593	438	171	289	121	145	226									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2068	33	46	29	34	37	99	35	48	52	40	93	40	39	37	7	24	47	13	32	37	15	11	8	9	87	5	17	4	21	10	29	17	18	13	85	18	12	35	5	11	72	245	15	47	11	15	3	15	54	153	28	10	14	11	16	8	36	11	17	10	25	0									
6	Число погашенных избирательных бюллетеней	6766	206	177	202	184	229	377	288	107	234	353	392	111	180	262	50	184	249	96	36	86	57	41	58	42	216	9	46	25	139	127	81	90	176	0	67	97	16	100	4	6	56	115	154	171	20	36	23	22	66	46	178	9	46	10	32	99	76	38	114	49	4	2									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2068	33	46	29	34	37	99	35	48	52	40	93	40	39	37	7	24	47	13	32	37	15	11	8	9	87	5	17	4	21	10	29	17	18	13	85	18	12	35	5	11	72	245	15	47	11	15	3	15	54	153	28	10	14	11	16	8	36	11	17	10	25	0									
8	Число бюллетеней в стационарных ящиках для голосования	26519	661	727	669	582	1234	1024	877	945	614	1507	1215	449	881	901	193	892	704	341	152	297	178	248	334	178	547	42	297	111	389	513	390	293	606	110	398	435	95	415	75	42	272	640	331	682	189	199	154	133	280	131	544	80	150	73	117	593	438	171	289	121	145	226									
9	Число недействительных избирательных бюллетеней	282	2	0	6	9	10	14	9	13	6	15	21	13	11	13	1	16	11	1	0	3	1	4	5	0	9	0	2	2	9	5	1	4	2	2	5	9	1	8	1	1	0	2	4	3	2	1	0	1	0	0	1	0	2	0	0	7	1	8	4	0	1	0									
10	Число действительных избирательных бюллетеней	28305	692	773	692	607	1261	1109	903	980	660	1532	1287	476	909	925	199	900	740	353	184	331	192	255	337	187	625	47	312	113	401	518	418	306	622	121	478	444	106	442	79	52	344	883	342	726	198	213	157	147	334	284	571	90	162	84	133	594	473	174	302	131	169	226									
11	Число полученных открепительных  удостоверений	705	17	10	18	16	20	16	16	28	25	34	25	10	12	26	5	12	14	26	17	9	12	11	10	5	22	7	10	5	16	22	11	8	17	1	8	11	5	13	3	3	20	13	10	15	0	5	5	5	5	7	13	0	5	3	5	13	8	5	9	3	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	675	17	10	17	16	20	16	15	26	25	34	25	10	12	26	5	12	14	26	17	9	12	8	10	5	22	7	8	4	16	22	11	7	17	1	8	11	1	13	1	3	20	13	8	15	0	5	5	5	5	7	13	0	3	1	1	13	8	3	8	3	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	468	19	20	9	6	15	12	14	34	6	14	12	7	10	8	7	27	9	12	2	4	3	6	9	3	5	5	7	4	2	5	1	3	0	1	6	2	1	5	5	2	4	13	2	5	0	2	3	3	4	2	10	0	4	1	0	52	3	2	2	2	2	30									
