8	Число бюллетеней в стационарных ящиках для голосования	28155	630	691	729	694	1251	999	822	946	723	1916	1203	549	748	1209	207	878	724	360	173	229	162	234	317	137	709	290	101	445	539	447	331	663	110	457	435	102	413	77	383	758	382	816	199	225	151	151	326	185	651	93	170	85	127	486	450	185	353	137	192									
9	Число недействительных избирательных бюллетеней	225	6	8	6	5	11	10	0	14	7	25	16	6	4	15	3	7	5	0	3	3	0	4	0	8	3	1	0	0	10	7	0	0	0	1	10	0	0	1	0	0	3	3	1	0	2	0	3	3	4	0	0	0	0	1	5	0	1	0	0									
10	Число действительных избирательных бюллетеней	29918	681	799	813	704	1276	1070	893	975	738	1935	1272	572	779	1238	215	917	757	390	186	241	170	241	330	135	732	304	106	467	547	456	345	681	115	501	446	107	455	82	436	1152	389	883	214	230	151	151	351	204	670	94	177	88	142	502	495	195	377	154	192									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																						
13	Бабурин Сергей Николаевич	165	8	7	0	5	4	4	4	6	8	16	10	3	5	6	5	3	6	2	0	2	1	0	0	0	2	0	0	1	5	2	0	2	0	2	2	0	2	0	0	5	4	8	1	1	0	0	1	0	7	1	0	0	1	7	4	2	0	0	0									
		0.55%	1.16%	0.87%	0.00%	0.71%	0.31%	0.37%	0.45%	0.61%	1.07%	0.82%	0.78%	0.52%	0.64%	0.48%	2.29%	0.32%	0.79%	0.51%	0.00%	0.82%	0.59%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.21%	0.90%	0.43%	0.00%	0.29%	0.00%	0.40%	0.44%	0.00%	0.44%	0.00%	0.00%	0.43%	1.02%	0.90%	0.47%	0.43%	0.00%	0.00%	0.28%	0.00%	1.04%	1.06%	0.00%	0.00%	0.70%	1.39%	0.80%	1.03%	0.00%	0.00%	0.00%									
14	Грудинин Павел Николаевич	2250	44	41	22	24	18	127	95	47	98	284	146	37	78	235	23	107	105	23	8	41	23	12	27	4	27	11	3	11	58	43	39	52	4	10	16	5	17	2	13	22	36	25	6	7	6	4	10	4	15	2	5	2	3	43	51	5	12	6	6									
		7.46%	6.40%	5.08%	2.69%	3.39%	1.40%	11.76%	10.64%	4.75%	13.15%	14.49%	11.34%	6.40%	9.96%	18.75%	10.55%	11.58%	13.78%	5.90%	4.23%	16.80%	13.53%	4.90%	8.18%	2.80%	3.67%	3.61%	2.83%	2.36%	10.41%	9.29%	11.30%	7.64%	3.48%	1.99%	3.51%	4.67%	3.74%	2.41%	2.98%	1.91%	9.18%	2.82%	2.79%	3.04%	3.92%	2.65%	2.82%	1.93%	2.23%	2.13%	2.82%	2.27%	2.11%	8.55%	10.20%	2.56%	3.17%	3.90%	3.13%									
15	Жириновский Владимир Вольфович	2346	47	90	32	29	43	128	106	96	77	221	149	39	74	87	10	131	32	30	13	17	14	15	35	19	33	26	6	22	67	22	43	60	8	25	17	8	29	6	25	67	28	41	9	13	17	8	12	13	38	8	8	7	6	44	29	11	18	17	21									
		7.78%	6.84%	11.15%	3.91%	4.09%	3.34%	11.85%	11.87%	9.71%	10.34%	11.28%	11.57%	6.75%	9.45%	6.94%	4.59%	14.18%	4.20%	7.69%	6.88%	6.97%	8.24%	6.12%	10.61%	13.29%	4.49%	8.52%	5.66%	4.71%	12.03%	4.75%	12.46%	8.81%	6.96%	4.98%	3.73%	7.48%	6.37%	7.23%	5.73%	5.82%	7.14%	4.63%	4.19%	5.65%	11.11%	5.30%	3.39%	6.28%	5.64%	8.51%	4.52%	7.95%	4.23%	8.75%	5.80%	5.64%	4.76%	11.04%	10.94%									
16	Путин Владимир Владимирович	24537	561	645	754	621	1194	772	672	795	539	1357	928	480	601	881	172	639	587	332	163	174	127	210	264	112	660	259	96	425	402	375	260	560	103	452	409	94	401	72	394	1042	318	801	196	207	122	139	322	185	605	82	160	79	128	401	403	175	339	131	160									
		81.40%	81.66%	79.93%	92.06%	87.59%	92.77%	71.48%	75.25%	80.38%	72.35%	69.23%	72.05%	83.04%	76.76%	70.31%	78.90%	69.16%	77.03%	85.13%	86.24%	71.31%	74.71%	85.71%	80.00%	78.32%	89.80%	84.92%	90.57%	91.01%	72.17%	80.99%	75.36%	82.23%	89.57%	90.04%	89.69%	87.85%	88.13%	86.75%	90.37%	90.45%	81.12%	90.41%	91.16%	90.00%	79.74%	92.05%	90.96%	89.37%	89.76%	87.23%	90.40%	89.77%	90.14%	79.72%	80.60%	89.74%	89.68%	85.06%	83.33%									
17	Собчак Ксения Анатольевна	237	10	6	3	6	5	17	9	9	5	19	15	5	10	12	1	20	9	1	2	2	0	3	0	0	3	3	1	2	5	6	1	3	0	5	1	0	3	0	3	6	1	2	1	2	2	0	2	0	2	1	1	0	2	2	1	0	4	0	3									
		0.79%	1.46%	0.74%	0.37%	0.85%	0.39%	1.57%	1.01%	0.91%	0.67%	0.97%	1.16%	0.87%	1.28%	0.96%	0.46%	2.16%	1.18%	0.26%	1.06%	0.82%	0.00%	1.22%	0.00%	0.00%	0.41%	0.98%	0.94%	0.43%	0.90%	1.30%	0.29%	0.44%	0.00%	0.99%	0.22%	0.00%	0.66%	0.00%	0.69%	0.52%	0.26%	0.23%	0.47%	0.87%	1.31%	0.00%	0.56%	0.00%	0.30%	1.06%	0.56%	0.00%	1.41%	0.40%	0.20%	0.00%	1.06%	0.00%	1.56%									
18	Сурайкин Максим Александрович	174	3	2	0	8	5	5	5	14	8	21	6	2	3	8	2	6	9	1	0	4	3	0	1	0	3	1	0	3	6	3	2	1	0	7	0	0	3	0	0	3	1	4	1	0	3	0	2	1	1	0	3	0	1	3	3	0	3	0	0									
		0.58%	0.44%	0.25%	0.00%	1.13%	0.39%	0.46%	0.56%	1.42%	1.07%	1.07%	0.47%	0.35%	0.38%	0.64%	0.92%	0.65%	1.18%	0.26%	0.00%	1.64%	1.76%	0.00%	0.30%	0.00%	0.41%	0.33%	0.00%	0.64%	1.08%	0.65%	0.58%	0.15%	0.00%	1.39%	0.00%	0.00%	0.66%	0.00%	0.00%	0.26%	0.26%	0.45%	0.47%	0.00%	1.96%	0.00%	0.56%	0.48%	0.15%	0.00%	1.69%	0.00%	0.70%	0.60%	0.60%	0.00%	0.79%	0.00%	0.00%									
19	Титов Борис Юрьевич	121	8	3	1	7	3	9	1	5	0	12	9	5	5	5	1	8	2	1	0	0	2	0	1	0	2	4	0	1	2	2	0	2	0	0	0	0	0	1	1	3	0	2	0	0	1	0	1	1	2	0	0	0	1	2	3	0	0	0	2									
		0.40%	1.16%	0.37%	0.12%	0.99%	0.23%	0.83%	0.11%	0.51%	0.00%	0.61%	0.70%	0.87%	0.64%	0.40%	0.46%	0.87%	0.26%	0.26%	0.00%	0.00%	1.18%	0.00%	0.30%	0.00%	0.27%	1.31%	0.00%	0.21%	0.36%	0.43%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	0.23%	0.26%	0.00%	0.23%	0.00%	0.00%	0.65%	0.00%	0.28%	0.48%	0.30%	0.00%	0.00%	0.00%	0.70%	0.40%	0.60%	0.00%	0.00%	0.00%	1.04%									
20	Явлинский Григорий Алексеевич	88	0	5	1	4	4	8	1	3	3	5	9	1	3	4	1	3	7	0	0	1	0	1	2	0	2	0	0	2	2	3	0	1	0	0	1	0	0	1	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0									
		0.29%	0.00%	0.62%	0.12%	0.56%	0.31%	0.74%	0.11%	0.30%	0.40%	0.26%	0.70%	0.17%	0.38%	0.32%	0.46%	0.32%	0.92%	0.00%	0.00%	0.41%	0.00%	0.41%	0.61%	0.00%	0.27%	0.00%	0.00%	0.43%	0.36%	0.65%	0.00%	0.15%	0.00%	0.00%	0.22%	0.00%	0.00%	1.20%	0.00%	0.35%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	1.03%	0.26%	0.00%	0.00%									
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
