Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Хасавюртовская городская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544					
1	"Число избирателей, внесенных в списки избирателей"	57758	2143	1185	2453	1870	1952	1679	2318	1474	1140	1920	1795	2546	1706	1626	1856	2311	2123	1972	2020	1225	1765	2196	1383	1604	2079	2318	2065	2585	2287	2162					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	57000	2000	1150	2450	1850	1950	1650	2300	1450	1150	1900	1750	2350	1700	1600	1850	2300	2100	1950	2000	1300	1750	2200	1350	1600	2050	2300	2050	2550	2250	2150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	52289	1801	1044	2254	1716	1796	1532	2121	1339	1093	1755	1646	2198	1552	1474	1700	2077	1893	1797	1870	1193	1595	2009	1213	1435	1876	2080	1881	2338	2048	1963					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1114	173	50	11	9	0	12	13	6	7	18	7	147	16	24	32	51	62	17	16	21	31	24	61	42	43	61	24	51	57	28					
6	Число погашенных избирательных бюллетеней	3597	26	56	185	125	154	106	166	105	50	127	97	5	132	102	118	172	145	136	114	86	124	167	76	123	131	159	145	161	145	159					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1114	173	50	11	9	0	12	13	6	7	18	7	147	16	24	32	51	62	17	16	21	31	24	61	42	43	61	24	51	57	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	52253	1798	1042	2250	1716	1796	1532	2119	1339	1091	1755	1644	2195	1552	1474	1699	2074	1893	1797	1869	1193	1595	2009	1212	1433	1876	2078	1878	2334	2047	1963					
9	Число недействительных избирательных бюллетеней	794	24	11	21	9	65	29	17	31	27	33	17	19	15	24	26	31	22	37	27	29	41	33	37	17	19	31	24	37	26	15					
10	Число действительных избирательных бюллетеней	52573	1947	1081	2240	1716	1731	1515	2115	1314	1071	1740	1634	2323	1553	1474	1705	2094	1933	1777	1858	1185	1585	2000	1236	1458	1900	2108	1878	2348	2078	1976					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1050	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	24	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	5	0	0	0	1	0	2	5	1	0	1	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	1026	34	35	34	34	34	35	34	34	35	35	35	35	35	34	35	35	35	35	30	35	35	35	34	35	33	30	34	35	34	33					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	836	33	18	37	28	14	23	36	21	14	26	27	39	23	23	25	36	33	29	31	19	24	34	18	24	32	34	29	39	34	33					
		1.57%	1.67%	1.65%	1.64%	1.62%	0.78%	1.49%	1.69%	1.56%	1.28%	1.47%	1.64%	1.67%	1.47%	1.54%	1.44%	1.69%	1.69%	1.60%	1.64%	1.57%	1.48%	1.67%	1.41%	1.63%	1.67%	1.59%	1.52%	1.64%	1.62%	1.66%					
19	2.Всероссийская политическая партия «Гражданская Сила»	82	4	3	5	6	1	2	4	0	0	4	3	5	3	3	3	3	4	0	0	0	0	1	0	3	4	4	4	5	4	4					
		0.15%	0.20%	0.27%	0.22%	0.35%	0.06%	0.13%	0.19%	0.00%	0.00%	0.23%	0.18%	0.21%	0.19%	0.20%	0.17%	0.14%	0.20%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.20%	0.21%	0.19%	0.21%	0.21%	0.19%	0.20%					
20	3.Политическая партия «Демократическая партия России»	61	2	4	2	5	0	0	2	1	1	2	4	3	2	1	2	0	2	0	2	1	2	0	0	2	5	2	2	3	2	7					
		0.11%	0.10%	0.37%	0.09%	0.29%	0.00%	0.00%	0.09%	0.07%	0.09%	0.11%	0.24%	0.13%	0.13%	0.07%	0.12%	0.00%	0.10%	0.00%	0.11%	0.08%	0.12%	0.00%	0.00%	0.14%	0.26%	0.09%	0.11%	0.13%	0.10%	0.35%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5404	199	110	229	177	183	156	218	136	111	179	167	238	159	151	175	215	197	183	190	123	164	207	129	149	194	217	192	241	213	202					
		10.13%	10.10%	10.07%	10.13%	10.26%	10.19%	10.10%	10.23%	10.11%	10.11%	10.10%	10.12%	10.16%	10.14%	10.08%	10.11%	10.12%	10.08%	10.09%	10.08%	10.13%	10.09%	10.18%	10.13%	10.10%	10.11%	10.14%	10.09%	10.10%	10.12%	10.15%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	84	4	1	4	2	0	3	4	2	0	3	4	5	0	3	3	4	4	3	3	1	3	4	0	3	3	3	3	4	4	4					
		0.16%	0.20%	0.09%	0.18%	0.12%	0.00%	0.19%	0.19%	0.15%	0.00%	0.17%	0.24%	0.21%	0.00%	0.20%	0.17%	0.19%	0.20%	0.17%	0.16%	0.08%	0.18%	0.20%	0.00%	0.20%	0.16%	0.14%	0.16%	0.17%	0.19%	0.20%					
23	6.Политическая партия «Партия социальной справедливости»	84	4	4	5	3	0	0	6	3	2	2	3	5	6	2	3	0	4	2	4	0	0	0	3	3	4	2	4	3	3	4					
		0.16%	0.20%	0.37%	0.22%	0.17%	0.00%	0.00%	0.28%	0.22%	0.18%	0.11%	0.18%	0.21%	0.38%	0.13%	0.17%	0.00%	0.20%	0.11%	0.21%	0.00%	0.00%	0.00%	0.24%	0.20%	0.21%	0.09%	0.21%	0.13%	0.14%	0.20%					
