Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Хасавюртовская городская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603					
1	"Число избирателей, внесенных в список избирателей"	64934	1327	1221	1389	1390	1387	1940	2034	1793	1216	1258	1614	1644	2037	2151	2303	1831	1734	1995	1878	1796	1620	1684	1957	1944	2028	1302	1337	1719	1754	1310	1328	1344	1314	1990	1523	1473	1379	1512	1244	1234					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	60340	1230	1130	1300	1290	1290	1800	1900	1660	1130	1170	1500	1520	1900	2000	2140	1700	1610	1850	1750	1660	1500	1560	1850	1800	1900	1210	1250	1600	1650	1210	1210	1220	1210	1850	1450	1360	1280	1400	1150	1150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	59105	1056	1120	1286	1276	1273	1789	1884	1647	1117	1159	1482	1510	1882	1982	1987	1686	1599	1839	1736	1645	1485	1547	1834	1786	1884	1191	1228	1581	1624	1109	1114	1115	1113	1832	1435	1346	1268	1391	1134	1133					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	531	169	3	6	7	8	2	4	8	6	3	8	8	9	4	148	6	2	3	3	5	8	7	4	5	6	11	9	4	5	15	7	1	5	5	4	6	5	4	2	6					
6	Число погашенных избирательных бюллетеней	704	5	7	8	7	9	9	12	5	7	8	10	2	9	14	5	8	9	8	11	10	7	6	12	9	10	8	13	15	21	86	89	104	92	13	11	8	7	5	14	11					
7	Число избирательных бюллетеней в переносных ящиках для голосования	531	169	3	6	7	8	2	4	8	6	3	8	8	9	4	148	6	2	3	3	5	8	7	4	5	6	11	9	4	5	15	7	1	5	5	4	6	5	4	2	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	59100	1056	1120	1286	1276	1273	1789	1884	1647	1117	1159	1482	1510	1882	1982	1987	1686	1599	1839	1736	1645	1485	1547	1834	1786	1884	1191	1228	1581	1624	1105	1114	1115	1112	1832	1435	1346	1268	1391	1134	1133					
9	Число недействительных избирательных бюллетеней	19	0	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	7	0	4	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	59612	1225	1123	1292	1281	1281	1791	1887	1655	1123	1161	1490	1518	1890	1986	2135	1692	1601	1842	1739	1650	1493	1554	1838	1791	1889	1202	1237	1585	1629	1118	1114	1116	1113	1837	1439	1352	1273	1395	1136	1139					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	320	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	9	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	311	8	8	8	8	8	8	7	8	8	8	8	8	7	7	7	8	7	8	8	8	8	8	8	8	7	8	8	7	8	7	8	8	7	8	8	8	8	8	8	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	32	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	6	6	13	2	0	0	0	0	0	0	0					
		0.05%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.54%	0.54%	1.16%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	950	26	27	15	25	21	15	18	42	48	39	57	19	47	43	22	13	4	53	8	16	27	22	54	36	52	9	4	29	32	2	1	0	0	32	5	8	12	4	8	55					
		1.59%	2.12%	2.40%	1.16%	1.95%	1.64%	0.84%	0.95%	2.54%	4.27%	3.36%	3.83%	1.25%	2.49%	2.17%	1.03%	0.77%	0.25%	2.88%	0.46%	0.97%	1.81%	1.42%	2.94%	2.01%	2.75%	0.75%	0.32%	1.83%	1.96%	0.18%	0.09%	0.00%	0.00%	1.74%	0.35%	0.59%	0.94%	0.29%	0.70%	4.83%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10602	225	251	235	248	243	348	300	277	219	223	253	245	351	215	305	300	361	320	329	319	380	328	321	318	315	308	307	264	248	118	115	131	163	351	259	247	258	219	192	193					
		17.78%	18.37%	22.35%	18.19%	19.33%	18.97%	19.43%	15.89%	16.74%	19.50%	19.19%	16.98%	16.14%	18.56%	10.83%	14.29%	17.73%	22.55%	17.37%	18.92%	19.33%	25.45%	21.11%	17.46%	17.76%	16.67%	25.62%	24.82%	16.66%	15.22%	10.54%	10.26%	11.74%	14.59%	19.11%	17.99%	18.27%	20.27%	15.70%	16.90%	16.94%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	1	0	0	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.36%	0.09%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	48016	974	844	1042	1008	1017	1428	1569	1335	856	899	1180	1254	1492	1727	1807	1378	1236	1467	1402	1315	1086	1204	1463	1437	1521	885	926	1292	1349	990	988	970	947	1454	1175	1097	1003	1172	936	891					
		80.52%	79.51%	75.16%	80.65%	78.57%	79.39%	79.73%	83.10%	80.66%	76.22%	77.37%	79.19%	82.61%	78.90%	86.96%	84.64%	81.44%	77.20%	79.64%	80.62%	79.70%	72.74%	77.48%	79.60%	80.23%	80.48%	73.63%	74.86%	81.51%	82.81%	88.39%	88.14%	86.92%	84.78%	79.15%	81.65%	81.14%	78.79%	84.01%	82.39%	78.23%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
