Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Северная 																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918					
1	"Число избирателей, внесенных в список избирателей"	8519	452	82	497	468	130	70	48	262	199	342	100	2037	2258	220	175	189	181	217	239	303	50					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8977	480	98	427	502	142	68	62	269	209	372	96	2097	2371	256	188	216	207	254	270	342	51					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4784	264	57	311	288	96	36	35	173	103	220	88	1016	1003	152	130	120	140	156	170	183	43					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	648	69	6	34	30	6	12	12	25	33	44	5	120	118	30	22	19	13	15	14	21	0					
6	Число погашенных избирательных бюллетеней	3545	147	35	82	184	40	20	15	71	73	108	3	961	1250	74	36	77	54	83	86	138	8					
7	Число избирательных бюллетеней в переносных ящиках для голосования	648	69	6	34	30	6	12	12	25	33	44	5	120	118	30	22	19	13	15	14	21	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4784	264	57	311	288	96	36	35	173	103	220	88	1016	1003	152	130	120	140	156	170	183	43					
9	Число недействительных избирательных бюллетеней	96	6	0	6	5	3	3	0	4	1	1	1	20	15	2	8	5	2	4	2	8	0					
10	Число действительных избирательных бюллетеней	5336	327	63	339	313	99	45	47	194	135	263	92	1116	1106	180	144	134	151	167	182	196	43					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	323	23	12	10	8	10	7	4	9	11	15	1	56	60	19	5	5	8	24	15	21	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	323	23	12	10	8	10	7	4	9	11	15	1	56	60	19	5	5	8	24	15	21	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	123	13	2	19	4	2	1	2	5	0	1	2	37	0	3	2	6	7	13	2	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
