Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
Наименование Избирательной комиссии:    Цумадинская																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561					
1	"Число избирателей, внесенных в списки"	12870	484	464	482	271	80	777	138	301	567	261	292	261	1148	132	67	124	98	295	280	63	794	194	357	118	82	263	86	63	121	125	194	401	66	262	288	250	119	304	99	201	193	204	96	440	346	111	133	291	84					
2	"Число бюллетеней, полученных участковыми комиссиями"	11715	380	380	432	241	70	600	115	275	520	234	292	240	1051	120	60	108	91	280	270	60	724	164	357	106	73	245	80	55	115	120	180	365	60	262	260	230	108	270	93	160	180	180	96	452	345	111	132	290	83					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11035	346	297	410	231	65	589	115	275	520	231	292	240	1051	111	46	108	91	280	238	39	724	164	324	106	72	157	53	55	111	119	180	365	60	254	253	175	108	251	93	160	180	174	78	341	320	103	121	278	81					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	128	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	47	0	0	0	0	0					
6	Число погашенных бюллетеней	552	30	74	22	10	5	11	0	0	0	3	0	0	0	9	14	0	0	0	32	21	0	0	33	0	1	77	25	0	4	1	0	0	0	8	7	0	0	19	0	0	0	6	18	64	25	8	11	12	2					
7	Число бюллетеней в переносных ящиках для голосования	128	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	47	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	11033	346	295	410	231	65	589	115	275	520	231	292	240	1051	111	46	108	91	280	238	39	724	164	324	106	72	157	53	55	111	119	180	365	60	254	253	175	108	251	93	160	180	174	78	341	320	103	121	278	81					
9	Число недействительных бюллетеней	30	6	11	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0					
10	Число действительных бюллетеней	11131	344	293	410	228	65	589	114	274	520	231	292	240	1051	111	46	108	91	280	238	39	724	164	324	105	72	167	55	55	111	119	180	363	60	254	253	230	107	251	93	160	180	174	77	386	320	103	121	278	81					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	87	5	5	5	5	1	2	1	2	2	5	1	2	4	1	1	1	1	1	2	1	2	1	2	1	0	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	3	1	2	2	1	1	2	1					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	16	2	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	6	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	71	3	4	4	5	0	2	1	2	1	5	1	1	4	1	1	1	1	0	0	1	1	1	2	1	0	1	0	1	0	2	1	2	1	1	1	2	1	1	1	1	1	3	1	0	2	1	1	2	1					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	"1. ""ЕДИНЕНИЕ"""	1348	100	152	181	56	4	35	85	52	26	6	0	52	0	0	1	2	0	136	1	7	300	45	7	0	0	5	0	0	0	23	5	1	0	0	0	2	0	8	3	0	24	1	0	20	5	0	0	3	0					
		12.07%	28.57%	50.0%	44.14%	24.24%	6.15%	5.94%	73.91%	18.90%	5.0%	2.59%	0.0%	21.66%	0.0%	0.0%	2.17%	1.85%	0.0%	48.57%	0.42%	17.94%	41.43%	27.43%	2.16%	0.0%	0.0%	2.97%	0.0%	0.0%	0.0%	19.32%	2.77%	0.27%	0.0%	0.0%	0.0%	0.86%	0.0%	3.18%	3.22%	0.0%	13.33%	0.57%	0.0%	5.15%	1.56%	0.0%	0.0%	1.07%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	657	3	6	0	2	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	78	118	168	54					
		5.88%	0.85%	1.97%	0.0%	0.86%	0.0%	0.0%	0.0%	0.0%	0.57%	1.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	21.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	65.31%	75.72%	97.52%	60.43%	66.66%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	8	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.07%	0.85%	0.32%	0.24%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	7	1	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.28%	0.0%	0.24%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	28	27	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.25%	7.71%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.0%	0.0%	0.0%	1.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	6	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.28%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
