Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Качканарская городская																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972					
1	"Число избирателей, внесенных в списки"	36890	1620	1777	1733	1710	1403	2061	1488	1217	1101	1702	1962	2443	1179	1945	2304	2810	1852	2208	2117	2258					
2	"Число бюллетеней, полученных участковыми комиссиями"	36400	1600	1700	1700	1700	1375	2050	1450	1150	1075	1700	1950	2450	1150	1850	2300	2800	1850	2200	2100	2250					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19045	918	983	1036	1017	661	1020	553	487	504	858	1020	1213	570	980	1119	1565	1025	1181	1212	1123					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	570	30	96	17	21	26	16	35	20	19	7	11	18	26	95	33	20	13	17	31	19					
6	Число погашенных бюллетеней	16785	652	621	647	662	688	1014	862	643	552	835	919	1219	554	775	1148	1215	812	1002	857	1108					
7	Число бюллетеней в переносных ящиках для голосования	570	30	96	17	21	26	16	35	20	19	7	11	18	26	95	33	20	13	17	31	19					
8	Число бюллетеней в стационарных ящиках для голосования	19037	918	983	1036	1017	660	1018	553	487	504	858	1020	1213	570	980	1119	1565	1025	1181	1212	1118					
9	Число недействительных бюллетеней	212	17	17	8	7	5	11	8	11	4	8	13	8	5	18	23	9	20	2	10	8					
10	Число действительных бюллетеней	19395	931	1062	1045	1031	681	1023	580	496	519	857	1018	1223	591	1057	1129	1576	1018	1196	1233	1129					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	397	17	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	87	3	3	8	6	2	7	0	3	2	5	4	3	1	1	3	11	4	4	7	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	65	6	5	2	3	3	0	1	0	2	2	2	4	2	1	10	5	5	5	1	6					
14	Число погашенных открепительных удостоверений	310	14	17	12	14	18	13	20	17	18	15	16	17	19	19	17	9	16	16	13	10					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	"1. ""ЕДИНЕНИЕ"""	191	6	14	7	12	11	9	2	9	8	16	11	6	4	9	16	14	11	9	12	5					
		0.97%	0.63%	1.29%	0.66%	1.15%	1.60%	0.87%	0.34%	1.77%	1.52%	1.84%	1.06%	0.48%	0.67%	0.83%	1.38%	0.88%	1.05%	0.75%	0.96%	0.43%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1115	35	46	45	59	33	68	27	17	37	53	81	65	28	70	63	102	67	86	70	63					
		5.68%	3.69%	4.26%	4.27%	5.68%	4.81%	6.57%	4.59%	3.35%	7.07%	6.12%	7.85%	5.28%	4.69%	6.51%	5.46%	6.43%	6.45%	7.17%	5.63%	5.54%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1104	51	72	74	79	37	52	33	15	20	30	51	70	33	52	56	90	56	79	86	68					
		5.63%	5.37%	6.67%	7.02%	7.61%	5.39%	5.02%	5.61%	2.95%	3.82%	3.46%	4.94%	5.68%	5.53%	4.83%	4.86%	5.67%	5.39%	6.59%	6.91%	5.98%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	625	19	36	32	33	14	24	5	9	16	25	31	46	15	34	33	59	54	51	47	42					
		3.18%	2.00%	3.33%	3.03%	3.17%	2.04%	2.32%	0.85%	1.77%	3.05%	2.89%	3.00%	3.73%	2.51%	3.16%	2.86%	3.72%	5.20%	4.25%	3.78%	3.69%					
22	"5. ""За Русь Святую"""	73	2	6	0	4	3	3	3	5	1	4	2	7	0	1	2	9	3	5	8	5					
		0.37%	0.21%	0.55%	0.0%	0.38%	0.43%	0.29%	0.51%	0.98%	0.19%	0.46%	0.19%	0.56%	0.0%	0.09%	0.17%	0.56%	0.28%	0.41%	0.64%	0.43%					
23	"6. ""Объединенная Российская партия ""Русь"""	64	7	5	4	3	0	3	1	4	3	2	2	2	2	7	5	0	3	2	3	6					
		0.32%	0.73%	0.46%	0.37%	0.28%	0.0%	0.29%	0.17%	0.78%	0.57%	0.23%	0.19%	0.16%	0.33%	0.65%	0.43%	0.0%	0.28%	0.16%	0.24%	0.52%					
24	"7. ""Новый курс - Автомобильная Россия"""	159	17	10	10	11	10	4	6	4	2	6	6	9	7	5	4	16	6	11	7	8					
		0.81%	1.79%	0.92%	0.94%	1.05%	1.45%	0.38%	1.02%	0.78%	0.38%	0.69%	0.58%	0.73%	1.17%	0.46%	0.34%	1.00%	0.57%	0.91%	0.56%	0.70%					
25	"8. ""Народно-республиканская партия России"""	24	2	0	0	3	1	1	0	2	0	0	2	3	0	1	1	0	1	2	2	3					
		0.12%	0.21%	0.0%	0.0%	0.28%	0.14%	0.09%	0.0%	0.39%	0.0%	0.0%	0.19%	0.24%	0.0%	0.09%	0.08%	0.0%	0.09%	0.16%	0.16%	0.26%					
26	"9. ""Российская экологическая партия ""Зеленые"""	87	4	2	6	9	1	1	2	4	3	4	4	5	1	6	4	8	4	8	7	4					
		0.44%	0.42%	0.18%	0.56%	0.86%	0.14%	0.09%	0.34%	0.78%	0.57%	0.46%	0.38%	0.40%	0.16%	0.55%	0.34%	0.50%	0.38%	0.66%	0.56%	0.35%					
27	"10. ""Аграрная партия России"""	371	18	21	26	22	13	24	7	6	9	13	19	23	13	19	20	23	24	17	32	22					
		1.89%	1.89%	1.94%	2.46%	2.11%	1.89%	2.32%	1.19%	1.18%	1.72%	1.50%	1.84%	1.86%	2.18%	1.76%	1.73%	1.45%	2.31%	1.41%	2.57%	1.93%					
28	"11. ""Истинные патриоты России"""	23	1	2	1	0	0	1	0	1	1	1	2	0	0	3	1	5	0	2	2	0					
		0.11%	0.10%	0.18%	0.09%	0.0%	0.0%	0.09%	0.0%	0.19%	0.19%	0.11%	0.19%	0.0%	0.0%	0.27%	0.08%	0.31%	0.0%	0.16%	0.16%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	204	8	8	11	11	10	19	3	6	10	12	14	8	4	7	14	17	16	7	12	7					
		1.04%	0.84%	0.74%	1.04%	1.05%	1.45%	1.83%	0.51%	1.18%	1.91%	1.38%	1.35%	0.64%	0.67%	0.65%	1.21%	1.07%	1.54%	0.58%	0.96%	0.61%					
30	"13. ""Демократическая партия России"""	56	5	4	2	5	3	3	4	0	0	0	3	0	2	2	3	4	3	5	2	6					
		0.28%	0.52%	0.37%	0.18%	0.48%	0.43%	0.29%	0.68%	0.0%	0.0%	0.0%	0.29%	0.0%	0.33%	0.18%	0.26%	0.25%	0.28%	0.41%	0.16%	0.52%					
31	"14. ""Великая Россия - Евразийский Союз"""	55	9	6	2	1	1	5	3	0	4	1	3	1	2	3	5	2	3	0	2	2					
		0.28%	0.94%	0.55%	0.18%	0.09%	0.14%	0.48%	0.51%	0.0%	0.76%	0.11%	0.29%	0.08%	0.33%	0.27%	0.43%	0.12%	0.28%	0.0%	0.16%	0.17%					
32	"15. ""Партия СЛОН"""	34	2	2	0	3	5	1	3	3	0	0	3	2	2	2	1	0	0	2	1	2					
		0.17%	0.21%	0.18%	0.0%	0.28%	0.72%	0.09%	0.51%	0.59%	0.0%	0.0%	0.29%	0.16%	0.33%	0.18%	0.08%	0.0%	0.0%	0.16%	0.08%	0.17%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1152	47	73	66	89	32	56	18	10	29	40	69	67	28	63	56	89	77	88	89	66					
		5.87%	4.95%	6.76%	6.26%	8.57%	4.66%	5.41%	3.06%	1.97%	5.54%	4.62%	6.69%	5.44%	4.69%	5.86%	4.86%	5.61%	7.41%	7.34%	7.16%	5.80%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	40	0	4	1	2	1	0	1	2	3	0	3	3	2	2	0	3	5	3	5	0					
		0.20%	0.0%	0.37%	0.09%	0.19%	0.14%	0.0%	0.17%	0.39%	0.57%	0.0%	0.29%	0.24%	0.33%	0.18%	0.0%	0.18%	0.48%	0.25%	0.40%	0.0%					
35	"18. ""ЛДПР"""	4028	180	183	171	166	140	225	158	114	119	201	197	280	129	236	244	394	204	255	196	236					
		20.54%	18.98%	16.96%	16.23%	15.99%	20.40%	21.76%	26.87%	22.48%	22.75%	23.23%	19.10%	22.74%	21.64%	21.95%	21.18%	24.85%	19.65%	21.28%	15.76%	20.75%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1036	66	84	51	49	47	48	35	33	22	47	44	62	39	39	68	81	48	45	73	55					
		5.28%	6.96%	7.78%	4.84%	4.72%	6.85%	4.64%	5.95%	6.50%	4.20%	5.43%	4.26%	5.03%	6.54%	3.62%	5.90%	5.11%	4.62%	3.75%	5.87%	4.83%					
37	"20. ""Политическая партия ""Единая Россия"""	6360	339	350	384	303	247	339	208	195	183	277	350	404	197	349	361	431	287	346	418	392					
		32.43%	35.75%	32.43%	36.46%	29.19%	36.00%	32.78%	35.37%	38.46%	34.99%	32.02%	33.94%	32.81%	33.05%	32.46%	31.33%	27.19%	27.64%	28.88%	33.62%	34.47%					
38	"21. ""Российская Конституционно-демократическая партия"""	50	0	0	4	4	2	3	2	3	0	3	3	5	1	5	3	3	3	2	1	3					
		0.25%	0.0%	0.0%	0.37%	0.38%	0.29%	0.29%	0.34%	0.59%	0.0%	0.34%	0.29%	0.40%	0.16%	0.46%	0.26%	0.18%	0.28%	0.16%	0.08%	0.26%					
39	"22. ""Развитие предпринимательства"""	51	3	6	4	2	2	2	1	2	2	4	2	5	0	2	2	3	4	2	1	2					
		0.26%	0.31%	0.55%	0.37%	0.19%	0.29%	0.19%	0.17%	0.39%	0.38%	0.46%	0.19%	0.40%	0.0%	0.18%	0.17%	0.18%	0.38%	0.16%	0.08%	0.17%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1430	62	75	80	109	34	77	26	27	22	66	72	82	41	70	94	126	84	100	107	76					
		7.29%	6.54%	6.95%	7.59%	10.50%	4.95%	7.44%	4.42%	5.32%	4.20%	7.63%	6.98%	6.66%	6.87%	6.51%	8.15%	7.94%	8.09%	8.34%	8.60%	6.68%					
																											
41	Против всех	1063	48	53	64	52	34	55	32	25	25	52	44	68	41	70	73	97	55	69	50	56					
		5.42%	5.06%	4.91%	6.07%	5.00%	4.95%	5.31%	5.44%	4.93%	4.78%	6.01%	4.26%	5.52%	6.87%	6.51%	6.33%	6.11%	5.29%	5.75%	4.02%	4.92%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
