Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Район Беговой																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №3045	УИК №3046	УИК №3047					
1	"Число избирателей, внесенных в списки"	27106	2784	2912	2561	2536	2700	2628	2514	2585	2477	2269	751	138	251					
2	"Число бюллетеней, полученных участковыми комиссиями"	27460	2680	2750	2660	2400	2500	2500	2400	2650	2310	2620	1425	285	280					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15820	1660	1654	1396	1423	1458	1470	1298	1438	1443	1538	680	138	224					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	506	65	37	83	35	43	58	39	38	67	41	0	0	0					
6	Число погашенных бюллетеней	11134	955	1059	1181	942	999	972	1063	1174	800	1041	745	147	56					
7	Число бюллетеней в переносных ящиках для голосования	506	65	37	83	35	43	58	39	38	67	41	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	15775	1646	1648	1396	1420	1454	1466	1298	1434	1440	1531	680	138	224					
9	Число недействительных бюллетеней	145	10	12	15	7	16	20	16	16	9	5	14	3	2					
10	Число действительных бюллетеней	16136	1701	1673	1464	1448	1481	1504	1321	1456	1498	1567	666	135	222					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	795	71	33	24	22	40	56	40	260	40	209	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	676	65	30	21	18	28	40	30	223	32	189	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	362	29	15	26	22	20	46	21	18	58	39	48	20	0					
14	Число погашенных открепительных удостоверений	119	6	3	3	4	12	16	10	37	8	20	0	0	0					
15	Число открепительных удостоверений выданных ТИК	5	0	0	1	1	0	1	1	0	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	"1. ""ЕДИНЕНИЕ"""	91	7	4	8	8	3	9	11	9	9	10	12	0	1					
		0.55%	0.40%	0.23%	0.54%	0.54%	0.20%	0.59%	0.82%	0.61%	0.59%	0.63%	1.76%	0.0%	0.44%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2013	214	245	207	220	188	133	152	215	177	203	41	7	11					
		12.36%	12.50%	14.54%	13.99%	15.12%	12.55%	8.72%	11.36%	14.60%	11.74%	12.91%	6.02%	5.07%	4.91%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	328	37	26	26	22	30	43	29	26	29	32	19	4	5					
		2.01%	2.16%	1.54%	1.75%	1.51%	2.00%	2.82%	2.16%	1.76%	1.92%	2.03%	2.79%	2.89%	2.23%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2170	277	219	225	258	190	152	148	216	177	212	57	15	24					
		13.32%	16.18%	12.99%	15.21%	17.73%	12.69%	9.97%	11.06%	14.67%	11.74%	13.48%	8.38%	10.86%	10.71%					
22	"5. ""За Русь Святую"""	61	4	7	2	3	8	1	8	3	11	7	6	0	1					
		0.37%	0.23%	0.41%	0.13%	0.20%	0.53%	0.06%	0.59%	0.20%	0.72%	0.44%	0.88%	0.0%	0.44%					
23	"6. ""Объединенная Российская партия ""Русь"""	46	6	1	6	0	8	2	4	5	3	8	2	0	1					
		0.28%	0.35%	0.05%	0.40%	0.0%	0.53%	0.13%	0.29%	0.33%	0.19%	0.50%	0.29%	0.0%	0.44%					
24	"7. ""Новый курс - Автомобильная Россия"""	235	31	23	19	17	25	27	17	20	18	29	8	1	0					
		1.44%	1.81%	1.36%	1.28%	1.16%	1.67%	1.77%	1.27%	1.35%	1.19%	1.84%	1.17%	0.72%	0.0%					
25	"8. ""Народно-республиканская партия России"""	6	2	0	0	0	0	1	2	0	0	0	1	0	0					
		0.03%	0.11%	0.0%	0.0%	0.0%	0.0%	0.06%	0.14%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	108	9	9	9	11	13	10	6	10	15	11	3	2	0					
		0.66%	0.52%	0.53%	0.60%	0.75%	0.86%	0.65%	0.44%	0.67%	0.99%	0.69%	0.44%	1.44%	0.0%					
27	"10. ""Аграрная партия России"""	232	31	21	21	24	28	14	17	15	21	20	11	4	5					
		1.42%	1.81%	1.24%	1.41%	1.64%	1.87%	0.91%	1.27%	1.01%	1.39%	1.27%	1.61%	2.89%	2.23%					
28	"11. ""Истинные патриоты России"""	12	1	2	0	0	0	1	7	1	0	0	0	0	0					
		0.07%	0.05%	0.11%	0.0%	0.0%	0.0%	0.06%	0.52%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	162	20	17	9	12	16	10	10	22	22	16	6	1	1					
		0.99%	1.16%	1.00%	0.60%	0.82%	1.06%	0.65%	0.74%	1.49%	1.45%	1.01%	0.88%	0.72%	0.44%					
30	"13. ""Демократическая партия России"""	21	0	2	1	1	3	4	4	1	2	0	1	1	1					
		0.12%	0.0%	0.11%	0.06%	0.06%	0.20%	0.26%	0.29%	0.06%	0.13%	0.0%	0.14%	0.72%	0.44%					
31	"14. ""Великая Россия - Евразийский Союз"""	29	2	4	0	1	3	1	6	1	3	5	2	1	0					
		0.17%	0.11%	0.23%	0.0%	0.06%	0.20%	0.06%	0.44%	0.06%	0.19%	0.31%	0.29%	0.72%	0.0%					
32	"15. ""Партия СЛОН"""	35	3	3	5	4	3	0	3	6	3	3	2	0	0					
		0.21%	0.17%	0.17%	0.33%	0.27%	0.20%	0.0%	0.22%	0.40%	0.19%	0.19%	0.29%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2544	246	272	196	223	231	275	232	235	242	231	105	17	39					
		15.62%	14.37%	16.14%	13.25%	15.32%	15.43%	18.04%	17.35%	15.96%	16.05%	14.69%	15.44%	12.31%	17.41%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	11	0	0	0	2	0	5	1	0	0	1	1	0	1					
		0.06%	0.0%	0.0%	0.0%	0.13%	0.0%	0.32%	0.07%	0.0%	0.0%	0.06%	0.14%	0.0%	0.44%					
35	"18. ""ЛДПР"""	819	87	90	68	55	78	95	67	80	53	93	34	9	10					
		5.03%	5.08%	5.34%	4.59%	3.78%	5.21%	6.23%	5.01%	5.43%	3.51%	5.91%	5.0%	6.52%	4.46%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	159	10	17	24	14	14	15	18	13	9	15	6	1	3					
		0.97%	0.58%	1.00%	1.62%	0.96%	0.93%	0.98%	1.34%	0.88%	0.59%	0.95%	0.88%	0.72%	1.33%					
37	"20. ""Политическая партия ""Единая Россия"""	4443	458	489	412	334	393	461	352	347	435	413	229	38	82					
		27.28%	26.76%	29.02%	27.85%	22.95%	26.25%	30.24%	26.32%	23.57%	28.86%	26.27%	33.67%	27.53%	36.60%					
38	"21. ""Российская Конституционно-демократическая партия"""	21	2	2	2	0	1	0	3	1	4	2	4	0	0					
		0.12%	0.11%	0.11%	0.13%	0.0%	0.06%	0.0%	0.22%	0.06%	0.26%	0.12%	0.58%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	24	2	3	3	2	0	3	2	2	1	3	1	0	2					
		0.14%	0.11%	0.17%	0.20%	0.13%	0.0%	0.19%	0.14%	0.13%	0.06%	0.19%	0.14%	0.0%	0.89%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1556	175	137	143	146	151	132	134	127	163	157	48	24	19					
		9.55%	10.22%	8.13%	9.66%	10.03%	10.08%	8.66%	10.02%	8.62%	10.81%	9.98%	7.05%	17.39%	8.48%					
																				
41	Против всех	1010	77	80	78	91	95	110	88	101	101	96	67	10	16					
		6.20%	4.50%	4.74%	5.27%	6.25%	6.34%	7.21%	6.58%	6.86%	6.70%	6.10%	9.85%	7.24%	7.14%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
