Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Кудымкарская городская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №5201	УИК №5202	УИК №5203	УИК №5204	УИК №5205	УИК №5206	УИК №5207	УИК №5208	УИК №5209	УИК №5210	УИК №5211	УИК №5212	УИК №5213	УИК №5214					
1	"Число избирателей, внесенных в списки"	22232	960	1154	1865	1987	1512	1885	2313	1773	1471	279	1729	1831	1837	1636					
2	"Число бюллетеней, полученных участковыми комиссиями"	18725	800	950	1350	1800	1250	1600	2050	1500	1200	215	1460	1600	1550	1400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12468	541	532	1058	1303	924	1114	1454	858	703	178	990	979	1029	805					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	630	28	121	148	30	29	42	39	25	43	19	22	35	25	24					
6	Число погашенных бюллетеней	5627	231	297	144	467	297	444	557	617	454	18	448	586	496	571					
7	Число бюллетеней в переносных ящиках для голосования	630	28	121	148	30	29	42	39	25	43	19	22	35	25	24					
8	Число бюллетеней в стационарных ящиках для голосования	12467	541	532	1058	1303	924	1114	1454	857	703	178	990	979	1029	805					
9	Число недействительных бюллетеней	341	20	25	40	18	25	17	23	17	17	30	25	28	29	27					
10	Число действительных бюллетеней	12756	549	628	1166	1315	928	1139	1470	865	729	167	987	986	1025	802					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	496	20	50	50	60	66	40	50	20	30	10	30	30	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	253	4	9	46	27	50	16	21	14	10	0	13	14	17	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	135	6	7	21	15	3	17	15	4	5	6	14	7	7	8					
14	Число погашенных открепительных удостоверений	243	16	41	4	33	16	24	29	6	20	10	17	16	3	8					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	0	1	0	0	0	0	0	2	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	"1. ""ЕДИНЕНИЕ"""	349	16	12	46	23	24	19	22	26	21	7	37	26	33	37					
		2.66%	2.81%	1.83%	3.81%	1.72%	2.51%	1.64%	1.47%	2.94%	2.81%	3.55%	3.65%	2.56%	3.13%	4.46%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1297	77	59	111	151	95	101	161	60	61	3	112	127	107	72					
		9.90%	13.53%	9.03%	9.20%	11.32%	9.96%	8.73%	10.78%	6.80%	8.17%	1.52%	11.06%	12.52%	10.15%	8.68%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	375	24	25	35	29	30	45	38	20	12	10	28	29	21	29					
		2.86%	4.21%	3.82%	2.90%	2.17%	3.14%	3.89%	2.54%	2.26%	1.60%	5.07%	2.76%	2.85%	1.99%	3.49%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	278	9	15	15	45	30	26	45	13	9	5	16	22	17	11					
		2.12%	1.58%	2.29%	1.24%	3.37%	3.14%	2.24%	3.01%	1.47%	1.20%	2.53%	1.58%	2.16%	1.61%	1.32%					
22	"5. ""За Русь Святую"""	50	4	2	7	6	3	1	6	3	1	1	3	6	5	2					
		0.38%	0.70%	0.30%	0.58%	0.45%	0.31%	0.08%	0.40%	0.34%	0.13%	0.50%	0.29%	0.59%	0.47%	0.24%					
