Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Мамонтовская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1874					
1	"Число избирателей, внесенных в список избирателей"	20148	819	785	374	673	1087	1007	946	1112	1725	1299	1228	1433	1299	762	1041	879	615	697	368	362	835	802					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17050	700	700	350	600	900	900	800	900	1500	1100	1000	1100	1100	600	900	700	550	550	350	350	700	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9817	360	336	223	274	540	498	432	556	859	594	556	597	638	394	514	459	335	375	226	238	452	361					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	950	60	86	8	55	54	33	61	27	53	34	38	146	18	22	53	42	17	43	26	19	38	17					
6	Число погашенных избирательных бюллетеней	6283	280	278	119	271	306	369	307	317	588	472	406	357	444	184	333	199	198	132	98	93	210	322					
7	Число избирательных бюллетеней в переносных ящиках для голосования	950	60	86	8	55	54	33	61	27	53	34	38	146	18	22	53	42	17	43	26	19	38	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9817	360	336	223	274	540	498	432	556	859	594	556	597	638	394	514	459	335	375	226	238	452	361					
9	Число недействительных избирательных бюллетеней	186	8	12	8	8	17	10	5	10	7	7	10	9	4	9	6	12	7	8	6	7	8	8					
10	Число действительных избирательных бюллетеней	10581	412	410	223	321	577	521	488	573	905	621	584	734	652	407	561	489	345	410	246	250	482	370					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	169	8	8	5	5	8	8	8	8	13	8	8	12	10	5	10	8	5	9	5	5	8	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	95	2	3	0	3	1	3	4	3	10	8	8	9	8	1	8	6	3	4	1	1	5	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	65	3	3	2	3	1	0	2	2	5	11	1	2	7	2	1	3	4	3	3	4	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	74	6	5	5	2	7	5	4	5	3	0	0	3	2	4	2	2	2	5	4	4	3	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1826	76	77	44	68	72	78	58	93	178	105	91	185	125	51	96	84	66	70	20	46	79	64					
		16.96%	18.10%	18.25%	19.05%	20.67%	12.12%	14.69%	11.76%	15.95%	19.52%	16.72%	15.32%	24.90%	19.05%	12.26%	16.93%	16.77%	18.75%	16.75%	7.94%	17.90%	16.12%	16.93%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1272	33	46	23	40	107	55	50	78	96	61	77	88	94	44	59	46	43	51	34	33	70	44					
		11.81%	7.86%	10.90%	9.96%	12.16%	18.01%	10.36%	10.14%	13.38%	10.53%	9.71%	12.96%	11.84%	14.33%	10.58%	10.41%	9.18%	12.22%	12.20%	13.49%	12.84%	14.29%	11.64%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	67	7	4	1	3	2	5	0	2	6	2	1	4	2	1	6	2	4	5	2	1	4	3					
		0.62%	1.67%	0.95%	0.43%	0.91%	0.34%	0.94%	0.00%	0.34%	0.66%	0.32%	0.17%	0.54%	0.30%	0.24%	1.06%	0.40%	1.14%	1.20%	0.79%	0.39%	0.82%	0.79%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3476	126	144	61	106	137	162	176	189	304	224	216	210	217	132	132	216	85	140	96	83	192	128					
		32.28%	30.00%	34.12%	26.41%	32.22%	23.06%	30.51%	35.70%	32.42%	33.33%	35.67%	36.36%	28.26%	33.08%	31.73%	23.28%	43.11%	24.15%	33.49%	38.10%	32.30%	39.18%	33.86%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	133	4	11	2	3	13	6	4	2	18	13	15	8	10	1	10	2	5	1	1	0	0	4					
		1.24%	0.95%	2.61%	0.87%	0.91%	2.19%	1.13%	0.81%	0.34%	1.97%	2.07%	2.53%	1.08%	1.52%	0.24%	1.76%	0.40%	1.42%	0.24%	0.40%	0.00%	0.00%	1.06%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3764	165	126	91	99	246	214	199	208	300	215	181	228	199	178	256	137	141	142	93	85	134	127					
		34.96%	39.29%	29.86%	39.39%	30.09%	41.41%	40.30%	40.37%	35.68%	32.89%	34.24%	30.47%	30.69%	30.34%	42.79%	45.15%	27.35%	40.06%	33.97%	36.90%	33.07%	27.35%	33.60%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	43	1	2	1	2	0	1	1	1	3	1	3	11	5	0	2	2	1	1	0	2	3	0					
		0.40%	0.24%	0.47%	0.43%	0.61%	0.00%	0.19%	0.20%	0.17%	0.33%	0.16%	0.51%	1.48%	0.76%	0.00%	0.35%	0.40%	0.28%	0.24%	0.00%	0.78%	0.61%	0.00%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
