Выборы Президента Российской Федерации																						
																						
Наименование Избирательной комиссии:    Селемджинская																						
																						
Итоги голосования 																						
																						
		Сумма	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617					
1	"Число избирателей, внесенных в список"	8367	631	101	309	935	811	361	313	772	252	181	141	1057	1831	369	303					
2	Число полученных избирательных бюллетеней	8276	588	94	262	967	824	384	341	853	231	170	113	1017	1723	409	300					
3	"Число избирательных бюллетеней, выданных  досрочно"	183	27	0	12	3	0	0	0	107	0	0	0	0	0	0	34					
4	"Число избирательных бюллетеней, выданных в день голосования"	5445	443	76	213	612	484	289	208	418	169	140	95	673	1150	276	199					
5	"Число избирательных бюллетеней, выданных вне помещения"	318	34	3	6	36	35	23	40	27	8	13	16	26	29	22	0					
6	Число погашенных избирательных бюллетеней	2330	84	15	31	316	305	72	93	301	54	17	2	318	544	111	67					
7	Число избирательных бюллетеней в переносных ящиках	501	61	3	18	39	35	23	40	134	8	13	16	26	29	22	34					
8	Число бюллетеней в стационарных ящиках для голосования	5441	443	76	213	609	484	289	208	418	169	140	95	673	1150	276	198					
9	Число недействительных избирательных бюллетеней	46	4	1	2	9	5	3	1	2	2	0	1	5	9	2	0					
10	Число действительных избирательных бюллетеней	5896	500	78	229	639	514	309	247	550	175	153	110	694	1170	296	232					
11	Число полученных открепительных  удостоверений	295	20	10	25	30	30	15	15	20	10	10	10	25	25	35	15					
12	Число выданных открепительных удостоверений	159	4	2	9	26	16	10	4	5	1	5	1	18	22	35	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	58	3	2	2	5	2	1	2	5	0	0	0	7	18	5	6					
14	Число неиспользованных открепительных удостоверений	136	16	8	16	4	14	5	11	15	9	5	9	7	3	0	14					
15	"Число открепительных удостоверений, выданных в ТИК"	10	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																						
18	. Глазьев Сергей Юрьевич	295	16	2	7	41	23	4	6	28	9	7	2	46	77	12	15					
		4.96%	3.17%	2.53%	3.03%	6.33%	4.43%	1.28%	2.42%	5.07%	5.08%	4.58%	1.80%	6.58%	6.53%	4.03%	6.47%					
19	. Малышкин Олег Александрович	239	21	2	0	15	14	12	20	32	9	5	6	22	59	16	6					
		4.02%	4.17%	2.53%	0.00%	2.31%	2.70%	3.85%	8.06%	5.80%	5.08%	3.27%	5.41%	3.15%	5.00%	5.37%	2.59%					
20	. Миронов Сергей Михайлович	76	6	0	1	14	10	1	5	3	1	5	0	4	21	4	1					
		1.28%	1.19%	0.00%	0.43%	2.16%	1.93%	0.32%	2.02%	0.54%	0.56%	3.27%	0.00%	0.57%	1.78%	1.34%	0.43%					
21	. Путин Владимир Владимирович	4174	357	67	202	400	354	250	176	393	94	110	84	482	804	214	187					
		70.25%	70.83%	84.81%	87.45%	61.73%	68.21%	80.13%	70.97%	71.20%	53.11%	71.90%	75.68%	68.96%	68.19%	71.81%	80.60%					
22	. Хакамада Ирина Муцуовна	203	29	2	6	26	17	9	10	11	4	3	5	16	48	14	3					
		3.42%	5.75%	2.53%	2.60%	4.01%	3.28%	2.88%	4.03%	1.99%	2.26%	1.96%	4.50%	2.29%	4.07%	4.70%	1.29%					
23	. Харитонов Николай Михайлович	763	49	3	8	132	82	30	24	68	55	21	10	109	129	24	19					
		12.84%	9.72%	3.80%	3.46%	20.37%	15.80%	9.62%	9.68%	12.32%	31.07%	13.73%	9.01%	15.59%	10.94%	8.05%	8.19%					
																						
24	Против всех	146	22	2	5	11	14	3	6	15	3	2	3	15	32	12	1					
		2.46%	4.37%	2.53%	2.16%	1.70%	2.70%	0.96%	2.42%	2.72%	1.69%	1.31%	2.70%	2.15%	2.71%	4.03%	0.43%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
