Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Краснооктябрьская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054					
1	"Число избирателей, внесенных в списки"	9540	148	134	1141	534	307	166	93	248	145	156	110	121	350	536	349	409	236	99	91	153	444	351	1468	112	202	123	232	183	407	492					
2	"Число бюллетеней, полученных участковыми комиссиями"	9210	148	142	1100	560	320	162	106	230	150	162	122	136	350	490	320	360	210	99	87	153	380	330	1330	190	190	118	230	181	420	434					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5552	95	67	473	326	204	90	71	158	86	111	75	73	189	299	181	257	150	63	52	99	270	257	771	106	148	84	170	96	256	275					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	341	6	11	15	9	6	10	10	19	19	5	7	9	17	4	0	0	52	11	18	17	6	19	19	6	11	1	2	9	7	16					
6	Число погашенных бюллетеней	3317	47	64	612	225	110	62	25	53	45	46	40	54	144	187	139	103	8	25	17	37	104	54	540	78	31	33	58	76	157	143					
7	Число бюллетеней в переносных ящиках для голосования	341	6	11	15	9	6	10	10	19	19	5	7	9	17	4	0	0	52	11	18	17	6	19	19	6	11	1	2	9	7	16					
8	Число бюллетеней в стационарных ящиках для голосования	5552	95	67	473	326	204	90	71	158	86	111	75	73	189	299	181	257	150	63	52	99	270	257	771	106	148	84	170	96	256	275					
9	Число недействительных бюллетеней	271	6	2	51	24	15	9	5	4	1	0	1	3	11	8	7	2	0	3	0	1	16	11	20	10	3	0	13	2	18	25					
10	Число действительных бюллетеней	5622	95	76	437	311	195	91	76	173	104	116	81	79	195	295	174	255	202	71	70	115	260	265	770	102	156	85	159	103	245	266					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	500	10	10	50	20	10	10	10	20	10	20	10	10	20	20	20	20	10	10	10	10	10	10	60	10	10	10	20	10	20	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	31	0	0	2	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	2	0	17	0	1	0	4	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	24	0	0	0	0	1	1	0	1	1	1	2	1	0	1	0	0	0	0	1	1	2	0	3	3	1	0	2	1	0	1					
14	Число погашенных открепительных удостоверений	469	10	10	48	20	10	10	9	20	10	19	10	10	17	20	20	20	10	10	10	10	8	10	43	10	9	10	16	10	20	30					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	"1. ""ЕДИНЕНИЕ"""	134	4	2	28	8	5	5	1	2	3	2	0	0	6	0	1	1	3	1	0	2	6	10	7	6	7	3	4	0	6	11					
		2.27%	3.96%	2.56%	5.73%	2.38%	2.38%	5.0%	1.23%	1.12%	2.85%	1.72%	0.0%	0.0%	2.91%	0.0%	0.55%	0.38%	1.48%	1.35%	0.0%	1.72%	2.17%	3.62%	0.88%	5.35%	4.40%	3.52%	2.32%	0.0%	2.28%	3.78%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	174	7	3	23	14	3	3	2	4	4	2	3	0	6	8	10	1	4	2	0	1	5	6	30	5	4	0	3	4	12	5					
		2.95%	6.93%	3.84%	4.71%	4.17%	1.42%	3.0%	2.46%	2.25%	3.80%	1.72%	3.65%	0.0%	2.91%	2.64%	5.52%	0.38%	1.98%	2.70%	0.0%	0.86%	1.81%	2.17%	3.79%	4.46%	2.51%	0.0%	1.74%	3.80%	4.56%	1.71%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	102	1	0	9	5	2	3	1	2	6	4	2	2	8	5	1	2	1	2	1	2	0	4	16	4	5	1	1	2	5	5					
