Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Золотухинская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470					
1	"Число избирателей, внесенных в список избирателей"	17796	477	126	205	318	313	368	756	810	189	220	310	304	301	254	285	265	503	283	328	234	459	1011	786	937	1041	509	146	861	1230	493	1139	980	673	447	235					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15790	450	118	200	272	300	300	700	700	150	200	300	300	280	250	250	220	470	260	300	220	400	900	700	800	900	450	130	800	1120	450	900	800	600	400	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8116	215	57	102	115	140	131	283	371	69	98	161	91	128	120	117	151	139	102	92	148	198	491	412	448	504	187	70	413	582	168	605	572	355	215	66					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2934	121	38	47	110	110	58	140	81	40	59	80	140	135	63	91	45	148	133	119	64	135	78	28	48	70	89	34	45	98	132	78	44	69	74	90					
6	Число погашенных избирательных бюллетеней	4740	114	23	51	47	50	111	277	248	41	43	59	69	17	67	42	24	183	25	89	8	67	331	260	304	326	174	26	342	440	150	217	184	176	111	44					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2934	121	38	47	110	110	58	140	81	40	59	80	140	135	63	91	45	148	133	119	64	135	78	28	48	70	89	34	45	98	132	78	44	69	74	90					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8116	215	57	102	115	140	131	283	371	69	98	161	91	128	120	117	151	139	102	92	148	198	491	412	448	504	187	70	413	582	168	605	572	355	215	66					
9	Число недействительных избирательных бюллетеней	182	6	0	1	0	4	6	15	8	3	5	6	0	4	5	1	3	8	4	3	6	3	6	6	10	7	3	1	8	7	3	10	13	8	5	4					
10	Число действительных избирательных бюллетеней	10868	330	95	148	225	246	183	408	444	106	152	235	231	259	178	207	193	279	231	208	206	330	563	434	486	567	273	103	450	673	297	673	603	416	284	152					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	483	15	3	3	3	10	5	15	20	3	5	14	8	5	8	5	10	20	15	10	10	15	30	25	20	25	10	5	25	25	16	30	25	25	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	296	5	3	3	3	4	3	9	3	1	0	12	2	5	3	0	0	20	15	10	5	15	30	15	15	21	0	1	8	17	14	11	6	17	15	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	115	3	2	2	2	3	3	3	2	2	1	3	1	2	3	2	1	1	6	7	2	3	0	10	9	7	1	2	6	4	1	11	3	6	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	187	10	0	0	0	6	2	6	17	2	5	2	6	0	5	5	10	0	0	0	5	0	0	10	5	4	10	4	17	8	2	19	19	8	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	2	1	0	0	0	0	0	1	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1523	41	11	17	20	22	28	50	71	9	31	30	29	22	25	19	18	36	19	23	24	24	72	79	71	79	56	8	102	123	44	120	104	42	26	28					
		13.78%	12.20%	11.58%	11.41%	8.89%	8.80%	14.81%	11.82%	15.71%	8.26%	19.75%	12.45%	12.55%	8.37%	13.66%	9.13%	9.18%	12.54%	8.09%	10.90%	11.32%	7.21%	12.65%	17.95%	14.31%	13.76%	20.29%	7.69%	22.27%	18.09%	14.67%	17.57%	16.88%	9.91%	8.99%	17.95%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1204	43	7	13	22	31	24	36	68	15	30	30	29	24	26	7	20	31	21	17	23	31	61	45	37	51	35	4	64	89	30	81	62	32	46	19					
		10.90%	12.80%	7.37%	8.72%	9.78%	12.40%	12.70%	8.51%	15.04%	13.76%	19.11%	12.45%	12.55%	9.13%	14.21%	3.37%	10.20%	10.80%	8.94%	8.06%	10.85%	9.31%	10.72%	10.23%	7.46%	8.89%	12.68%	3.85%	13.97%	13.09%	10.00%	11.86%	10.06%	7.55%	15.92%	12.18%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	126	2	0	0	0	4	3	3	7	1	2	4	1	4	3	1	7	3	3	1	6	2	20	4	7	3	1	1	2	12	2	6	6	2	3	0					
