Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Новооскольская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807					
1	"Число избирателей, внесенных в списки избирателей"	36188	2117	2189	2060	1930	1832	2414	2468	2493	995	678	288	626	218	609	261	347	285	152	555	163	1543	679	153	377	273	591	418	109	915	851	262	171	689	944	913	303	282	637	671	838	495	187	575	241	197	194					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34848	2000	2000	2000	2000	1500	2000	2000	2000	990	690	320	630	220	610	268	345	295	151	560	164	1540	690	155	385	278	620	460	112	1000	1000	310	210	740	900	900	360	300	650	680	880	530	202	570	240	200	193					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	25282	1258	1435	1272	1325	1162	1481	1471	1600	761	511	189	401	200	343	147	242	219	118	405	152	1384	592	125	321	170	444	261	73	656	777	199	146	481	626	688	244	217	533	543	648	330	147	488	198	138	161					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4170	174	110	43	128	169	78	116	117	212	120	62	192	14	125	71	96	51	12	127	11	119	77	22	44	88	118	131	34	120	74	30	17	158	192	105	59	39	90	89	182	152	30	61	33	54	24					
6	Число погашенных избирательных бюллетеней	5396	568	455	685	547	169	441	413	283	17	59	69	37	6	142	50	7	25	21	28	1	37	21	8	20	20	58	68	5	224	149	81	47	101	82	107	57	44	27	48	50	48	25	21	9	8	8					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4170	174	110	43	128	169	78	116	117	212	120	62	192	14	125	71	96	51	12	127	11	119	77	22	44	88	118	131	34	120	74	30	17	158	192	105	59	39	90	89	182	152	30	61	33	54	24					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25277	1258	1434	1272	1325	1162	1481	1471	1597	761	511	189	401	200	343	147	242	219	118	405	152	1384	592	125	321	170	444	261	73	656	776	199	146	481	626	688	244	217	533	543	648	330	147	488	198	138	161					
9	Число недействительных избирательных бюллетеней	610	9	17	8	48	16	5	8	8	64	10	26	8	0	5	1	11	29	0	4	0	38	0	0	47	11	11	31	3	13	42	1	4	2	24	6	2	2	1	3	18	48	15	3	4	0	4					
10	Число действительных избирательных бюллетеней	28837	1423	1527	1307	1405	1315	1554	1579	1706	909	621	225	585	214	463	217	327	241	130	528	163	1465	669	147	318	247	551	361	104	763	808	228	159	637	794	787	301	254	622	629	812	434	162	546	227	192	181					
