Выборы Президента Российской Федерации																																																																																						
Дата голосования: 02.03.2008																																																																																						
																																																																																						
"Наименование Избирательной комиссии:    Воронеж, Левобережная"																																																																																						
																																																																																						
Сводная таблица результатов выборов																																																																																						
																																																																																						
	Число участковых избирательных комиссий	79																																																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	79																																																																																				
																																																																																						
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179					
1	"Число избирателей, включенных в списки избирателей"	160352	2138	2034	1170	2070	2083	2011	2012	2184	2270	2033	2037	1996	2041	2289	2211	2586	2308	2028	1165	2905	2097	1217	2066	2049	2062	1371	1433	2172	1807	2217	1432	2385	2532	2063	2443	2123	1567	1435	2338	1770	2246	2060	2040	1264	2214	2076	2131	2269	2690	2243	2090	2058	2178	2190	2406	2158	2166	2131	2287	2116	2441	2118	1376	2387	2268	2469	2617	2479	1518	2131	1611	2511	2376	678	567	661	2146	2464	2371					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	158000	2100	2000	1150	2000	2100	2000	2000	2200	2200	2000	2000	2000	2000	2100	2200	2600	2300	2000	1150	2800	2100	1200	2100	2000	2000	1300	1400	2200	1800	2200	1400	2300	2500	2100	2400	2100	1500	1400	2300	1700	2200	2000	2000	1200	2200	2000	2100	2200	2600	2300	2100	2000	2100	2200	2400	2100	2200	2100	2300	2100	2400	2100	1400	2400	2200	2500	2600	2500	1500	2100	1600	2500	2300	650	550	600	2100	2400	2300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	91089	1149	1086	674	1218	1120	1054	1048	1210	1372	1275	1193	1211	1261	1340	1264	1444	1170	1110	633	1790	1037	662	1215	1084	1103	722	720	1284	1129	1257	785	1425	1527	1289	1411	1246	979	867	1356	963	1362	1099	1090	730	1336	1276	1391	1416	1696	1373	1263	1069	1152	1292	1310	1163	1159	1181	1361	1267	1459	1161	685	1404	1201	1322	1584	1433	773	1098	837	1264	1173	378	347	377	1175	1312	1437					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3300	48	30	38	76	42	33	60	34	10	21	37	27	11	163	38	35	65	14	45	40	116	33	35	48	62	23	9	26	16	38	36	32	35	27	42	36	10	21	39	48	27	39	61	47	31	30	30	45	108	50	17	82	65	42	31	35	21	21	37	19	20	86	39	4	34	6	26	30	17	45	129	92	102	46	17	37	49	70	14					
6	Число погашенных избирательных бюллетеней	63611	903	884	438	706	938	913	892	956	818	704	770	762	728	597	898	1121	1065	876	472	970	947	505	850	868	835	555	671	890	655	905	579	843	938	784	947	818	511	512	905	689	811	862	849	423	833	694	679	739	796	877	820	849	883	866	1059	902	1020	898	902	814	921	853	676	992	965	1172	990	1037	710	957	634	1144	1025	226	186	186	876	1018	849					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3299	48	30	38	76	42	33	60	34	10	21	37	27	11	163	38	35	65	14	45	40	116	33	35	48	62	23	9	26	16	38	36	32	35	27	42	36	10	21	39	48	27	39	61	47	31	30	30	45	107	50	17	82	65	42	31	35	21	21	37	19	20	86	39	4	34	6	26	30	17	45	129	92	102	46	17	37	49	70	14					
8	Число бюллетеней в стационарных ящиках для голосования	91019	1149	1084	674	1218	1120	1054	1048	1204	1372	1275	1193	1209	1261	1340	1263	1444	1170	1110	633	1790	1037	662	1215	1081	1102	722	720	1281	1129	1257	785	1424	1527	1289	1411	1246	979	867	1356	963	1362	1099	1090	728	1336	1276	1391	1416	1693	1373	1263	1069	1152	1250	1310	1163	1159	1181	1361	1267	1456	1161	685	1404	1201	1322	1584	1432	773	1098	837	1264	1173	378	347	377	1175	1312	1437					
9	Число недействительных избирательных бюллетеней	1207	11	24	7	23	18	26	14	20	11	12	11	8	12	20	23	20	16	14	4	10	11	10	18	12	14	7	10	17	19	21	13	22	14	10	37	30	14	15	15	12	22	16	10	10	15	0	22	19	25	29	5	8	2	16	18	27	5	19	21	19	20	15	7	15	11	19	18	21	13	13	15	26	23	7	7	7	18	8	11					
10	Число действительных избирательных бюллетеней	93111	1186	1090	705	1271	1144	1061	1094	1218	1371	1284	1219	1228	1260	1483	1278	1459	1219	1110	674	1820	1142	685	1232	1117	1150	738	719	1290	1126	1274	808	1434	1548	1306	1416	1252	975	873	1380	999	1367	1122	1141	765	1352	1306	1399	1442	1775	1394	1275	1143	1215	1276	1323	1171	1175	1183	1377	1267	1456	1232	717	1393	1224	1309	1592	1441	777	1130	951	1330	1252	417	357	407	1206	1374	1440					
