Выборы Президента Российской Федерации																																																																																												
Дата голосования: 04.03.2012																																																																																												
																																																																																												
Наименование Избирательной комиссии:    Воронеж, Левобережная																																																																																												
																																																																																												
Сводная таблица итогов голосования																																																																																												
																																																																																												
	Число участковых избирательных комиссий	81																																																																																										
	Число участковых избирательных комиссий, приступивших к передаче сведений	81																																																																																										
																																																																																												
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181									
1	Число избирателей, включенных в список избирателей	161791	2219	2054	2071	1554	1938	1784	1981	2324	3093	1968	1998	1967	1936	2531	2259	2039	2233	2103	1212	2053	2067	1235	1931	2125	1933	1296	1525	2048	2000	1982	1535	2258	2560	2131	2328	1808	2032	2006	2031	2122	2168	2050	1923	1217	2213	2001	2171	2194	2683	2191	2160	1995	2072	2102	2442	2118	2207	1995	1983	2410	2114	2107	1157	2411	2146	2046	2045	2027	2345	2392	1525	2818	2381	648	574	775	2087	2461	2196	2178	793									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	160060	2300	2050	2050	1600	1850	1700	2000	2100	2600	2000	2050	2000	2050	2700	2250	2050	2200	2100	1250	2100	2050	1150	2000	2050	2000	1300	1450	2000	2000	2000	1300	2250	2600	2100	2200	1700	2050	2000	2050	2050	2050	1900	1900	1150	2150	2000	2100	2200	2600	2100	2150	2000	2100	2150	2400	2050	2100	2000	2000	2450	2100	2100	1150	2450	2100	2050	2000	2000	2300	2400	1550	2700	2400	650	550	750	2150	2550	2250	2100	910									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	94597	1140	1185	1133	947	999	1028	1043	1319	2209	1168	1187	1216	1205	1456	1228	1142	1182	1176	619	1198	1054	625	1239	1115	1072	711	780	1293	1266	1150	961	1322	1554	1395	1441	1108	1314	1325	1151	1234	1465	1156	1060	711	1391	1280	1406	1416	1595	1420	1379	1094	1141	1184	1413	1183	1217	1184	1103	1337	1285	1216	618	1296	1210	1233	1245	1300	1454	1284	781	1416	1197	353	325	464	1154	1255	1471	1269	746									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2873	32	56	43	34	40	28	63	29	3	16	29	7	22	14	25	34	30	42	32	22	95	18	42	99	34	10	43	29	33	28	48	31	44	29	23	30	15	20	28	21	8	57	31	21	30	14	33	36	88	28	14	79	58	42	13	34	13	23	65	9	12	71	26	23	25	28	12	15	21	18	90	78	97	63	34	35	43	104	5	9	47									
6	Число погашенных избирательных бюллетеней	62590	1128	809	874	619	811	644	894	752	388	816	834	777	823	1230	997	874	988	882	599	880	901	507	719	836	894	579	627	678	701	822	291	897	1002	676	736	562	721	655	871	795	577	687	809	418	729	706	661	748	917	652	757	827	901	924	974	833	870	793	832	1104	803	813	506	1131	865	789	743	685	825	1098	679	1206	1106	234	191	251	953	1191	774	822	117									
