Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Ферзиковская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700					
1	"Число избирателей, внесенных в список избирателей"	11368	598	268	504	397	327	380	507	275	673	671	749	947	147	279	2510	1217	595	324					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11100	580	260	490	400	330	380	500	260	650	650	750	900	160	270	2400	1200	600	320					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6119	313	143	274	275	229	233	187	198	228	347	387	582	66	132	1407	604	307	207					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1922	117	74	132	71	52	73	192	58	248	56	189	119	54	83	139	69	148	48					
6	Число погашенных избирательных бюллетеней	3059	150	43	84	54	49	74	121	4	174	247	174	199	40	55	854	527	145	65					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1922	117	74	132	71	52	73	192	58	248	56	189	119	54	83	139	69	148	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6119	313	143	274	275	229	233	187	198	228	347	387	582	66	132	1407	604	307	207					
9	Число недействительных избирательных бюллетеней	97	7	2	2	5	2	4	4	4	3	2	7	9	2	4	14	12	12	2					
10	Число действительных избирательных бюллетеней	7944	423	215	404	341	279	302	375	252	473	401	569	692	118	211	1532	661	443	253					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	715	25	10	25	60	70	44	30	33	88	40	25	50	20	25	40	30	90	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	711	25	10	25	60	70	44	30	33	88	40	25	50	20	25	36	30	90	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	221	17	3	7	15	14	12	6	11	9	10	12	23	3	10	42	10	14	3					
14	Число погашенных неиспользованных открепительных удостоверений	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	0	0	0	0	4	1	2	4	13	0	0	0	0	0	1	2	3	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1060	54	32	76	24	30	42	39	28	46	70	60	83	11	30	259	106	55	15					
		13.18%	12.56%	14.75%	18.72%	6.94%	10.68%	13.73%	10.29%	10.94%	9.66%	17.37%	10.42%	11.84%	9.17%	13.95%	16.75%	15.75%	12.09%	5.88%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1072	88	19	52	39	24	51	38	25	46	63	61	111	9	32	209	110	62	33					
		13.33%	20.47%	8.76%	12.81%	11.27%	8.54%	16.67%	10.03%	9.77%	9.66%	15.63%	10.59%	15.83%	7.50%	14.88%	13.52%	16.34%	13.63%	12.94%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	81	4	0	4	3	7	3	4	2	8	1	6	8	1	2	19	7	1	1					
		1.01%	0.93%	0.00%	0.99%	0.87%	2.49%	0.98%	1.06%	0.78%	1.68%	0.25%	1.04%	1.14%	0.83%	0.93%	1.23%	1.04%	0.22%	0.39%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1136	53	21	67	41	22	25	45	26	93	51	75	66	23	32	299	116	48	33					
		14.13%	12.33%	9.68%	16.50%	11.85%	7.83%	8.17%	11.87%	10.16%	19.54%	12.66%	13.02%	9.42%	19.17%	14.88%	19.34%	17.24%	10.55%	12.94%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	147	8	1	6	10	9	6	1	0	2	12	14	8	5	4	43	13	4	1					
		1.83%	1.86%	0.46%	1.48%	2.89%	3.20%	1.96%	0.26%	0.00%	0.42%	2.98%	2.43%	1.14%	4.17%	1.86%	2.78%	1.93%	0.88%	0.39%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4408	206	142	198	223	186	174	245	171	278	203	350	412	69	110	693	307	272	169					
		54.82%	47.91%	65.44%	48.77%	64.45%	66.19%	56.86%	64.64%	66.80%	58.40%	50.37%	60.76%	58.77%	57.50%	51.16%	44.83%	45.62%	59.78%	66.27%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	40	10	0	1	1	1	1	3	0	0	1	3	4	0	1	10	2	1	1					
		0.50%	2.33%	0.00%	0.25%	0.29%	0.36%	0.33%	0.79%	0.00%	0.00%	0.25%	0.52%	0.57%	0.00%	0.47%	0.65%	0.30%	0.22%	0.39%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
