Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Ферзиковская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696					
1	"Число избирателей, внесенных в списки избирателей"	12096	675	337	311	587	562	642	253	461	375	457	542	279	792	320	784	1040	2522	1157					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11740	650	300	290	600	550	650	250	450	350	450	550	300	800	300	750	1000	2400	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6654	360	206	184	323	346	340	94	259	255	291	208	179	360	138	411	561	1439	700					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2027	86	61	67	117	95	162	112	83	61	75	199	51	174	104	177	145	177	81					
6	Число погашенных избирательных бюллетеней	3059	204	33	39	160	109	148	44	108	34	84	143	70	266	58	162	294	784	319					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2027	86	61	67	117	95	162	112	83	61	75	199	51	174	104	177	145	177	81					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6654	360	206	184	323	346	340	94	259	255	291	208	179	360	138	411	561	1439	700					
9	Число недействительных избирательных бюллетеней	59	3	1	0	7	1	4	0	8	0	3	3	0	9	2	1	5	5	7					
10	Число действительных избирательных бюллетеней	8622	443	266	251	433	440	498	206	334	316	363	404	230	525	240	587	701	1611	774					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	269	14	4	3	30	5	8	6	10	25	16	15	23	31	10	8	11	36	14					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	250	14	4	3	30	5	8	6	10	23	16	13	23	28	10	8	7	31	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	100	6	3	2	5	7	4	4	1	11	6	4	4	9	5	2	5	19	3					
14	Число погашенных неиспользованных открепительных удостоверений	19	0	0	0	0	0	0	0	0	2	0	2	0	3	0	0	4	5	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	368	8	21	5	28	8	4	1	19	3	70	14	7	16	11	40	35	52	26					
		4.24%	1.79%	7.87%	1.99%	6.36%	1.81%	0.80%	0.49%	5.56%	0.95%	19.13%	3.44%	3.04%	2.99%	4.55%	6.80%	4.96%	3.22%	3.33%					
19	2.Всероссийская политическая партия «Гражданская Сила»	40	2	2	0	2	2	1	1	1	0	3	1	0	3	1	5	1	9	6					
		0.46%	0.45%	0.75%	0.00%	0.45%	0.45%	0.20%	0.49%	0.29%	0.00%	0.82%	0.25%	0.00%	0.56%	0.41%	0.85%	0.14%	0.56%	0.77%					
20	3.Политическая партия «Демократическая партия России»	12	0	0	0	2	5	0	0	0	0	2	1	0	0	0	0	0	1	1					
		0.14%	0.00%	0.00%	0.00%	0.45%	1.13%	0.00%	0.00%	0.00%	0.00%	0.55%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.13%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	572	43	19	11	17	21	59	14	28	6	14	19	14	27	24	33	39	134	50					
		6.59%	9.64%	7.12%	4.38%	3.86%	4.76%	11.75%	6.80%	8.19%	1.90%	3.83%	4.67%	6.09%	5.06%	9.92%	5.61%	5.52%	8.29%	6.40%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	36	1	2	0	1	3	6	0	0	1	3	3	0	0	1	3	1	8	3					
		0.41%	0.22%	0.75%	0.00%	0.23%	0.68%	1.20%	0.00%	0.00%	0.32%	0.82%	0.74%	0.00%	0.00%	0.41%	0.51%	0.14%	0.50%	0.38%					
23	6.Политическая партия «Партия социальной справедливости»	8	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	3	0					
		0.09%	0.45%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	589	40	18	19	27	27	25	7	20	20	30	33	10	44	12	21	46	132	58					
		6.78%	8.97%	6.74%	7.57%	6.14%	6.12%	4.98%	3.40%	5.85%	6.33%	8.20%	8.11%	4.35%	8.24%	4.96%	3.57%	6.52%	8.17%	7.43%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	617	25	22	25	39	36	19	6	18	12	13	20	20	32	19	23	37	173	78					
		7.11%	5.61%	8.24%	9.96%	8.86%	8.16%	3.78%	2.91%	5.26%	3.80%	3.55%	4.91%	8.70%	5.99%	7.85%	3.91%	5.24%	10.71%	9.99%					
