Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																
Дата голосования: 04.12.2011																
																
Наименование Избирательной комиссии:    Кумторкалинская																
																
Сводная таблица результатов выборов																
																
		Сумма	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835					
1	"Число избирателей, внесенных в список избирателей"	15336	2796	2530	1337	1880	2650	978	1245	1115	805					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13600	2483	2271	1107	1801	2270	892	1155	992	629					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13424	2397	2185	1107	1801	2270	892	1155	992	625					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	176	86	86	0	0	0	0	0	0	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13424	2397	2185	1107	1801	2270	892	1155	992	625					
9	Число недействительных избирательных бюллетеней	17	10	7	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	13407	2387	2178	1107	1801	2270	892	1155	992	625					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	81	10	10	10	10	10	10	7	7	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2	1	0	0	0	0	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	79	9	10	10	10	10	10	6	7	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0					
																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	12	6	2	1	1	0	0	2	0	0					
		0.09%	0.25%	0.09%	0.09%	0.06%	0.00%	0.00%	0.17%	0.00%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1	1	0	0	0	0	0	0	0	0					
		0.01%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	4	0	3	0	0	0	1	0	0	0					
		0.03%	0.00%	0.14%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	786	182	70	81	103	143	53	71	55	28					
		5.86%	7.59%	3.20%	7.32%	5.72%	6.30%	5.94%	6.15%	5.54%	4.48%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	5	4	1	0	0	0	0	0	0	0					
		0.04%	0.17%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12587	2190	2099	1025	1696	2126	837	1082	936	596					
		93.76%	91.36%	96.06%	92.59%	94.17%	93.66%	93.83%	93.68%	94.35%	95.36%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	12	4	3	0	1	1	1	0	1	1					
		0.09%	0.17%	0.14%	0.00%	0.06%	0.04%	0.11%	0.00%	0.10%	0.16%					
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
