Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    Краснокутская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062					
1	"Число избирателей, внесенных в список избирателей"	26984	1757	1996	1602	926	1794	709	1275	1895	902	260	381	1363	756	679	290	520	554	505	797	697	628	963	500	572	965	903	546	617	584	480	568					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27742	1801	1998	1623	954	1827	730	1266	2008	906	293	392	1409	770	724	281	509	569	513	825	723	671	1006	526	580	992	935	605	654	605	479	568					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14448	773	738	740	542	796	322	688	1009	502	173	242	593	485	439	145	309	335	257	415	602	484	431	241	325	524	556	361	351	396	261	413					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1556	47	24	92	52	59	20	69	45	23	10	45	145	58	38	16	21	12	105	51	42	28	192	39	26	46	82	35	39	33	17	45					
6	Число погашенных избирательных бюллетеней	11738	981	1236	791	360	972	388	509	954	381	110	105	671	227	247	120	179	222	151	359	79	159	383	246	229	422	297	209	264	176	201	110					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1556	47	24	92	52	59	20	69	45	23	10	45	145	58	38	16	21	12	105	51	42	28	192	39	26	46	82	35	39	33	17	45					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14446	773	738	740	542	796	322	688	1009	502	173	242	593	485	439	145	309	335	257	413	602	484	431	241	325	524	556	361	351	396	261	413					
9	Число недействительных избирательных бюллетеней	244	13	6	7	10	7	3	24	15	12	1	0	12	1	6	2	6	3	0	4	8	10	33	7	4	7	9	10	0	10	9	5					
10	Число действительных избирательных бюллетеней	15758	807	756	825	584	848	339	733	1039	513	182	287	726	542	471	159	324	344	362	460	636	502	590	273	347	563	629	386	390	419	269	453					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	576	35	29	15	10	23	16	15	30	10	29	11	17	5	30	5	6	9	10	25	8	30	40	15	10	25	25	45	20	14	4	10					
