Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Богатовская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214					
1	"Число избирателей, внесенных в списки избирателей"	12006	638	339	534	1604	1364	2184	360	489	474	625	745	809	483	506	408	135	309					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11500	615	310	500	1530	1290	2080	350	500	470	600	700	770	460	500	390	120	315					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7353	355	243	365	854	797	1226	228	313	301	404	498	566	300	333	294	86	190					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1254	114	59	102	94	58	102	65	55	68	76	61	116	75	74	36	29	70					
6	Число погашенных избирательных бюллетеней	2893	146	8	33	582	435	752	57	132	101	120	141	88	85	93	60	5	55					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1254	114	59	102	94	58	102	65	55	68	76	61	116	75	74	36	29	70					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7352	355	243	365	854	797	1226	228	313	301	403	498	566	300	333	294	86	190					
9	Число недействительных избирательных бюллетеней	77	4	5	10	7	14	9	0	5	6	1	1	0	6	5	3	1	0					
10	Число действительных избирательных бюллетеней	8529	465	297	457	941	841	1319	293	363	363	478	558	682	369	402	327	114	260					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	325	15	0	15	25	35	50	20	45	20	10	10	10	10	20	10	0	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	303	13	0	10	22	27	50	20	45	20	10	10	10	10	18	10	0	28					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	147	5	6	14	13	10	11	8	8	4	14	3	11	9	5	6	12	8					
14	Число погашенных неиспользованных открепительных удостоверений	22	2	0	5	3	8	0	0	0	0	0	0	0	0	2	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1					
