Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Красногорская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952					
1	"Число избирателей, внесенных в список избирателей"	13253	1002	1417	95	261	118	2295	1600	1221	125	98	643	170	286	163	83	609	68	231	1106	108	275	640	95	125	124	82	213					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13500	1020	1440	90	270	110	2340	1650	1270	120	100	650	170	300	170	80	620	60	230	1120	110	290	650	90	130	120	80	220					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6564	503	640	67	152	80	1026	685	540	57	62	357	97	165	101	49	324	49	110	531	85	143	324	63	77	75	55	147					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	598	49	42	3	14	16	100	53	67	9	4	35	11	10	10	2	44	4	6	25	0	17	53	0	10	4	5	5					
6	Число погашенных избирательных бюллетеней	6338	468	758	20	104	14	1214	912	663	54	34	258	62	125	59	29	252	7	114	564	25	130	273	27	43	41	20	68					
7	Число избирательных бюллетеней в переносных ящиках для голосования	598	49	42	3	14	16	100	53	67	9	4	35	11	10	10	2	44	4	6	25	0	17	53	0	10	4	5	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6559	503	640	67	152	80	1022	685	540	57	62	356	97	165	101	49	324	49	110	531	85	143	324	63	77	75	55	147					
9	Число недействительных избирательных бюллетеней	180	12	21	0	7	2	17	20	14	3	1	12	1	11	7	3	9	1	3	12	1	3	8	1	5	0	2	4					
10	Число действительных избирательных бюллетеней	6977	540	661	70	159	94	1105	718	593	63	65	379	107	164	104	48	359	52	113	544	84	157	369	62	82	79	58	148					
