Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Зеленодольская городская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547					
1	"Число избирателей, внесенных в список избирателей"	77869	400	756	2829	2748	2829	1831	1522	2036	2815	1793	1583	1888	1421	1766	243	2894	2659	2852	2759	2763	2838	1706	1701	1612	1887	1970	1424	1747	1587	2714	2023	2896	2810	2749	2735	2347	2736					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	77875	400	750	2800	2750	2850	1850	1550	2050	2850	1800	1600	1850	1400	1750	225	2900	2650	2850	2750	2800	2850	1700	1700	1600	1850	1950	1400	1750	1600	2750	2000	2900	2800	2750	2750	2350	2750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	61609	0	530	2346	2189	2508	1492	1201	1797	2282	1166	1324	1567	1164	1114	122	2211	2296	2291	2253	1817	2231	1417	1486	1480	988	1495	1226	1383	1410	2075	1930	1989	2273	2222	2207	1886	2241					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3127	400	87	133	122	179	100	50	38	70	242	57	62	53	94	98	126	44	73	64	71	60	49	131	67	148	61	43	85	51	28	9	54	39	54	38	17	30					
6	Число погашенных избирательных бюллетеней	13139	0	133	321	439	163	258	299	215	498	392	219	221	183	542	5	563	310	486	433	912	559	234	83	53	714	394	131	282	139	647	61	857	488	474	505	447	479					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3127	400	87	133	122	179	100	50	38	70	242	57	62	53	94	98	126	44	73	64	71	60	49	131	67	148	61	43	85	51	28	9	54	39	54	38	17	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	61596	0	528	2346	2189	2508	1492	1201	1797	2282	1166	1324	1567	1164	1113	122	2211	2292	2291	2252	1817	2231	1417	1486	1480	988	1490	1226	1383	1410	2075	1930	1989	2273	2222	2207	1886	2241					
9	Число недействительных избирательных бюллетеней	620	0	0	3	0	7	36	0	4	15	16	4	0	2	26	1	42	47	20	22	43	0	60	0	2	24	20	14	19	0	25	37	52	7	35	28	4	5					
10	Число действительных избирательных бюллетеней	64103	400	615	2476	2311	2680	1556	1251	1831	2337	1392	1377	1629	1215	1181	219	2295	2289	2344	2294	1845	2291	1406	1617	1545	1112	1531	1255	1449	1461	2078	1902	1991	2305	2241	2217	1899	2266					
