Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Зеленодольская городская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548					
1	"Число избирателей, внесенных в списки избирателей"	77296	765	1464	1910	2075	1650	1757	2051	2158	1619	300	2150	2145	2863	212	1926	1560	1901	1658	1892	1563	2293	1720	1697	2096	1720	1613	2035	1670	569	1220	2521	2618	2548	2547	2527	2476	2537	2505	2549	1651	2565					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	78244	760	1470	2000	2120	1620	1880	2050	2210	1570	300	2170	2140	2910	204	1960	1570	1920	1700	1900	1580	2300	1700	1730	2200	1730	1610	2060	1700	670	1200	2580	2630	2580	2600	2600	2500	2500	2530	2590	1600	2600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	52943	481	1083	1286	1359	1134	1123	1319	1524	1101	0	1426	1494	1830	96	1301	1273	1276	1266	1683	1006	1580	1276	1187	1448	1096	1470	1348	1032	319	681	1860	1625	1617	1700	1656	1742	1699	1651	1996	1107	1792					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3425	81	66	51	96	54	109	123	44	80	300	49	57	87	31	111	61	48	65	41	174	65	151	50	58	73	50	74	58	119	77	158	72	59	43	108	58	27	35	107	217	38					
6	Число погашенных избирательных бюллетеней	21876	198	321	663	665	432	648	608	642	389	0	695	589	993	77	548	236	596	369	176	400	655	273	493	694	561	90	638	610	232	442	562	933	904	857	836	700	774	844	487	276	770					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3425	81	66	51	96	54	109	123	44	80	300	49	57	87	31	111	61	48	65	41	174	65	151	50	58	73	50	74	58	119	77	158	72	59	43	108	58	27	35	107	217	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	52898	481	1083	1286	1358	1134	1123	1319	1524	1101	0	1426	1494	1830	96	1298	1273	1276	1266	1662	1006	1580	1276	1187	1448	1096	1470	1339	1032	319	681	1860	1625	1608	1700	1656	1741	1699	1651	1996	1106	1792					
9	Число недействительных избирательных бюллетеней	732	0	8	16	12	14	6	4	12	15	0	22	34	9	1	14	17	15	49	30	20	96	10	14	21	15	12	24	15	2	20	11	33	19	27	21	6	9	26	15	16	22					
10	Число действительных избирательных бюллетеней	55591	562	1141	1321	1442	1174	1226	1438	1556	1166	300	1453	1517	1908	126	1395	1317	1309	1282	1673	1160	1549	1417	1223	1485	1154	1508	1389	1075	436	738	2007	1664	1648	1716	1743	1793	1717	1660	2088	1307	1808					
