Выборы Президента Российской Федерации																																																																
Дата голосования: 02.03.2008																																																																
																																																																
Наименование Избирательной комиссии:    Артемовская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
	Число участковых избирательных комиссий	57																																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	57																																																														
																																																																
		Сумма	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112					
1	"Число избирателей, включенных в списки избирателей"	80428	1845	1852	1704	922	2388	1265	1235	1977	2026	940	1579	1641	2144	1514	1343	1934	1876	2548	1309	1585	1389	1070	909	729	2000	1878	1154	854	2293	1948	1332	1000	2977	446	1290	1401	1773	1549	902	1416	1310	2362	1558	1981	2292	684	1988	973	565	255	236	463	422	545	1340	1430	87					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	73270	1800	1700	1600	900	2000	1000	1000	1900	1900	800	1500	1500	2000	1400	1200	1800	1800	2500	1000	1400	1300	1000	800	600	1900	1800	1000	600	2200	1900	1200	900	2500	400	1200	1300	1700	1500	800	1200	1100	2000	1300	1900	2000	660	2000	800	520	250	260	440	400	540	1200	1200	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	54346	1353	861	1179	591	1717	705	509	1267	1608	676	1329	849	1426	760	999	1382	1312	1470	792	718	955	707	493	406	1396	1354	874	523	1652	1444	1152	578	2255	245	910	790	1323	1110	610	965	1009	1615	1125	1408	1248	464	1491	590	468	170	236	411	333	430	1085	931	87					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2775	8	39	37	41	27	92	162	57	28	36	16	27	42	37	97	27	68	46	32	24	94	74	77	14	33	40	21	23	55	151	27	72	30	36	13	84	114	50	41	16	16	54	20	26	31	6	285	179	36	31	0	29	5	0	28	21	0					
6	Число погашенных избирательных бюллетеней	16149	439	800	384	268	256	203	329	576	264	88	155	624	532	603	104	391	420	984	176	658	251	219	230	180	471	406	105	54	493	305	21	250	215	119	277	426	263	340	149	219	75	331	155	466	721	190	224	31	16	49	24	0	62	110	87	248	113					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2775	8	39	37	41	27	92	162	57	28	36	16	27	42	37	97	27	68	46	32	24	94	74	77	14	33	40	21	23	55	151	27	72	30	36	13	84	114	50	41	16	16	54	20	26	31	6	285	179	36	31	0	29	5	0	28	21	0					
8	Число бюллетеней в стационарных ящиках для голосования	54341	1353	861	1179	591	1717	705	509	1267	1608	676	1329	849	1426	760	999	1382	1312	1470	792	718	955	706	493	406	1396	1354	873	523	1652	1444	1152	578	2255	245	910	790	1323	1110	610	965	1009	1612	1125	1408	1248	464	1491	590	468	170	236	411	333	430	1085	931	87					
9	Число недействительных избирательных бюллетеней	594	5	1	4	4	2	9	6	4	20	0	4	72	13	7	21	10	12	24	14	9	16	5	7	5	16	7	7	4	10	32	8	7	21	1	13	13	12	12	32	21	5	13	11	23	14	2	1	0	3	5	0	3	9	6	2	6	1					
10	Число действительных избирательных бюллетеней	56522	1356	899	1212	628	1742	788	665	1320	1616	712	1341	804	1455	790	1075	1399	1368	1492	810	733	1033	775	563	415	1413	1387	887	542	1697	1563	1171	643	2264	280	910	861	1425	1148	619	960	1020	1653	1134	1411	1265	468	1775	769	501	196	236	437	329	424	1111	946	86					
11	Число полученных открепительных  удостоверений	1255	23	20	17	5	30	15	10	25	37	10	30	30	25	20	15	30	33	50	20	25	20	19	10	10	40	55	25	15	35	23	23	13	53	7	20	32	30	10	6	25	30	34	20	40	40	2	45	20	10	5	0	15	5	6	20	22	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1184	22	20	15	5	28	13	7	23	37	6	26	29	22	19	15	30	32	50	20	21	20	18	8	5	40	52	23	10	35	23	20	13	53	7	20	32	28	10	6	25	25	34	20	35	40	1	45	20	10	5	0	15	4	6	19	17	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1070	9	13	10	13	8	17	12	10	30	20	12	20	17	13	17	34	16	11	30	28	22	25	10	45	14	25	11	165	21	15	10	13	18	7	21	11	12	17	5	9	6	14	13	19	8	12	11	19	2	2	21	2	6	9	10	13	87					
14	Число неиспользованных открепительных удостоверений	71	1	0	2	0	2	2	3	2	0	4	4	1	3	1	0	0	1	0	0	4	0	1	2	5	0	3	2	5	0	0	3	0	0	0	0	0	2	0	0	0	5	0	0	5	0	1	0	0	0	0	0	0	1	0	1	5	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																
18	Богданов Андрей Владимирович	599	12	2	9	5	1	13	8	12	19	12	10	17	32	3	8	17	14	25	11	12	11	7	5	8	25	0	8	11	3	14	6	4	25	5	12	20	21	11	5	9	14	18	15	15	24	4	2	8	0	1	4	6	5	5	5	17	4					
		1.05%	0.88%	0.22%	0.74%	0.79%	0.06%	1.63%	1.19%	0.91%	1.16%	1.69%	0.74%	1.94%	2.18%	0.38%	0.73%	1.21%	1.01%	1.65%	1.33%	1.62%	1.05%	0.90%	0.88%	1.90%	1.75%	0.00%	0.89%	2.01%	0.18%	0.88%	0.51%	0.62%	1.09%	1.78%	1.30%	2.29%	1.46%	0.95%	0.77%	0.92%	1.37%	1.08%	1.31%	1.05%	1.88%	0.85%	0.11%	1.04%	0.00%	0.50%	1.69%	1.36%	1.48%	1.16%	0.45%	1.79%	4.60%					
19	Жириновский Владимир Вольфович	5087	103	15	93	25	69	102	85	87	189	38	62	82	196	102	99	139	136	38	107	83	99	71	61	67	133	71	83	77	99	151	98	48	181	44	110	117	123	99	42	84	110	213	82	171	189	70	30	57	33	30	18	44	74	53	48	141	16					
		8.91%	7.57%	1.67%	7.65%	3.96%	3.96%	12.80%	12.67%	6.57%	11.55%	5.34%	4.61%	9.36%	13.35%	12.80%	9.03%	9.87%	9.86%	2.51%	12.99%	11.19%	9.44%	9.10%	10.70%	15.95%	9.31%	5.09%	9.28%	14.10%	5.80%	9.47%	8.31%	7.38%	7.92%	15.66%	11.92%	13.39%	8.56%	8.53%	6.45%	8.56%	10.73%	12.79%	7.16%	11.92%	14.78%	14.89%	1.69%	7.41%	6.55%	14.93%	7.63%	10.00%	21.89%	12.33%	4.31%	14.81%	18.39%					
20	Зюганов Геннадий Андреевич	9251	144	183	142	70	172	166	130	187	334	151	207	214	312	142	132	250	380	239	165	203	175	122	96	82	310	243	150	100	258	242	153	76	291	50	156	188	230	214	149	150	195	293	136	197	275	69	56	146	44	27	18	34	26	27	130	205	15					
