Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Гордеевская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299					
1	"Число избирателей, внесенных в списки"	9884	2217	85	227	216	961	309	91	321	161	216	210	444	258	70	1257	268	207	162	371	299	402	106	175	214	276	361					
2	"Число бюллетеней, полученных участковыми комиссиями"	10000	2221	86	229	217	974	307	92	325	162	217	211	435	252	72	1254	366	206	161	372	299	401	108	177	212	280	364					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6314	1221	71	128	114	505	141	35	238	130	187	167	328	209	61	769	268	168	112	245	179	246	74	133	164	173	248					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	181	6	0	9	9	25	36	21	5	0	9	0	24	0	0	5	0	0	5	0	11	11	0	4	0	0	1					
6	Число погашенных бюллетеней	3505	994	15	92	94	444	130	36	82	32	21	44	83	43	11	480	98	38	44	127	109	144	34	40	48	107	115					
7	Число бюллетеней в переносных ящиках для голосования	181	6	0	9	9	25	36	21	5	0	9	0	24	0	0	5	0	0	5	0	11	11	0	4	0	0	1					
8	Число бюллетеней в стационарных ящиках для голосования	6314	1221	71	128	114	505	141	35	238	130	187	167	328	209	61	769	268	168	112	245	179	246	74	133	164	173	248					
9	Число недействительных бюллетеней	131	30	0	3	2	4	3	0	6	9	9	2	7	2	4	26	0	0	0	0	4	12	0	2	2	2	2					
10	Число действительных бюллетеней	6364	1197	71	134	121	526	174	56	237	121	187	165	345	207	57	748	268	168	117	245	186	245	74	135	162	171	247					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	250	20	5	5	5	15	9	9	9	9	9	9	9	9	9	20	9	9	9	9	9	9	9	9	9	9	9					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	13	4	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	20	4	0	1	2	0	0	0	2	0	1	0	0	1	0	4	0	0	2	1	0	1	0	0	1	0	0					
14	Число погашенных открепительных удостоверений	237	16	5	4	5	14	9	9	8	9	9	9	9	9	9	20	9	9	9	9	8	7	9	9	9	6	9					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	134	14	4	2	5	9	2	0	4	5	10	5	5	6	0	6	4	0	3	12	7	13	0	1	1	2	14					
		2.06%	1.14%	5.63%	1.45%	4.06%	1.69%	1.12%	0.0%	1.64%	3.84%	5.10%	2.99%	1.42%	2.87%	0.0%	0.77%	1.49%	0.0%	2.56%	4.89%	3.68%	5.05%	0.0%	0.72%	0.60%	1.15%	5.62%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	43	6	1	1	1	3	2	0	1	0	6	5	0	0	1	2	3	1	1	2	2	2	1	0	1	0	1					
		0.66%	0.48%	1.40%	0.72%	0.81%	0.56%	1.12%	0.0%	0.41%	0.0%	3.06%	2.99%	0.0%	0.0%	1.63%	0.25%	1.11%	0.59%	0.85%	0.81%	1.05%	0.77%	1.35%	0.0%	0.60%	0.0%	0.40%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	129	15	0	2	7	8	4	3	4	16	4	3	0	1	2	23	8	1	4	6	3	3	5	2	1	1	3					
		1.98%	1.22%	0.0%	1.45%	5.69%	1.50%	2.25%	5.35%	1.64%	12.30%	2.04%	1.79%	0.0%	0.47%	3.27%	2.97%	2.98%	0.59%	3.41%	2.44%	1.57%	1.16%	6.75%	1.45%	0.60%	0.57%	1.20%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	48	10	0	0	1	2	1	0	2	0	0	2	1	3	0	13	0	0	0	0	3	2	1	1	5	1	0					
		0.73%	0.81%	0.0%	0.0%	0.81%	0.37%	0.56%	0.0%	0.82%	0.0%	0.0%	1.19%	0.28%	1.43%	0.0%	1.67%	0.0%	0.0%	0.0%	0.0%	1.57%	0.77%	1.35%	0.72%	3.04%	0.57%	0.0%					
22	"5. ""За Русь Святую"""	25	3	0	1	0	1	1	0	2	0	0	0	0	0	0	2	0	0	5	0	0	4	0	0	2	1	3					
		0.38%	0.24%	0.0%	0.72%	0.0%	0.18%	0.56%	0.0%	0.82%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	4.27%	0.0%	0.0%	1.55%	0.0%	0.0%	1.21%	0.57%	1.20%					
23	"6. ""Объединенная Российская партия ""Русь"""	12	3	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	2	0					
		0.18%	0.24%	0.0%	0.0%	0.81%	0.18%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.40%	0.0%	0.0%	2.70%	0.0%	0.0%	1.15%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	3	1	2	1	0	0					
		0.26%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	1.49%	0.0%	0.0%	0.0%	0.0%	1.16%	1.35%	1.45%	0.60%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	10	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3					
		0.15%	0.0%	0.0%	0.72%	0.81%	0.0%	0.0%	0.0%	0.82%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	1.15%	1.20%					
26	"9. ""Российская экологическая партия ""Зеленые"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	355	57	5	3	8	35	28	3	23	25	22	6	19	12	2	20	9	8	5	3	8	9	2	13	6	9	15					
		5.46%	4.64%	7.04%	2.18%	6.50%	6.60%	15.81%	5.35%	9.46%	19.23%	11.22%	3.59%	5.39%	5.74%	3.27%	2.58%	3.35%	4.76%	4.27%	1.22%	4.21%	3.50%	2.70%	9.48%	3.65%	5.20%	6.02%					
28	"11. ""Истинные патриоты России"""	7	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3					
		0.10%	0.08%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.20%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	74	9	1	0	2	3	5	3	3	8	4	5	5	2	0	9	0	1	2	2	4	1	0	0	1	0	4					
		1.13%	0.73%	1.40%	0.0%	1.62%	0.56%	2.82%	5.35%	1.23%	6.15%	2.04%	2.99%	1.42%	0.95%	0.0%	1.16%	0.0%	0.59%	1.70%	0.81%	2.10%	0.38%	0.0%	0.0%	0.60%	0.0%	1.60%					
30	"13. ""Демократическая партия России"""	19	7	0	0	3	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	4	0	0	0	0	0					
		0.29%	0.57%	0.0%	0.0%	2.43%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	1.55%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	13	2	2	0	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0					
		0.20%	0.16%	2.81%	0.0%	0.0%	0.0%	0.56%	0.0%	0.82%	0.0%	0.0%	0.59%	0.0%	0.0%	1.63%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.77%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	9	2	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1					
		0.13%	0.16%	0.0%	0.0%	0.0%	0.18%	1.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.85%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%					
33	"16. ""Родина"" (народно-патриотический союз)"""	201	32	2	2	1	16	3	3	8	4	8	2	7	2	4	53	0	3	5	10	10	5	0	5	6	2	8					
