Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Усольская 																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	36872	786	157	754	466	539	1447	1154	488	1504	983	1926	953	1893	1851	482	357	443	1139	981	766	518	265	489	1351	619	1317	1134	225	1727	442	1266	1064	1006	255	1205	353	599	1272	193	415	1026	137	841	84									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35850	750	150	750	450	500	1400	1150	450	1500	950	1950	900	1850	1850	450	350	400	1100	950	750	500	250	450	1350	600	1200	1100	200	1700	400	1250	1050	950	250	1200	350	550	1250	175	400	1000	150	850	75									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12281	184	36	181	155	187	515	632	110	576	413	881	442	870	563	106	84	96	296	313	204	137	87	150	592	230	737	326	76	382	78	319	283	170	80	377	64	141	403	31	100	308	60	273	33									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	789	33	1	29	1	9	21	1	13	26	2	22	15	6	33	22	10	1	12	18	2	8	5	4	9	4	13	11	3	72	13	11	1	95	4	45	29	37	18	10	15	78	7	18	2									
6	Число погашенных избирательных бюллетеней	22780	533	113	540	294	304	864	517	327	898	535	1047	443	974	1254	322	256	303	792	619	544	355	158	296	749	366	450	763	121	1246	309	920	766	685	166	778	257	372	829	134	285	614	83	559	40									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	789	33	1	29	1	9	21	1	13	26	2	22	15	6	33	22	10	1	12	18	2	8	5	4	9	4	13	11	3	72	13	11	1	95	4	45	29	37	18	10	15	78	7	18	2									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12277	184	36	181	155	187	515	631	110	576	413	879	442	870	563	106	84	96	296	313	204	137	87	150	592	229	737	326	76	382	78	319	283	170	80	377	64	141	403	31	100	308	60	273	33									
9	Число недействительных избирательных бюллетеней	342	1	0	3	7	4	21	22	9	10	5	14	14	9	10	3	2	3	8	10	6	2	0	1	18	8	35	9	5	12	1	9	6	9	0	16	2	3	14	0	4	12	5	10	0									
10	Число действительных избирательных бюллетеней	12724	216	37	207	149	192	515	610	114	592	410	887	443	867	586	125	92	94	300	321	200	143	92	153	583	225	715	328	74	442	90	321	278	256	84	406	91	175	407	41	111	374	62	281	35									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	785	20	10	25	10	5	20	25	5	25	25	40	25	45	30	10	10	5	15	15	10	5	5	5	25	15	55	15	5	15	5	20	15	20	5	25	10	10	10	5	25	40	25	45	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	394	10	2	7	0	1	9	21	5	7	8	26	12	24	13	4	2	0	5	6	2	5	1	3	19	12	34	6	0	4	3	12	5	6	3	11	7	2	8	0	25	9	25	30	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	201	3	7	6	3	5	6	8	4	2	2	3	6	7	8	4	3	2	1	2	1	1	3	2	6	6	16	3	4	2	2	4	5	6	6	3	3	4	7	4	3	5	11	8	4									
14	Число погашенных неиспользованных открепительных удостоверений	391	10	8	18	10	4	11	4	0	18	17	14	13	21	17	6	8	5	10	9	8	0	4	2	6	3	21	9	5	11	2	8	10	14	2	14	3	8	2	5	0	31	0	15	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	0	0	1	0	0	4	0	1	2	1	0	1	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	154	2	4	2	3	2	7	11	1	4	3	6	3	10	12	1	1	2	1	3	1	1	0	1	9	4	15	4	0	9	1	5	2	2	1	2	1	1	3	0	6	3	1	4	0									
		1.18%	0.92%	10.81%	0.95%	1.92%	1.02%	1.31%	1.74%	0.81%	0.66%	0.72%	0.67%	0.66%	1.14%	2.01%	0.78%	1.06%	2.06%	0.32%	0.91%	0.49%	0.69%	0.00%	0.65%	1.50%	1.72%	2.00%	1.19%	0.00%	1.98%	1.10%	1.52%	0.70%	0.75%	1.19%	0.47%	1.08%	0.56%	0.71%	0.00%	5.22%	0.78%	1.49%	1.37%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	464	9	5	11	5	8	25	22	1	26	13	34	17	31	27	7	5	3	3	7	8	3	2	7	16	12	22	20	0	10	3	5	18	3	10	13	3	8	10	3	2	14	2	9	2									
		3.55%	4.15%	13.51%	5.24%	3.21%	4.08%	4.66%	3.48%	0.81%	4.32%	3.13%	3.77%	3.72%	3.54%	4.53%	5.47%	5.32%	3.09%	0.97%	2.11%	3.88%	2.07%	2.17%	4.55%	2.66%	5.15%	2.93%	5.93%	0.00%	2.20%	3.30%	1.52%	6.34%	1.13%	11.90%	3.08%	3.23%	4.49%	2.38%	7.32%	1.74%	3.63%	2.99%	3.09%	5.71%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	215	3	0	5	2	6	18	14	2	4	4	8	4	13	10	2	0	0	6	5	2	2	1	1	15	2	8	13	2	7	2	9	3	2	1	4	2	4	7	1	5	10	1	5	0									
		1.65%	1.38%	0.00%	2.38%	1.28%	3.06%	3.36%	2.22%	1.63%	0.66%	0.96%	0.89%	0.88%	1.48%	1.68%	1.56%	0.00%	0.00%	1.95%	1.51%	0.97%	1.38%	1.09%	0.65%	2.50%	0.86%	1.07%	3.86%	2.53%	1.54%	2.20%	2.73%	1.06%	0.75%	1.19%	0.95%	2.15%	2.25%	1.66%	2.44%	4.35%	2.59%	1.49%	1.72%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5562	96	11	90	61	72	243	318	67	262	160	284	155	286	197	63	51	60	150	154	92	72	57	77	223	94	308	149	42	208	40	165	123	133	32	221	47	94	188	19	62	164	25	124	23									
		42.57%	44.24%	29.73%	42.86%	39.10%	36.73%	45.34%	50.32%	54.47%	43.52%	38.55%	31.52%	33.92%	32.65%	33.05%	49.22%	54.26%	61.86%	48.70%	46.53%	44.66%	49.66%	61.96%	50.00%	37.10%	40.34%	41.07%	44.21%	53.16%	45.81%	43.96%	50.00%	43.31%	50.19%	38.10%	52.37%	50.54%	52.81%	44.66%	46.34%	53.91%	42.49%	37.31%	42.61%	65.71%									
