Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Сунская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144					
1	"Число избирателей, внесенных в списки избирателей"	6371	1624	766	395	446	367	398	363	234	181	133	219	215	161	132	737					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	5940	1470	690	390	430	350	340	330	220	190	120	230	210	160	140	670					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4139	1094	464	235	254	282	245	229	186	137	99	121	172	113	106	402					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	913	164	129	91	94	26	52	65	20	29	11	37	32	19	10	134					
6	Число погашенных избирательных бюллетеней	887	212	97	64	82	42	43	36	14	24	10	72	6	28	24	133					
7	Число избирательных бюллетеней в переносных ящиках для голосования	913	164	129	91	94	26	52	65	20	29	11	37	32	19	10	134					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4139	1094	464	235	254	282	245	229	186	137	99	121	172	113	106	402					
9	Число недействительных избирательных бюллетеней	39	10	3	1	6	2	2	1	1	4	2	0	0	4	0	3					
10	Число действительных избирательных бюллетеней	5013	1248	590	325	342	306	295	293	205	162	108	158	204	128	116	533					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	210	35	18	12	16	21	12	13	11	12	1	9	11	12	11	16					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	210	35	18	12	16	21	12	13	11	12	1	9	11	12	11	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	64	16	4	4	6	8	7	4	1	1	2	0	0	2	1	8					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	10	1	0	3	1	0	0	1	0	0	1	0	1	3	9					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	725	117	141	57	55	30	64	63	38	12	10	20	39	19	9	51					
		14.35%	9.30%	23.78%	17.48%	15.80%	9.74%	21.55%	21.43%	18.45%	7.23%	9.09%	12.66%	19.12%	14.39%	7.76%	9.51%					
19	2.Всероссийская политическая партия «Гражданская Сила»	18	6	2	0	0	0	2	0	0	0	0	1	2	0	0	5					
		0.36%	0.48%	0.34%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.63%	0.98%	0.00%	0.00%	0.93%					
20	3.Политическая партия «Демократическая партия России»	5	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1					
		0.10%	0.16%	0.00%	0.00%	0.29%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	400	140	41	17	22	6	21	27	13	6	10	17	8	15	5	52					
		7.92%	11.13%	6.91%	5.21%	6.32%	1.95%	7.07%	9.18%	6.31%	3.61%	9.09%	10.76%	3.92%	11.36%	4.31%	9.70%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	5	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0					
		0.10%	0.16%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.76%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	13	3	4	1	2	0	1	0	0	0	0	0	0	1	0	1					
		0.26%	0.24%	0.67%	0.31%	0.57%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.19%					
24	7.Политическая партия «Либерально-демократическая партия России»	510	145	67	28	37	25	8	26	20	22	12	19	23	7	7	64					
		10.10%	11.53%	11.30%	8.59%	10.63%	8.12%	2.69%	8.84%	9.71%	13.25%	10.91%	12.03%	11.27%	5.30%	6.03%	11.94%					
