Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Дзержинская городская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207					
1	"Число избирателей, внесенных в списки"	33035	2785	2725	2757	2799	2809	2889	2775	2592	2669	2737	2756	2742					
2	"Число бюллетеней, полученных участковыми комиссиями"	31844	2660	2660	2660	2660	2660	2660	2660	2584	2660	2660	2660	2660					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17352	1412	1377	1467	1504	1584	1446	1598	1448	1431	1405	1378	1302					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	306	30	50	9	15	51	11	14	32	11	19	32	32					
6	Число погашенных бюллетеней	14188	1218	1233	1184	1141	1025	1206	1047	1104	1218	1236	1250	1326					
7	Число бюллетеней в переносных ящиках для голосования	306	30	50	9	15	51	11	14	32	11	19	32	32					
8	Число бюллетеней в стационарных ящиках для голосования	17332	1409	1377	1467	1495	1584	1446	1598	1448	1429	1405	1378	1296					
9	Число недействительных бюллетеней	378	35	58	20	30	33	14	29	34	21	40	34	30					
10	Число действительных бюллетеней	17260	1404	1369	1456	1480	1602	1443	1583	1446	1419	1384	1376	1298					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	840	70	70	70	70	70	70	70	70	70	70	70	70					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	106	18	11	6	9	5	7	16	9	6	10	4	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	110	10	6	14	16	10	5	4	8	7	12	1	17					
14	Число погашенных открепительных удостоверений	734	52	59	64	61	65	63	54	61	64	60	66	65					
15	Число открепительных удостоверений выданных ТИК	3	1	1	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	1	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	3	0	0	0	0	0	3	0	0	0	0	0	0					
																			
18	"1. ""ЕДИНЕНИЕ"""	170	18	9	16	7	16	12	16	16	15	22	13	10					
		0.96%	1.25%	0.63%	1.08%	0.46%	0.97%	0.82%	0.99%	1.08%	1.04%	1.54%	0.92%	0.75%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1172	80	69	104	119	164	114	98	111	71	72	80	90					
		6.64%	5.55%	4.83%	7.04%	7.88%	10.03%	7.82%	6.07%	7.5%	4.93%	5.05%	5.67%	6.77%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	532	58	57	35	25	58	37	53	32	32	66	45	34					
		3.01%	4.03%	3.99%	2.37%	1.65%	3.54%	2.53%	3.28%	2.16%	2.22%	4.63%	3.19%	2.56%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1541	102	106	123	138	205	136	94	114	110	173	125	115					
		8.73%	7.08%	7.42%	8.33%	9.13%	12.53%	9.33%	5.83%	7.70%	7.63%	12.14%	8.86%	8.65%					
22	"5. ""За Русь Святую"""	110	8	12	5	4	17	5	11	7	11	11	8	11					
		0.62%	0.55%	0.84%	0.33%	0.26%	1.03%	0.34%	0.68%	0.47%	0.76%	0.77%	0.56%	0.82%					
23	"6. ""Объединенная Российская партия ""Русь"""	47	5	1	5	3	8	6	2	7	1	3	1	5					
		0.26%	0.34%	0.07%	0.33%	0.19%	0.48%	0.41%	0.12%	0.47%	0.06%	0.21%	0.07%	0.37%					
24	"7. ""Новый курс - Автомобильная Россия"""	322	26	23	29	32	29	27	23	13	34	34	23	29					
		1.82%	1.80%	1.61%	1.96%	2.11%	1.77%	1.85%	1.42%	0.87%	2.36%	2.38%	1.63%	2.18%					
25	"8. ""Народно-республиканская партия России"""	19	1	2	2	1	4	2	3	0	2	2	0	0					
		0.10%	0.06%	0.14%	0.13%	0.06%	0.24%	0.13%	0.18%	0.0%	0.13%	0.14%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	102	11	8	7	7	8	14	9	9	12	9	3	5					
		0.57%	0.76%	0.56%	0.47%	0.46%	0.48%	0.96%	0.55%	0.60%	0.83%	0.63%	0.21%	0.37%					
27	"10. ""Аграрная партия России"""	315	25	23	35	21	29	36	30	35	26	7	25	23					
		1.78%	1.73%	1.61%	2.37%	1.39%	1.77%	2.47%	1.86%	2.36%	1.80%	0.49%	1.77%	1.73%					
