Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Сосногорская городская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178					
1	"Число избирателей, внесенных в списки"	41384	1759	1753	1788	1799	1713	2936	1663	2972	1948	2888	1945	824	2301	1803	1780	1648	1573	169	115	1666	1626	799	155	435	152	214	568	482	608	732	315	46	209					
2	"Число бюллетеней, полученных участковыми комиссиями"	41248	1720	1725	1780	1715	1720	2910	1658	2918	1915	2859	1892	848	2346	1763	1786	1657	1588	172	135	1650	1643	790	158	446	164	217	595	503	626	750	320	46	233					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	40	0	0	0	0	0	3	7	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	22986	981	970	1015	973	893	1736	958	1643	917	1548	915	437	1519	998	1065	936	866	103	74	895	822	375	72	220	92	127	299	256	335	412	314	38	182					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	590	44	19	16	11	26	34	6	23	20	26	12	31	7	9	14	5	10	0	0	17	67	32	0	12	2	10	37	25	31	37	0	7	0					
6	Число погашенных бюллетеней	17605	695	736	749	731	801	1140	694	1252	978	1285	965	380	820	756	707	716	712	69	61	738	754	366	46	214	70	80	259	222	257	294	6	1	51					
7	Число бюллетеней в переносных ящиках для голосования	657	44	19	16	11	26	34	6	23	20	26	12	31	7	9	14	5	10	0	0	17	67	49	40	12	2	10	37	25	34	44	0	7	0					
8	Число бюллетеней в стационарных ящиках для голосования	22978	981	970	1015	972	893	1735	958	1643	917	1548	914	437	1519	996	1065	934	866	103	74	895	822	375	72	220	92	127	299	256	335	412	314	38	181					
9	Число недействительных бюллетеней	303	24	9	9	13	14	20	10	14	15	17	11	0	18	13	16	8	0	0	1	13	11	8	0	7	2	2	2	3	6	11	22	2	2					
10	Число действительных бюллетеней	23332	1001	980	1022	970	905	1749	954	1652	922	1557	915	468	1508	992	1063	931	876	103	73	899	878	416	112	225	92	135	334	278	363	445	292	43	179					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	560	25	20	20	20	25	40	20	40	25	40	25	15	30	25	20	20	20	5	5	20	20	10	5	15	5	5	10	10	10	10	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	203	5	6	6	4	3	11	11	11	4	13	6	2	10	6	16	8	13	1	4	15	14	6	0	3	2	4	4	4	7	4	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	143	2	4	5	0	2	4	1	3	3	4	2	0	14	23	18	1	0	1	0	3	5	5	2	3	1	1	8	1	7	3	0	0	17					
14	Число погашенных открепительных удостоверений	357	20	14	14	16	22	29	9	29	21	27	19	13	20	19	4	12	7	4	1	5	6	4	5	12	3	1	6	6	3	6	0	0	0					
15	Число открепительных удостоверений выданных ТИК	5	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	341	10	8	10	8	12	25	18	27	8	28	10	12	20	12	16	14	16	1	0	5	13	14	2	2	0	5	4	4	9	13	10	1	4					
		1.44%	0.97%	0.80%	0.96%	0.81%	1.30%	1.41%	1.86%	1.62%	0.85%	1.77%	1.07%	2.56%	1.31%	1.19%	1.48%	1.49%	1.82%	0.97%	0.0%	0.54%	1.46%	3.30%	1.78%	0.86%	0.0%	3.64%	1.19%	1.42%	2.43%	2.85%	3.18%	2.22%	2.20%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	805	47	35	59	42	41	81	54	96	34	70	55	4	32	18	25	33	19	0	1	11	7	5	1	5	3	2	2	1	1	5	7	3	6					
		3.40%	4.58%	3.53%	5.72%	4.27%	4.46%	4.57%	5.60%	5.76%	3.62%	4.44%	5.93%	0.85%	2.09%	1.79%	2.31%	3.51%	2.16%	0.0%	1.35%	1.20%	0.78%	1.17%	0.89%	2.15%	3.19%	1.45%	0.59%	0.35%	0.27%	1.09%	2.22%	6.66%	3.31%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	919	38	31	41	33	32	92	32	38	31	46	29	21	73	43	65	50	32	6	0	43	45	16	1	9	2	4	17	15	13	10	4	3	4					
