Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Кикнурская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271					
1	"Число избирателей, внесенных в списки избирателей"	9386	1638	1768	1500	248	453	512	187	121	558	170	150	135	446	215	142	368	213	399	163					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9606	1619	1800	1438	276	456	514	197	115	609	182	160	144	467	226	159	391	263	420	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5630	985	1162	824	187	288	183	106	80	258	122	113	96	263	150	85	237	125	259	107					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1441	117	129	160	37	71	171	47	25	153	32	22	23	77	21	57	73	74	112	40					
6	Число погашенных избирательных бюллетеней	2535	517	509	454	52	97	160	44	10	198	28	25	25	127	55	17	81	64	49	23					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1441	117	129	160	37	71	171	47	25	153	32	22	23	77	21	57	73	74	112	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5630	985	1162	824	187	288	183	106	80	258	122	113	96	263	150	85	237	125	259	107					
9	Число недействительных избирательных бюллетеней	58	12	19	6	2	5	0	2	0	4	0	1	1	4	0	1	0	0	0	1					
10	Число действительных избирательных бюллетеней	7013	1090	1272	978	222	354	354	151	105	407	154	134	118	336	171	141	310	199	371	146					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	254	23	27	11	14	6	10	8	6	35	11	9	5	29	11	2	14	14	9	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	254	23	27	11	14	6	10	8	6	35	11	9	5	29	11	2	14	14	9	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	73	8	13	18	1	7	0	5	3	1	1	1	0	6	3	2	1	0	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	86	4	15	4	2	1	1	0	1	20	6	0	0	1	0	1	2	25	2	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	634	65	121	85	23	35	38	4	6	68	26	1	6	25	18	15	64	2	19	13					
		8.97%	5.90%	9.37%	8.64%	10.27%	9.75%	10.73%	2.61%	5.71%	16.55%	16.88%	0.74%	5.04%	7.35%	10.53%	10.56%	20.65%	1.01%	5.12%	8.84%					
19	2.Всероссийская политическая партия «Гражданская Сила»	36	7	6	4	1	0	3	1	0	1	2	1	0	2	2	0	1	0	3	2					
		0.51%	0.64%	0.46%	0.41%	0.45%	0.00%	0.85%	0.65%	0.00%	0.24%	1.30%	0.74%	0.00%	0.59%	1.17%	0.00%	0.32%	0.00%	0.81%	1.36%					
20	3.Политическая партия «Демократическая партия России»	10	0	2	1	1	0	2	0	1	1	0	0	0	0	0	0	0	0	1	1					
		0.14%	0.00%	0.15%	0.10%	0.45%	0.00%	0.56%	0.00%	0.95%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.68%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1002	192	222	159	11	43	67	10	22	49	12	25	13	36	14	37	35	9	25	21					
		14.17%	17.42%	17.20%	16.16%	4.91%	11.98%	18.93%	6.54%	20.95%	11.92%	7.79%	18.52%	10.92%	10.59%	8.19%	26.06%	11.29%	4.52%	6.74%	14.29%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	45	12	16	8	0	1	0	0	0	2	0	1	0	3	0	0	0	0	1	1					
		0.64%	1.09%	1.24%	0.81%	0.00%	0.28%	0.00%	0.00%	0.00%	0.49%	0.00%	0.74%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.27%	0.68%					
23	6.Политическая партия «Партия социальной справедливости»	20	6	5	2	1	1	2	0	0	1	0	0	0	1	0	0	0	0	1	0					
		0.28%	0.54%	0.39%	0.20%	0.45%	0.28%	0.56%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%					
