Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
"Наименование Избирательной комиссии:    Ульяновск, Засвияжская N1"																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907					
1	"Число избирателей, внесенных в списки избирателей"	85863	1736	1779	1749	1623	1329	1700	1781	1939	2411	1360	1751	1657	1735	1480	1973	2037	1634	1461	1313	2768	1841	1643	2477	1624	1709	1796	1372	1717	934	1478	2089	2640	1910	1618	1806	1779	2853	2244	1044	1414	1528	1843	1467	2266	2274	1779	1557	1945					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	82035	1789	1666	1675	1555	1266	1619	1632	1853	2296	1311	1684	1578	1668	1412	1895	1961	1578	1401	1252	2635	1581	1573	2367	1568	1633	1720	1315	1647	1030	1419	1998	2518	1815	1552	1736	1618	2732	2144	999	1343	1460	1747	1388	2194	2174	1686	1488	1864					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	46144	969	1029	1061	972	735	956	827	934	1558	777	964	961	1030	911	1128	1056	867	823	743	1461	833	927	1365	925	926	1049	651	882	468	749	1131	1393	997	720	825	956	1467	1147	497	728	874	1013	789	1238	1001	907	815	1109					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2162	35	69	24	28	23	25	12	11	27	21	16	14	29	24	46	42	54	29	50	42	230	25	49	25	49	42	19	31	439	37	35	72	49	23	22	87	35	11	27	23	43	33	26	18	16	8	34	33					
6	Число погашенных избирательных бюллетеней	33729	785	568	590	555	508	638	793	908	711	513	704	603	609	477	721	863	657	549	459	1132	518	621	953	618	658	629	645	734	123	633	832	1053	769	809	889	575	1230	986	475	592	543	701	573	938	1157	771	639	722					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2162	35	69	24	28	23	25	12	11	27	21	16	14	29	24	46	42	54	29	50	42	230	25	49	25	49	42	19	31	439	37	35	72	49	23	22	87	35	11	27	23	43	33	26	18	16	8	34	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	46056	969	1025	1061	944	735	947	825	934	1556	777	964	961	1025	910	1123	1054	864	822	740	1459	833	927	1365	925	926	1048	651	877	468	749	1127	1391	997	720	824	956	1465	1147	497	727	871	1013	789	1238	1001	905	815	1109					
9	Число недействительных избирательных бюллетеней	545	6	6	12	12	8	11	8	21	15	10	11	16	7	10	14	12	10	3	13	24	17	15	18	22	6	7	10	10	11	8	10	13	12	8	12	11	25	11	6	5	8	9	19	9	9	10	5	10					
10	Число действительных избирательных бюллетеней	47673	998	1088	1073	960	750	961	829	924	1568	788	969	959	1047	924	1155	1084	908	848	777	1477	1046	937	1396	928	969	1083	660	898	896	778	1152	1450	1034	735	834	1032	1475	1147	518	745	906	1037	796	1247	1008	903	844	1132					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1680	42	40	40	37	30	39	36	46	48	32	41	38	40	34	46	33	38	34	30	65	38	38	56	33	38	40	29	37	0	22	26	39	32	26	30	27	35	30	22	30	33	30	21	32	31	40	34	42					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	931	14	21	16	17	11	17	14	20	42	16	30	8	20	18	27	23	26	16	15	24	28	24	22	24	17	23	13	21	0	17	25	19	14	15	24	14	35	27	15	18	13	17	12	24	24	16	16	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	847	9	18	11	4	15	5	8	18	22	5	12	13	8	20	8	6	8	7	10	20	29	13	14	2	13	14	7	17	260	10	18	12	12	9	11	40	19	14	3	10	10	8	22	11	11	16	8	7					
14	Число погашенных неиспользованных открепительных удостоверений	749	28	19	24	20	19	22	22	26	6	16	11	30	20	16	19	10	12	18	15	41	10	14	34	9	21	17	16	16	0	5	1	20	18	11	6	13	0	3	7	12	20	13	9	8	7	24	18	23					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	1.Политическая партия «Аграрная партия России»	1248	27	33	37	36	14	42	24	26	36	12	35	36	30	24	19	32	28	18	25	24	33	30	28	24	19	29	18	25	16	16	25	24	25	20	15	25	42	25	14	21	12	33	12	43	27	30	31	28					
		2.59%	2.69%	3.02%	3.41%	3.70%	1.85%	4.32%	2.87%	2.75%	2.27%	1.50%	3.57%	3.69%	2.85%	2.57%	1.63%	2.92%	3.05%	2.12%	3.16%	1.60%	3.10%	3.15%	1.98%	2.53%	1.95%	2.66%	2.69%	2.75%	1.76%	2.04%	2.15%	1.64%	2.39%	2.69%	1.77%	2.40%	2.80%	2.16%	2.67%	2.80%	1.31%	3.15%	1.47%	3.42%	2.65%	3.29%	3.65%	2.45%					
19	2.Всероссийская политическая партия «Гражданская Сила»	636	11	28	18	10	4	25	10	21	16	10	16	18	19	12	17	11	10	18	14	21	16	16	13	10	17	20	8	15	6	5	12	19	5	4	7	5	22	9	12	9	14	18	7	19	6	16	1	16					
		1.32%	1.10%	2.56%	1.66%	1.03%	0.53%	2.57%	1.19%	2.22%	1.01%	1.25%	1.63%	1.85%	1.80%	1.28%	1.45%	1.00%	1.09%	2.12%	1.77%	1.40%	1.51%	1.68%	0.92%	1.05%	1.74%	1.83%	1.19%	1.65%	0.66%	0.64%	1.03%	1.30%	0.48%	0.54%	0.83%	0.48%	1.47%	0.78%	2.29%	1.20%	1.53%	1.72%	0.86%	1.51%	0.59%	1.75%	0.12%	1.40%					
20	3.Политическая партия «Демократическая партия России»	54	3	3	2	0	1	1	0	1	0	1	0	2	1	1	0	1	1	1	1	2	0	0	2	1	2	2	1	0	2	1	1	0	1	0	1	1	1	1	0	3	2	2	3	3	0	0	0	2					
		0.11%	0.30%	0.27%	0.18%	0.00%	0.13%	0.10%	0.00%	0.11%	0.00%	0.13%	0.00%	0.21%	0.09%	0.11%	0.00%	0.09%	0.11%	0.12%	0.13%	0.13%	0.00%	0.00%	0.14%	0.11%	0.21%	0.18%	0.15%	0.00%	0.22%	0.13%	0.09%	0.00%	0.10%	0.00%	0.12%	0.10%	0.07%	0.09%	0.00%	0.40%	0.22%	0.19%	0.37%	0.24%	0.00%	0.00%	0.00%	0.18%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7823	137	186	206	155	147	168	121	163	244	153	217	161	185	165	221	202	189	156	151	273	164	169	218	188	167	171	95	128	98	110	153	243	164	102	97	221	222	157	86	118	148	137	143	156	137	117	134	180					
