Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Ужурская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2147	УИК №2148	УИК №2149	УИК №2150					
1	"Число избирателей, внесенных в списки избирателей"	24420	2602	1382	785	1054	1038	1648	1161	1246	1511	1009	272	610	165	601	993	186	141	247	147	104	180	140	241	893	204	98	270	705	117	200	578	166	234	383	129	115	335	257	822	182	104	770	96	99	130	70					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23440	2510	1260	720	1020	1030	1570	1080	1180	1400	980	260	590	160	670	970	180	110	220	130	100	160	130	230	870	200	100	260	700	110	190	600	150	240	390	120	100	330	250	770	180	100	740	100	100	110	70					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13413	1316	522	323	529	527	780	499	563	619	598	117	382	100	407	603	134	97	181	105	72	132	110	139	570	142	71	114	398	85	140	369	84	172	225	102	96	234	184	523	143	83	477	96	92	103	55					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1128	77	126	15	20	41	39	45	31	45	18	83	57	16	40	41	0	7	12	12	23	14	0	52	26	14	0	36	12	0	0	18	39	5	14	0	0	15	7	90	0	9	27	0	0	2	0					
6	Число погашенных избирательных бюллетеней	8899	1117	612	382	471	462	751	536	586	736	364	60	151	44	223	326	46	6	27	13	5	14	20	39	274	44	29	110	290	25	50	213	27	63	151	18	4	81	59	157	37	8	236	4	8	5	15					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1128	77	126	15	20	41	39	45	31	45	18	83	57	16	40	41	0	7	12	12	23	14	0	52	26	14	0	36	12	0	0	18	39	5	14	0	0	15	7	90	0	9	27	0	0	2	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13413	1316	522	323	529	527	780	499	563	619	598	117	382	100	407	603	134	97	181	105	72	132	110	139	570	142	71	114	398	85	140	369	84	172	225	102	96	234	184	523	143	83	477	96	92	103	55					
9	Число недействительных избирательных бюллетеней	134	15	6	2	2	4	3	2	7	4	7	0	0	3	1	5	0	4	2	0	0	2	2	1	16	1	0	5	7	1	0	2	0	1	3	1	0	6	0	5	5	3	3	1	0	2	0					
10	Число действительных избирательных бюллетеней	14407	1378	642	336	547	564	816	542	587	660	609	200	439	113	446	639	134	100	191	117	95	144	108	190	580	155	71	145	403	84	140	385	123	176	236	101	96	243	191	608	138	89	501	95	92	103	55					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	394	30	20	10	15	20	27	15	20	20	10	5	5	4	4	15	6	4	5	4	4	4	4	5	15	5	4	5	10	4	5	10	4	5	9	4	4	5	5	10	4	4	10	4	4	4	4					
