Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Апатитская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179					
1	"Число избирателей, внесенных в списки"	53941	1938	1653	2191	1606	1566	1977	2135	2670	2358	2248	1997	1307	2159	2647	2123	2609	1661	422	2837	2508	3087	1753	2166	1834	1620	2869					
2	"Число бюллетеней, полученных участковыми комиссиями"	53974	1942	1621	2177	1611	1543	1968	2161	2691	2374	2253	1993	1280	2151	2657	2123	2615	1668	471	2815	2509	3091	1768	2170	1838	1617	2867					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	29958	1096	936	1083	912	795	1099	1234	1534	1332	1223	1137	787	1312	1511	1189	1379	931	363	1540	1447	1798	467	1139	1136	973	1605					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	399	20	6	40	13	13	20	34	11	18	25	24	2	17	14	11	12	18	0	10	27	12	4	14	16	5	13					
6	Число погашенных бюллетеней	23620	826	679	1054	686	735	849	893	1146	1024	1005	832	491	822	1132	923	1224	719	108	1265	1035	1281	1297	1020	686	639	1249					
7	Число бюллетеней в переносных ящиках для голосования	399	20	6	40	13	13	20	34	11	18	25	24	2	17	14	11	12	18	0	10	27	12	4	14	16	5	13					
8	Число бюллетеней в стационарных ящиках для голосования	29891	1096	935	1083	912	793	1099	1229	1534	1330	1223	1137	790	1310	1506	1185	1334	930	363	1539	1447	1798	467	1139	1136	973	1603					
9	Число недействительных бюллетеней	246	11	11	16	15	8	4	8	5	7	15	18	4	9	17	11	9	9	10	8	5	12	9	3	14	3	5					
10	Число действительных бюллетеней	30044	1105	930	1107	910	798	1115	1255	1540	1341	1233	1143	788	1318	1503	1185	1337	939	353	1541	1469	1798	462	1150	1138	975	1611					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1250	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	50	50	50	50	50	50	50	50					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	152	6	3	11	3	6	6	3	3	6	3	0	4	12	11	4	8	8	0	3	13	11	2	10	6	2	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	188	5	1	9	3	2	4	2	6	2	3	10	3	2	2	7	3	0	105	2	2	3	0	2	2	3	5					
14	Число погашенных открепительных удостоверений	1098	44	47	39	47	44	44	47	47	44	47	50	46	38	39	46	42	42	0	47	37	39	48	40	44	48	42					
15	Число открепительных удостоверений выданных ТИК	54	2	0	3	1	0	4	2	3	1	4	2	0	3	2	4	2	1	0	4	1	2	10	1	1	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	248	5	19	9	8	8	10	8	11	10	15	9	9	9	8	6	11	4	5	15	7	13	9	4	11	11	14					
		0.81%	0.44%	2.01%	0.80%	0.86%	0.99%	0.89%	0.63%	0.71%	0.74%	1.20%	0.77%	1.13%	0.67%	0.52%	0.50%	0.81%	0.42%	1.37%	0.96%	0.47%	0.71%	1.91%	0.34%	0.95%	1.12%	0.86%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	835	28	33	44	20	29	37	27	39	29	32	22	22	37	35	27	33	31	8	7	58	77	6	36	63	12	43					
		2.75%	2.50%	3.50%	3.91%	2.16%	3.59%	3.30%	2.13%	2.52%	2.15%	2.56%	1.89%	2.77%	2.78%	2.30%	2.25%	2.45%	3.27%	2.20%	0.45%	3.93%	4.25%	1.27%	3.12%	5.46%	1.22%	2.66%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1489	85	53	54	50	33	46	57	67	72	51	56	54	74	97	58	70	43	8	60	64	74	15	65	64	32	87					
		4.91%	7.61%	5.63%	4.80%	5.40%	4.09%	4.11%	4.51%	4.33%	5.34%	4.08%	4.82%	6.81%	5.57%	6.38%	4.84%	5.20%	4.53%	2.20%	3.87%	4.34%	4.08%	3.18%	5.63%	5.55%	3.27%	5.38%					
