Выборы Президента Российской Федерации																																																																																			
Дата голосования: 18.03.2018																																																																																			
																																																																																			
Наименование Избирательной комиссии:    Новосибирская																																																																																			
																																																																																			
Сводная таблица итогов голосования																																																																																			
																																																																																			
	Число участковых избирательных комиссий	72																																																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	72																																																																																	
																																																																																			
		Сумма	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №1050	УИК №1065	УИК №1133	УИК №1184	УИК №1185									
1	"Число избирателей, включенных в список избирателей"	108384	2138	2040	2666	841	559	1549	1079	266	1676	441	173	2483	3139	442	1980	531	2681	1671	190	2268	2022	2296	1973	2141	2127	2261	2046	2141	2318	1630	1043	327	498	255	1059	2053	1741	1535	2421	1321	2109	873	2686	1343	2291	2006	675	1122	373	2642	607	2968	2397	787	659	325	2929	1300	1845	301	325	1040	1734	1125	718	227	426	2089	2246	1154	2152	2889									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	100150	2050	2000	2550	800	500	1500	1050	250	1500	400	150	2300	2950	400	2000	500	2500	1450	150	2100	1850	2100	1850	2000	1800	2050	1950	2000	2100	1500	950	300	450	230	920	1900	1600	1450	2250	1200	1950	800	2400	1250	2150	1850	600	1000	350	2350	500	2800	2100	700	600	300	2800	1200	1700	250	250	1000	1600	1100	650	200	400	2000	2050	1000	2050	2650									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	61816	1021	1260	1351	379	329	793	632	137	985	244	102	1404	1649	335	1204	231	1435	940	106	1408	1306	1465	1199	1362	1276	1257	1186	1190	1205	928	646	178	291	122	780	1310	1071	900	1339	871	1263	501	1356	798	1234	1084	423	637	217	1378	303	1597	1393	422	312	193	1468	648	910	189	209	553	801	771	399	117	208	1330	1241	684	1500	1850									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2421	44	38	60	77	7	86	43	19	87	28	6	73	75	17	53	9	22	38	5	23	29	18	21	20	95	28	33	25	69	31	31	5	21	41	3	17	19	18	33	8	26	12	134	24	38	42	11	29	24	83	29	51	56	42	8	8	66	35	30	12	6	17	64	0	46	16	31	35	30	10	14	17									
6	Число погашенных избирательных бюллетеней	35912	985	702	1139	344	164	621	375	94	428	128	42	823	1226	48	743	260	1043	472	39	669	515	617	630	618	429	765	731	785	826	541	273	117	138	67	137	573	510	532	878	321	661	287	910	427	878	724	166	334	109	889	168	1152	651	236	280	99	1266	517	760	49	35	430	735	329	205	67	161	635	779	306	536	783									
