Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Менделеевская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957					
1	"Число избирателей, внесенных в списки избирателей"	21024	909	1141	951	1007	863	940	1107	1013	874	965	842	474	1024	980	810	211	170	178	279	388	281	131	367	229	491	273	102	263	394	250	566	563	195	409	120	471	793					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20526	900	1080	900	900	810	913	1000	960	840	950	827	480	1000	927	800	214	175	178	279	388	281	131	367	230	491	273	102	263	412	250	566	563	195	412	119	469	881					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19516	852	1033	858	854	777	897	974	950	831	908	804	467	979	911	783	197	166	164	237	369	250	124	341	220	412	268	92	253	300	241	552	560	192	355	105	469	771					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	810	43	47	42	34	33	10	21	10	7	24	21	3	19	12	12	14	4	14	42	19	31	7	26	9	79	5	10	10	94	9	14	3	3	54	14	0	11					
6	Число погашенных избирательных бюллетеней	200	5	0	0	12	0	6	5	0	2	18	2	10	2	4	5	3	5	0	0	0	0	0	0	1	0	0	0	0	18	0	0	0	0	3	0	0	99					
7	Число избирательных бюллетеней в переносных ящиках для голосования	810	43	47	42	34	33	10	21	10	7	24	21	3	19	12	12	14	4	14	42	19	31	7	26	9	79	5	10	10	94	9	14	3	3	54	14	0	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19510	852	1033	858	848	777	897	974	950	831	908	804	467	979	911	783	197	166	164	237	369	250	124	341	220	412	268	92	253	300	241	552	560	192	355	105	469	771					
9	Число недействительных избирательных бюллетеней	52	0	0	1	36	0	5	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	20268	895	1080	899	846	810	902	995	960	831	930	825	470	998	923	795	211	170	178	279	388	281	131	367	229	491	273	102	263	393	250	566	563	195	409	119	469	782					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	388	14	18	12	15	15	18	15	10	20	19	10	10	17	10	15	10	10	5	5	5	10	10	15	10	10	5	3	3	25	1	10	0	5	8	5	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	291	14	18	10	14	14	15	12	9	19	19	7	6	12	7	15	5	3	1	5	2	1	2	12	5	1	1	3	3	25	1	8	0	0	8	2	2	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	263	5	15	10	4	6	6	4	8	7	7	6	5	6	4	6	1	1	2	2	2	2	3	2	5	6	3	5	3	3	2	16	2	2	7	4	4	87					
14	Число погашенных неиспользованных открепительных удостоверений	97	0	0	2	1	1	3	3	1	1	0	3	4	5	3	0	5	7	4	0	3	9	8	3	5	9	4	0	0	0	0	2	0	5	0	3	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	0	0	3	1	0	0	2	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	17	0	0	0	12	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.08%	0.00%	0.00%	0.00%	1.36%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	12	0	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	362	6	10	19	89	51	10	23	15	84	14	12	3	4	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0					
		1.78%	0.67%	0.93%	2.11%	10.09%	6.30%	1.10%	2.31%	1.56%	10.02%	1.50%	1.45%	0.64%	0.40%	1.63%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	5	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	184	5	27	17	23	7	4	5	10	54	2	4	4	13	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
