Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Богородицкая																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156					
1	"Число избирателей, внесенных в список избирателей"	42496	1838	1010	1086	1570	1408	1071	1865	799	526	1375	1739	1727	1095	1024	283	605	1124	1478	1235	1304	1367	1301	1690	1565	1459	1477	356	445	149	255	229	1623	197	186	496	155	391	158	350	121	769	275	785	328	743	391	625	448					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38880	1700	920	980	1500	1200	1000	1700	720	450	1300	1600	1600	1000	950	260	530	1000	1400	1100	1200	1200	1200	1500	1400	1300	1300	340	450	140	250	200	1500	180	180	450	150	350	150	320	110	750	260	750	300	700	350	570	420					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18124	767	558	494	685	670	487	958	407	251	457	767	713	515	389	118	252	414	921	423	748	458	453	966	465	437	653	159	137	54	98	138	644	86	57	224	82	179	48	223	33	234	78	221	87	281	142	310	183					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	4202	38	86	86	78	130	61	105	118	76	62	72	85	52	238	13	32	56	66	42	84	45	112	171	103	77	41	55	122	42	95	28	121	49	50	123	18	56	73	63	49	158	96	167	54	231	143	122	158					
6	Число погашенных избирательных бюллетеней	16554	895	276	400	737	400	452	637	195	123	781	761	802	433	323	129	246	530	413	635	368	697	635	363	832	786	606	126	191	44	57	34	735	45	73	103	50	115	29	34	28	358	86	362	159	188	65	138	79					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4201	38	86	86	77	130	61	105	118	76	62	72	85	52	238	13	32	56	66	42	84	45	112	171	103	77	41	55	122	42	95	28	121	49	50	123	18	56	73	63	49	158	96	167	54	231	143	122	158					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18110	767	558	494	685	670	487	958	406	241	457	767	713	515	389	118	252	414	921	420	748	458	453	966	465	437	653	159	137	54	98	138	644	86	57	224	82	179	48	223	33	234	78	221	87	281	142	310	183					
9	Число недействительных избирательных бюллетеней	246	16	5	5	6	17	8	28	8	2	4	9	11	6	14	3	1	8	3	6	4	6	3	10	5	4	9	0	1	1	0	3	11	0	1	3	1	2	1	4	0	8	0	1	1	1	0	0	6					
10	Число действительных избирательных бюллетеней	22065	789	639	575	756	783	540	1035	516	315	515	830	787	561	613	128	283	462	984	456	828	497	562	1127	563	510	685	214	258	95	193	163	754	135	106	344	99	233	120	282	82	384	174	387	140	511	285	432	335					
