Выборы Президента Российской Федерации																																													
Дата голосования: 18.03.2018																																													
																																													
Наименование Избирательной комиссии:    Мазановского района																																													
																																													
Сводная таблица предварительных итогов голосования																																													
																																													
	Число участковых избирательных комиссий	34																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	34																																											
																																													
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034									
1	"Число избирателей, включенных в список избирателей"	9768	511	1157	1409	525	142	202	205	40	149	373	86	213	43	296	411	632	73	161	140	33	43	432	110	162	83	219	269	49	83	83	47	764	294	329									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10083	520	1140	1410	560	150	220	220	40	160	380	90	220	150	330	450	650	70	170	140	30	43	440	110	160	80	230	280	50	80	80	50	740	300	340									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	35	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5521	279	599	698	255	75	133	140	30	109	234	37	147	4	210	250	362	49	93	75	21	36	236	64	94	45	141	162	37	47	63	34	427	159	176									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	567	20	56	139	10	0	19	13	0	14	22	9	7	0	13	33	19	3	15	11	0	1	22	6	9	8	13	6	0	4	6	2	38	24	25									
6	Число погашенных избирательных бюллетеней	3960	221	485	573	295	75	68	67	10	37	124	44	66	111	107	167	269	18	62	54	9	6	182	40	57	27	76	112	13	29	11	14	275	117	139									
7	Число избирательных бюллетеней в переносных ящиках для голосования	602	20	56	139	10	0	19	13	0	14	22	9	7	35	13	33	19	3	15	11	0	1	22	6	9	8	13	6	0	4	6	2	38	24	25									
8	Число бюллетеней в стационарных ящиках для голосования	5521	279	599	698	255	75	133	140	30	109	234	37	147	4	210	250	362	49	93	75	21	36	236	64	94	45	141	162	37	47	63	34	427	159	176									
9	Число недействительных избирательных бюллетеней	103	9	7	18	3	1	1	0	1	0	4	0	2	0	19	6	3	1	1	0	0	0	5	0	2	1	5	1	0	1	0	0	5	4	3									
