Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																			
Дата голосования: 02.12.2007																			
																			
Наименование Избирательной комиссии:    Зверевская городская																			
																			
Сводная таблица результатов выборов																			
																			
		Сумма	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2478	УИК №2482					
1	"Число избирателей, внесенных в списки избирателей"	19277	2486	1231	1208	2347	1379	2470	1419	1396	1381	1356	1182	1422					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17136	2196	1121	1074	2268	1160	2002	1365	1179	1242	1214	1051	1264					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9172	987	632	560	1163	867	1154	702	587	618	588	521	793					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	666	91	61	49	34	125	44	32	102	30	22	38	38					
6	Число погашенных избирательных бюллетеней	7298	1118	428	465	1071	168	804	631	490	594	604	492	433					
7	Число избирательных бюллетеней в переносных ящиках для голосования	666	91	61	49	34	125	44	32	102	30	22	38	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9153	987	632	560	1163	867	1135	702	587	618	588	521	793					
9	Число недействительных избирательных бюллетеней	68	3	9	7	1	3	9	3	4	9	4	7	9					
10	Число действительных избирательных бюллетеней	9751	1075	684	602	1196	989	1170	731	685	639	606	552	822					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	310	30	20	20	40	20	40	40	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	241	28	20	20	31	9	40	28	9	15	16	10	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	61	8	3	4	9	3	5	7	3	10	3	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	69	2	0	0	9	11	0	12	11	5	4	10	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	3	1	0	1	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	1.Политическая партия «Аграрная партия России»	119	5	8	7	3	7	26	8	12	6	13	8	16					
		1.21%	0.46%	1.15%	1.15%	0.25%	0.71%	2.21%	1.09%	1.74%	0.93%	2.13%	1.43%	1.93%					
19	2.Всероссийская политическая партия «Гражданская Сила»	33	4	0	1	1	7	5	3	1	2	5	1	3					
		0.34%	0.37%	0.00%	0.16%	0.08%	0.71%	0.42%	0.41%	0.15%	0.31%	0.82%	0.18%	0.36%					
20	3.Политическая партия «Демократическая партия России»	8	0	0	0	0	1	2	0	0	2	2	0	1					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.10%	0.17%	0.00%	0.00%	0.31%	0.33%	0.00%	0.12%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1265	171	115	110	130	101	141	97	113	85	60	68	74					
		12.88%	15.86%	16.59%	18.06%	10.86%	10.18%	11.96%	13.22%	16.40%	13.12%	9.84%	12.16%	8.90%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	46	10	3	3	9	1	8	1	0	3	2	4	2					
		0.47%	0.93%	0.43%	0.49%	0.75%	0.10%	0.68%	0.14%	0.00%	0.46%	0.33%	0.72%	0.24%					
23	6.Политическая партия «Партия социальной справедливости»	19	0	0	1	1	5	2	1	1	3	1	1	3					
		0.19%	0.00%	0.00%	0.16%	0.08%	0.50%	0.17%	0.14%	0.15%	0.46%	0.16%	0.18%	0.36%					
24	7.Политическая партия «Либерально-демократическая партия России»	785	100	46	51	105	45	106	59	67	56	54	42	54					
		7.99%	9.28%	6.64%	8.37%	8.77%	4.54%	8.99%	8.04%	9.72%	8.64%	8.85%	7.51%	6.50%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1237	139	81	74	163	76	186	87	90	98	104	71	68					
		12.60%	12.89%	11.69%	12.15%	13.62%	7.66%	15.78%	11.85%	13.06%	15.12%	17.05%	12.70%	8.18%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	157	11	4	14	2	24	29	14	13	19	10	11	6					
		1.60%	1.02%	0.58%	2.30%	0.17%	2.42%	2.46%	1.91%	1.89%	2.93%	1.64%	1.97%	0.72%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6019	630	425	335	780	715	656	457	385	361	346	342	587					
		61.30%	58.44%	61.33%	55.01%	65.16%	72.08%	55.64%	62.26%	55.88%	55.71%	56.72%	61.18%	70.64%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	63	5	2	6	2	7	9	4	3	4	9	4	8					
		0.64%	0.46%	0.29%	0.99%	0.17%	0.71%	0.76%	0.54%	0.44%	0.62%	1.48%	0.72%	0.96%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
