Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Бейская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254					
1	"Число избирателей, внесенных в список избирателей"	13689	467	235	144	1260	211	240	1119	318	226	1666	904	792	80	396	135	169	192	114	590	1029	686	842	461	76	786	432	119					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13100	450	230	140	1200	200	220	1100	300	210	1600	850	750	70	390	130	160	180	110	550	1000	670	800	450	70	750	420	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7884	218	179	102	484	119	146	661	181	136	1043	518	419	54	265	91	121	133	89	321	582	399	481	274	65	472	248	83					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	792	56	5	4	115	19	26	34	10	7	34	64	52	0	18	24	17	7	7	25	120	24	25	28	0	21	40	10					
6	Число погашенных избирательных бюллетеней	4424	176	46	34	601	62	48	405	109	67	523	268	279	16	107	15	22	40	14	204	298	247	294	148	5	257	132	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	792	56	5	4	115	19	26	34	10	7	34	64	52	0	18	24	17	7	7	25	120	24	25	28	0	21	40	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7884	218	179	102	484	119	146	661	181	136	1043	518	419	54	265	91	121	133	89	321	582	399	481	274	65	472	248	83					
9	Число недействительных избирательных бюллетеней	100	6	2	0	9	1	3	8	4	0	16	6	7	0	1	1	0	1	0	5	6	5	6	2	0	5	1	5					
10	Число действительных избирательных бюллетеней	8576	268	182	106	590	137	169	687	187	143	1061	576	464	54	282	114	138	139	96	341	696	418	500	300	65	488	287	88					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	242	6	4	4	15	4	5	17	6	5	23	20	15	4	6	4	4	4	4	18	12	12	19	6	4	11	6	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	242	6	4	4	15	4	5	17	6	5	23	20	15	4	6	4	4	4	4	18	12	12	19	6	4	11	6	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	145	2	2	2	8	4	1	6	1	2	23	18	10	6	2	2	4	3	5	5	8	4	8	5	4	3	5	2					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	81	1	0	0	1	2	1	8	0	2	31	5	9	0	0	0	1	1	0	3	5	2	2	3	0	3	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1090	27	25	10	78	15	12	83	12	12	181	106	85	15	44	9	3	9	5	26	52	66	70	34	7	57	42	5					
		12.56%	9.85%	13.59%	9.43%	13.02%	10.87%	6.98%	11.94%	6.28%	8.39%	16.81%	18.21%	18.05%	27.78%	15.55%	7.83%	2.17%	6.43%	5.21%	7.51%	7.41%	15.60%	13.83%	11.26%	10.77%	11.56%	14.58%	5.38%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1192	13	0	4	91	6	13	80	31	6	182	107	63	4	18	12	8	4	17	58	85	64	86	44	7	106	73	10					
		13.74%	4.74%	0.00%	3.77%	15.19%	4.35%	7.56%	11.51%	16.23%	4.20%	16.90%	18.38%	13.38%	7.41%	6.36%	10.43%	5.80%	2.86%	17.71%	16.76%	12.11%	15.13%	16.99%	14.57%	10.77%	21.50%	25.35%	10.75%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	134	5	1	1	8	2	0	11	8	3	30	14	9	2	4	1	4	1	5	2	3	9	2	2	0	4	2	1					
		1.54%	1.82%	0.54%	0.94%	1.34%	1.45%	0.00%	1.58%	4.19%	2.10%	2.79%	2.41%	1.91%	3.70%	1.41%	0.87%	2.90%	0.71%	5.21%	0.58%	0.43%	2.13%	0.40%	0.66%	0.00%	0.81%	0.69%	1.08%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1887	83	46	30	116	41	26	107	29	24	273	157	109	9	47	15	30	27	23	54	152	86	122	60	12	131	45	33					
		21.75%	30.29%	25.00%	28.30%	19.37%	29.71%	15.12%	15.40%	15.18%	16.78%	25.35%	26.98%	23.14%	16.67%	16.61%	13.04%	21.74%	19.29%	23.96%	15.61%	21.65%	20.33%	24.11%	19.87%	18.46%	26.57%	15.63%	35.48%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	95	2	0	0	10	0	1	8	2	2	25	6	7	1	4	0	2	0	0	6	3	5	4	3	0	3	0	1					
		1.09%	0.73%	0.00%	0.00%	1.67%	0.00%	0.58%	1.15%	1.05%	1.40%	2.32%	1.03%	1.49%	1.85%	1.41%	0.00%	1.45%	0.00%	0.00%	1.73%	0.43%	1.18%	0.79%	0.99%	0.00%	0.61%	0.00%	1.08%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4125	138	110	60	283	73	116	392	104	96	366	184	187	23	156	77	88	98	46	190	401	184	212	156	39	184	124	38					
		47.54%	50.36%	59.78%	56.60%	47.25%	52.90%	67.44%	56.40%	54.45%	67.13%	33.98%	31.62%	39.70%	42.59%	55.12%	66.96%	63.77%	70.00%	47.92%	54.91%	57.12%	43.50%	41.90%	51.66%	60.00%	37.32%	43.06%	40.86%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	53	0	0	1	4	0	1	6	1	0	4	2	4	0	9	0	3	0	0	5	0	4	4	1	0	3	1	0					
		0.61%	0.00%	0.00%	0.94%	0.67%	0.00%	0.58%	0.86%	0.52%	0.00%	0.37%	0.34%	0.85%	0.00%	3.18%	0.00%	2.17%	0.00%	0.00%	1.45%	0.00%	0.95%	0.79%	0.33%	0.00%	0.61%	0.35%	0.00%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
