Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Урупская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	12975	730	1660	1517	1223	1679	385	1316	623	133	337	448	1295	790	412	427									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13079	734	1683	1519	1225	1679	385	1322	626	140	339	451	1305	792	450	429									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	21	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11948	674	1548	1390	1151	1557	338	1236	574	101	310	376	1183	720	397	393									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	147	4	10	10	5	0	15	4	11	8	0	37	22	6	15	0									
6	Число погашенных избирательных бюллетеней	963	56	125	119	69	122	32	82	41	10	29	38	100	66	38	36									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	168	4	10	10	5	0	15	4	11	29	0	37	22	6	15	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11948	674	1548	1390	1151	1557	338	1236	574	101	310	376	1183	720	397	393									
9	Число недействительных избирательных бюллетеней	15	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	12101	678	1550	1393	1156	1557	353	1240	585	130	310	413	1205	726	412	393									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	25	0	10	8	0	3	0	2	0	0	0	0	2	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	19	0	10	4	0	3	0	0	0	0	0	0	2	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	5	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	6	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	0	14	7	0	7	1	1	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	24	2	3	4	1	3	1	3	1	0	2	1	1	1	0	1									
		0.20%	0.29%	0.19%	0.29%	0.09%	0.19%	0.28%	0.24%	0.17%	0.00%	0.65%	0.24%	0.08%	0.14%	0.00%	0.25%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	726	41	151	156	84	90	15	78	21	5	16	15	40	10	2	2									
		5.99%	6.05%	9.69%	11.14%	7.27%	5.78%	4.25%	6.29%	3.59%	3.85%	5.16%	3.63%	3.32%	1.38%	0.49%	0.51%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	13	1	2	2	2	1	0	1	0	0	0	1	2	0	1	0									
		0.11%	0.15%	0.13%	0.14%	0.17%	0.06%	0.00%	0.08%	0.00%	0.00%	0.00%	0.24%	0.17%	0.00%	0.24%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10358	592	1178	1014	964	1341	316	1053	539	117	274	374	1126	694	398	378									
		85.49%	87.32%	75.61%	72.43%	83.39%	86.13%	89.52%	84.92%	92.14%	90.00%	88.39%	90.56%	93.44%	95.59%	96.60%	96.18%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	12	0	1	2	0	2	0	1	0	0	1	1	1	2	0	1									
		0.10%	0.00%	0.06%	0.14%	0.00%	0.13%	0.00%	0.08%	0.00%	0.00%	0.32%	0.24%	0.08%	0.28%	0.00%	0.25%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	2	1	1	2	0	1	0	0	1	2	2	0	0	0									
		0.10%	0.00%	0.13%	0.07%	0.09%	0.13%	0.00%	0.08%	0.00%	0.00%	0.32%	0.48%	0.17%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	80	2	10	8	14	16	3	14	1	1	2	2	3	2	1	1									
		0.66%	0.29%	0.64%	0.57%	1.21%	1.03%	0.85%	1.13%	0.17%	0.77%	0.65%	0.48%	0.25%	0.28%	0.24%	0.25%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	5	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.13%	0.07%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	1	4	4	2	2	1	2	1	1	1	1	2	1	1	0									
		0.20%	0.15%	0.26%	0.29%	0.17%	0.13%	0.28%	0.16%	0.17%	0.77%	0.32%	0.24%	0.17%	0.14%	0.24%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.19%	0.07%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	48	2	6	7	3	7	2	6	2	1	4	2	2	2	1	1									
		0.40%	0.29%	0.39%	0.50%	0.26%	0.45%	0.57%	0.48%	0.34%	0.77%	1.29%	0.48%	0.17%	0.28%	0.24%	0.25%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	605	30	162	168	68	65	11	61	12	2	3	6	9	5	2	1									
		4.99%	4.42%	10.40%	12.00%	5.88%	4.17%	3.12%	4.92%	2.05%	1.54%	0.97%	1.45%	0.75%	0.69%	0.49%	0.25%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	79	2	14	13	7	9	2	7	3	2	4	3	5	3	2	3									
		0.65%	0.29%	0.90%	0.93%	0.61%	0.58%	0.57%	0.56%	0.51%	1.54%	1.29%	0.73%	0.41%	0.41%	0.49%	0.76%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	109	5	12	12	10	15	2	13	5	1	2	5	12	6	4	5									
		0.90%	0.74%	0.77%	0.86%	0.87%	0.96%	0.57%	1.05%	0.85%	0.77%	0.65%	1.21%	0.99%	0.83%	0.97%	1.27%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
