7	Число избирательных бюллетеней в переносных ящиках для голосования	5713	40	14	56	36	47	46	38	67	50	63	45	60	67	78	58	58	68	46	72	37	75	51	79	15	69	28	49	52	46	46	81	45	67	45	47	38	27	38	33	44	36	24	33	15	26	8	35	22	10	37	18	17	16	48	119	44	54	36	32	54	17	25	43	59	10	19	26	29	76	60	41	27	89	60	51	70	65	66	45	41	33	56	22	25	56	43	46	42	8	71	33	24	19	22	56	62	48	87	29	17	70	21	86	48	35	47	23	49	52	35	45	38	52	60	35	33	31	206	278	0	30	16	0					
8	Число бюллетеней в стационарных ящиках для голосования	116356	962	937	1023	764	625	1080	1306	1041	1095	945	803	976	1022	849	846	913	999	719	1032	1029	1038	1331	1130	749	1111	607	915	935	745	929	998	918	847	1009	793	879	488	765	744	876	1205	1240	1267	865	938	1007	877	1394	810	1198	1301	817	1046	1080	1167	1117	832	1107	854	853	842	627	877	1113	1305	965	871	1057	1257	560	1503	1283	990	873	833	1041	977	1456	698	974	940	847	678	647	1025	873	955	1098	985	884	988	1022	873	669	968	902	1220	1078	1132	924	1134	1034	926	841	1126	867	840	1066	853	518	1145	1213	1244	688	1389	1180	1177	181	199	512	715	939	11					
9	Число недействительных избирательных бюллетеней	1927	17	33	13	15	15	27	29	24	25	15	6	20	18	23	13	15	20	17	20	18	17	21	19	9	11	13	13	8	13	12	19	11	14	15	17	12	3	12	9	16	24	15	23	8	11	10	13	21	16	21	20	14	18	12	12	12	10	19	10	9	8	15	12	25	14	22	14	14	22	10	19	12	20	17	7	44	14	29	9	25	18	11	15	11	16	13	18	10	15	19	19	16	20	9	16	10	14	24	16	14	20	31	9	6	17	9	8	15	15	9	32	26	10	9	30	12	29	3	4	3	17	12	0					
10	Число действительных избирательных бюллетеней	120142	985	918	1066	785	657	1099	1315	1084	1120	993	842	1016	1071	904	891	956	1047	748	1084	1048	1096	1361	1190	755	1169	622	951	979	778	963	1060	952	900	1039	823	905	512	791	768	904	1217	1249	1277	872	953	1005	899	1395	804	1214	1299	820	1044	1116	1274	1149	876	1124	876	898	851	637	908	1147	1301	962	883	1072	1311	610	1525	1298	1059	916	877	1067	1028	1493	734	990	955	892	685	661	1065	903	983	1130	978	936	1002	1030	872	682	1008	954	1254	1141	1145	927	1184	1024	1003	883	1144	905	855	1100	890	544	1158	1225	1286	739	1394	1201	1179	384	473	509	728	943	11					
11	Число полученных открепительных  удостоверений	3182	25	25	25	25	25	25	25	25	30	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	35	45	50	25	25	25	25	25	25	25	30	25	30	25	25	25	25	35	25	25	25	25	25	25	35	25	25	25	35	25	45	32	40	25	25	25	25	25	25	25	25	25	25	25	25	25	30	25	25	25	25	25	25	25	25	25	25	25	35	25	25	35	25	25	25	25	25	25	25	25	25	35	45	25	35	25	25	0	0	0	25	25	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2130	24	19	20	7	9	17	18	17	28	9	19	16	19	10	18	25	13	11	18	20	14	23	22	16	17	15	10	18	17	12	22	11	16	17	12	8	7	8	17	18	25	33	33	21	20	15	10	19	16	23	28	16	26	16	14	19	14	26	22	14	14	16	18	16	27	11	10	19	27	12	38	30	25	22	20	19	12	18	15	21	24	11	7	8	12	21	24	18	11	15	10	15	12	13	10	20	18	22	30	14	18	27	23	17	21	12	18	17	23	16	15	30	33	5	33	18	24	0	0	0	10	18	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2200	13	17	17	20	13	21	27	10	15	10	8	27	13	13	10	39	16	16	22	14	13	13	17	8	44	14	41	17	11	13	10	9	17	10	8	9	11	12	10	14	24	13	10	9	7	13	12	54	8	12	11	12	12	7	12	7	21	14	33	7	9	8	8	14	25	13	8	8	13	9	31	34	17	10	13	11	68	137	14	13	25	14	8	9	11	9	14	9	158	7	9	20	7	11	11	30	22	13	8	25	10	6	6	10	15	10	6	17	15	16	24	7	19	7	14	7	9	8	52	82	20	6	11					
14	Число неиспользованных открепительных удостоверений	1052	1	6	5	18	16	8	7	8	2	16	6	9	6	15	7	0	12	14	7	5	11	2	3	9	8	10	15	7	8	13	3	14	9	8	13	17	18	17	8	7	10	12	17	4	5	10	15	6	9	2	2	9	4	9	11	6	11	9	3	11	11	9	7	9	8	14	15	6	8	13	7	2	15	3	5	6	13	7	10	4	1	14	18	17	13	4	6	7	14	10	15	10	13	12	15	5	7	3	5	11	7	8	2	8	4	13	7	8	2	9	10	5	12	20	2	7	1	0	0	0	15	7	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	112	2	0	1	0	0	1	1	2	1	0	2	1	1	3	0	1	1	3	4	0	0	1	4	2	1	0	2	1	1	1	3	0	0	0	1	1	1	1	1	1	1	2	1	0	1	0	0	2	2	0	1	0	1	1	1	4	1	0	0	1	0	1	1	0	0	2	0	0	1	1	1	2	1	3	1	1	1	2	0	0	1	0	0	0	0	1	2	1	0	0	1	0	1	1	1	1	0	0	0	1	2	1	1	1	2	0	0	1	0	1	3	2	1	0	0	0	1	0	0	0	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																																																																		
18	Богданов Андрей Владимирович	2124	26	28	18	14	6	28	41	21	23	24	12	19	22	22	34	25	30	13	20	20	17	16	18	19	20	10	19	15	15	19	15	23	16	21	19	16	19	15	20	15	20	21	28	12	15	14	8	17	13	12	17	11	11	13	16	16	16	15	7	9	14	11	13	20	23	19	14	9	21	12	31	24	15	13	11	27	16	33	18	12	17	15	12	18	15	17	17	18	15	19	15	10	16	9	20	11	21	18	21	24	16	19	10	18	20	24	10	28	14	13	21	16	21	10	19	25	23	2	9	0	22	16	0					
		1.74%	2.59%	2.94%	1.67%	1.75%	0.89%	2.49%	3.05%	1.90%	2.01%	2.38%	1.42%	1.83%	2.02%	2.37%	3.76%	2.57%	2.81%	1.70%	1.81%	1.88%	1.53%	1.16%	1.49%	2.49%	1.69%	1.57%	1.97%	1.52%	1.90%	1.95%	1.39%	2.39%	1.75%	1.99%	2.26%	1.74%	3.69%	1.87%	2.57%	1.63%	1.61%	1.66%	2.15%	1.36%	1.56%	1.38%	0.88%	1.20%	1.59%	0.97%	1.29%	1.32%	1.04%	1.15%	1.24%	1.38%	1.81%	1.31%	0.79%	0.99%	1.63%	1.69%	1.41%	1.71%	1.75%	1.93%	1.56%	0.83%	1.58%	1.94%	2.01%	1.83%	1.39%	1.39%	1.24%	2.43%	1.54%	2.17%	2.42%	1.18%	1.75%	1.66%	1.71%	2.68%	1.39%	1.86%	1.70%	1.58%	1.51%	1.99%	1.47%	0.96%	1.79%	1.30%	1.95%	1.14%	1.66%	1.55%	1.81%	2.55%	1.33%	1.80%	0.99%	2.02%	1.72%	2.63%	1.16%	2.51%	1.55%	2.35%	1.76%	1.28%	1.62%	1.34%	1.33%	2.06%	1.90%	0.52%	1.89%	0.00%	2.95%	1.68%	0.00%					
19	Жириновский Владимир Вольфович	10869	61	125	89	54	59	117	168	94	99	89	69	79	84	76	97	67	88	55	94	95	109	134	97	83	92	54	79	66	67	99	89	82	76	66	77	68	45	86	48	57	87	128	100	68	81	68	75	119	98	114	145	52	77	98	99	96	71	101	59	73	86	42	69	114	128	146	74	82	112	58	147	121	98	91	77	105	123	150	73	99	118	103	56	55	84	102	112	71	99	93	90	92	61	51	108	89	136	93	88	92	141	109	104	88	111	77	68	103	79	48	109	114	139	84	160	119	130	10	20	8	33	82	3					
		8.90%	6.09%	13.14%	8.25%	6.75%	8.78%	10.39%	12.50%	8.48%	8.65%	8.83%	8.14%	7.63%	7.71%	8.20%	10.73%	6.90%	8.25%	7.19%	8.51%	8.91%	9.79%	9.70%	8.02%	10.86%	7.80%	8.50%	8.20%	6.69%	8.47%	10.15%	8.25%	8.52%	8.32%	6.26%	9.17%	7.42%	8.74%	10.71%	6.18%	6.20%	7.01%	10.13%	7.69%	7.73%	8.40%	6.70%	8.22%	8.40%	11.95%	9.23%	10.99%	6.24%	7.25%	8.69%	7.70%	8.27%	8.01%	8.84%	6.66%	8.05%	10.01%	6.44%	7.50%	9.73%	9.73%	14.84%	8.25%	7.55%	8.40%	9.35%	9.52%	9.24%	9.08%	9.75%	8.71%	9.45%	11.80%	9.86%	9.83%	9.75%	12.13%	11.41%	8.00%	8.18%	7.77%	11.14%	11.19%	6.23%	9.97%	9.74%	8.81%	8.80%	6.84%	7.38%	10.55%	9.23%	10.73%	7.98%	7.58%	9.78%	11.71%	10.33%	10.28%	9.90%	9.56%	8.42%	7.88%	9.24%	8.73%	8.68%	9.16%	9.11%	10.73%	11.23%	11.24%	9.81%	10.76%	2.58%	4.19%	1.56%	4.43%	8.59%	27.27%					
20	Зюганов Геннадий Андреевич	32978	284	163	287	202	171	221	274	295	261	235	203	228	280	232	230	234	293	197	269	327	298	393	344	196	350	188	284	281	185	293	328	308	236	307	214	312	150	234	242	296	414	350	298	235	280	324	282	307	196	330	356	221	335	369	460	374	251	355	281	300	232	195	283	346	391	237	224	270	446	180	327	386	283	237	197	252	296	401	209	303	228	237	195	222	301	215	240	353	226	239	321	266	268	202	312	291	368	194	374	196	297	262	226	244	316	190	217	346	262	147	329	378	363	180	331	318	366	31	67	2	236	282	2					
		27.02%	28.34%	17.14%	26.60%	25.25%	25.45%	19.63%	20.39%	26.62%	22.79%	23.31%	23.94%	22.01%	25.71%	25.03%	25.44%	24.10%	27.46%	25.75%	24.37%	30.68%	26.77%	28.44%	28.45%	25.65%	29.66%	29.61%	29.46%	28.47%	23.39%	30.05%	30.40%	31.98%	25.82%	29.13%	25.48%	34.02%	29.13%	29.14%	31.15%	32.17%	33.36%	27.69%	22.92%	26.70%	29.05%	31.92%	30.92%	21.68%	23.90%	26.72%	26.99%	26.50%	31.54%	32.71%	35.77%	32.21%	28.33%	31.06%	31.72%	33.08%	27.01%	29.91%	30.76%	29.52%	29.73%	24.09%	24.97%	24.86%	33.46%	29.03%	21.18%	29.47%	26.23%	25.40%	22.29%	22.68%	28.41%	26.35%	28.13%	29.85%	23.43%	26.25%	27.86%	33.04%	27.84%	23.47%	23.98%	30.96%	22.76%	25.03%	31.44%	25.43%	30.04%	29.23%	30.47%	30.19%	29.02%	16.65%	32.21%	20.83%	24.67%	24.83%	22.33%	27.45%	27.22%	20.79%	25.14%	31.03%	28.95%	26.58%	27.65%	30.22%	28.01%	24.06%	23.24%	26.22%	30.30%	8.01%	14.05%	0.39%	31.68%	29.53%	18.18%					
21	Медведев Дмитрий Анатольевич	74171	614	602	672	515	421	733	832	674	737	645	558	690	685	574	530	630	636	483	701	606	672	818	731	457	707	370	569	617	511	552	628	539	572	645	513	509	298	456	458	536	696	750	851	557	577	599	534	952	497	758	781	536	621	636	699	663	538	653	529	516	519	389	543	667	759	560	571	711	732	360	1020	767	663	575	592	683	593	909	434	576	592	537	422	366	665	569	614	688	638	585	576	662	527	420	568	563	729	836	662	615	730	634	663	533	697	614	560	623	535	336	699	717	763	465	884	739	660	341	377	499	437	563	6					
		60.76%	61.28%	63.30%	62.28%	64.38%	62.65%	65.10%	61.90%	60.83%	64.37%	63.99%	65.80%	66.60%	62.90%	61.92%	58.63%	64.88%	59.61%	63.14%	63.50%	56.85%	60.38%	59.19%	60.46%	59.82%	59.92%	58.27%	59.02%	62.51%	64.60%	56.62%	58.20%	55.97%	62.58%	61.20%	61.07%	55.51%	57.86%	56.79%	58.94%	58.26%	56.08%	59.34%	65.46%	63.30%	59.85%	59.01%	58.55%	67.23%	60.61%	61.38%	59.21%	64.27%	58.47%	56.38%	54.35%	57.11%	60.72%	57.13%	59.71%	56.89%	60.42%	59.66%	59.02%	56.91%	57.72%	56.91%	63.66%	65.47%	54.91%	58.06%	66.06%	58.55%	61.45%	61.63%	66.97%	61.48%	56.91%	59.72%	58.41%	56.75%	60.84%	59.47%	60.29%	54.46%	61.52%	62.12%	61.34%	60.35%	64.25%	61.26%	56.42%	63.29%	59.08%	60.78%	55.47%	58.40%	57.49%	71.76%	57.02%	65.36%	60.63%	60.09%	65.51%	59.96%	60.03%	67.18%	64.89%	55.87%	59.12%	60.76%	58.74%	57.31%	58.87%	62.17%	62.08%	60.92%	54.64%	88.11%	79.04%	97.46%	58.66%	58.95%	54.55%					
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
