Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    Конышевская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535					
1	"Число избирателей, внесенных в список избирателей"	8988	1914	1317	245	117	90	203	185	241	257	116	82	166	245	230	280	77	78	115	193	184	133	179	332	114	119	269	431	251	275	467	83					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9280	1840	1280	240	110	90	210	200	250	260	140	100	180	260	250	260	80	70	110	200	200	150	190	390	140	140	290	440	290	300	520	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4525	949	611	128	69	46	119	96	116	129	77	37	66	138	110	117	39	50	71	112	83	80	98	179	45	62	117	219	105	154	241	62					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1147	67	51	10	13	17	27	52	37	44	19	27	29	34	44	62	13	13	18	37	40	23	39	70	38	39	76	61	52	34	56	5					
6	Число погашенных избирательных бюллетеней	3608	824	618	102	28	27	64	52	97	87	44	36	85	88	96	81	28	7	21	51	77	47	53	141	57	39	97	160	133	112	223	33					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1147	67	51	10	13	17	27	52	37	44	19	27	29	34	44	62	13	13	18	37	40	23	39	70	38	39	76	61	52	34	56	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4523	947	611	128	69	46	119	96	116	129	77	37	66	138	110	117	39	50	71	112	83	80	98	179	45	62	117	219	105	154	241	62					
9	Число недействительных избирательных бюллетеней	77	21	11	3	1	0	1	0	1	2	0	0	5	0	0	4	1	1	0	2	0	1	3	3	0	0	3	4	2	4	4	0					
10	Число действительных избирательных бюллетеней	5593	993	651	135	81	63	145	148	152	171	96	64	90	172	154	175	51	62	89	147	123	102	134	246	83	101	190	276	155	184	293	67					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	380	90	60	5	2	2	5	10	5	10	10	2	2	15	10	5	2	2	3	5	5	2	5	30	8	10	10	20	10	5	25	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	335	90	50	4	1	0	3	5	5	10	10	2	2	15	8	5	2	2	3	0	5	0	5	30	8	10	10	20	1	5	23	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	137	11	4	3	3	6	5	3	4	3	4	4	4	3	6	1	4	4	4	3	4	3	5	3	4	4	3	11	4	3	7	7					
14	Число погашенных неиспользованных открепительных удостоверений	45	0	10	1	1	2	2	5	0	0	0	0	0	0	2	0	0	0	0	5	0	2	0	0	0	0	0	0	9	0	2	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	609	113	69	15	9	5	16	43	15	11	8	13	7	15	9	12	7	5	5	25	20	13	19	36	4	6	20	23	11	22	28	5					
		10.74%	11.14%	10.42%	10.87%	10.98%	7.94%	10.96%	29.05%	9.80%	6.36%	8.33%	20.31%	7.37%	8.72%	5.84%	6.70%	13.46%	7.94%	5.62%	16.78%	16.26%	12.62%	13.87%	14.46%	4.82%	5.94%	10.36%	8.21%	7.01%	11.70%	9.43%	7.46%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	637	149	66	15	1	4	27	13	21	10	18	2	6	16	16	14	5	4	5	12	14	23	23	32	10	5	27	30	15	17	25	12					
		11.23%	14.69%	9.97%	10.87%	1.22%	6.35%	18.49%	8.78%	13.73%	5.78%	18.75%	3.13%	6.32%	9.30%	10.39%	7.82%	9.62%	6.35%	5.62%	8.05%	11.38%	22.33%	16.79%	12.85%	12.05%	4.95%	13.99%	10.71%	9.55%	9.04%	8.42%	17.91%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	51	15	9	0	1	0	1	1	2	0	3	1	1	1	2	1	0	0	1	1	3	0	2	0	0	1	0	3	1	0	1	0					
