Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Островская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	9868	553	127	230	218	552	328	116	369	99	447	289	195	168	310	482	246	411	157	257	144	115	345	1024	1226	778	682									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10002	570	130	240	220	555	340	115	365	100	450	305	195	180	310	485	255	410	160	265	145	120	350	1042	1240	780	675									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3388	166	43	121	77	189	83	37	142	47	108	138	65	69	93	113	71	157	52	92	52	63	118	421	414	232	225									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	638	45	12	6	17	28	49	11	22	14	33	14	20	31	19	32	37	14	18	38	13	5	29	24	29	36	42									
6	Число погашенных избирательных бюллетеней	5976	359	75	113	126	338	208	67	201	39	309	153	110	80	198	340	147	239	90	135	80	52	203	597	797	512	408									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	638	45	12	6	17	28	49	11	22	14	33	14	20	31	19	32	37	14	18	38	13	5	29	24	29	36	42									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3388	166	43	121	77	189	83	37	142	47	108	138	65	69	93	113	71	157	52	92	52	63	118	421	414	232	225									
9	Число недействительных избирательных бюллетеней	42	1	1	2	0	1	1	1	1	1	0	1	0	1	1	2	2	2	0	2	0	3	1	5	8	4	1									
10	Число действительных избирательных бюллетеней	3984	210	54	125	94	216	131	47	163	60	141	151	85	99	111	143	106	169	70	128	65	65	146	440	435	264	266									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	260	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	89	10	0	7	0	7	4	0	0	0	4	10	2	0	1	1	10	0	0	2	0	10	0	7	6	3	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	51	1	1	3	1	2	1	3	1	1	3	0	6	2	1	1	1	2	2	0	1	2	3	2	1	9	1									
14	Число погашенных неиспользованных открепительных удостоверений	171	0	10	3	10	3	6	10	10	10	6	0	8	10	9	9	0	10	10	8	10	0	10	3	4	7	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	4	12	3	0	0									
