Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Азовская городская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №1636	УИК №1637	УИК №1638	УИК №1714	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2440	УИК №2441	УИК №2444	УИК №2524	УИК №2525	УИК №2526					
1	"Число избирателей, внесенных в списки избирателей"	64077	2445	657	1707	1501	1980	1037	2738	2750	1181	1830	167	1649	1640	1765	1434	1396	1698	1063	1769	1112	1669	1588	1332	1586	1159	2588	2578	1756	1508	1156	1985	1392	165	1519	1158	1462	1436	1400	1270	1635	1063	1153					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	57980	2210	590	1560	1360	1700	930	2485	2550	1080	1645	150	1490	1510	1630	1325	1270	1540	965	1630	1010	1480	1465	1140	1455	955	2385	2385	1620	1355	1095	1835	1290	150	1225	1065	1345	1300	1300	1135	1470	900	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	37723	1203	320	1247	933	996	513	1542	1683	646	914	95	935	1181	1081	894	778	997	583	1138	674	1023	908	798	969	724	1483	1536	914	748	730	1110	1029	127	856	725	869	825	905	647	998	742	704					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1659	60	29	40	32	117	28	40	34	15	44	11	35	32	37	19	30	44	34	28	10	26	39	60	33	65	70	38	70	46	9	57	13	2	28	16	87	23	62	93	54	18	31					
6	Число погашенных избирательных бюллетеней	18598	947	241	273	395	587	389	903	833	419	687	44	520	297	512	412	462	499	348	464	326	431	518	282	453	166	832	811	636	561	356	668	248	21	341	324	389	452	333	395	418	140	265					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1659	60	29	40	32	117	28	40	34	15	44	11	35	32	37	19	30	44	34	28	10	26	39	60	33	65	70	38	70	46	9	57	13	2	28	16	87	23	62	93	54	18	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	37683	1203	320	1247	933	995	513	1542	1683	646	913	95	932	1181	1081	894	778	997	553	1138	674	1022	908	798	969	724	1481	1536	914	748	729	1109	1029	127	856	725	869	825	905	647	998	742	704					
9	Число недействительных избирательных бюллетеней	292	6	2	7	9	7	6	10	12	4	9	0	11	4	9	6	3	12	6	10	0	8	10	1	7	4	5	11	11	12	3	7	4	0	17	5	6	3	0	5	19	14	7					
10	Число действительных избирательных бюллетеней	39050	1257	347	1280	956	1105	535	1572	1705	657	948	106	956	1209	1109	907	805	1029	581	1156	684	1040	937	857	995	785	1546	1563	973	782	735	1159	1038	129	867	736	950	845	967	735	1033	746	728					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1774	50	15	45	40	35	25	70	75	30	35	5	35	45	70	35	35	35	20	45	32	60	50	35	50	30	75	65	50	40	85	79	45	5	30	28	60	45	55	25	30	28	27					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1585	37	9	43	30	22	21	64	67	28	31	4	30	44	55	35	33	29	17	44	23	59	50	27	50	26	68	65	46	36	78	73	45	5	24	26	56	38	52	17	30	27	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	907	8	12	15	28	106	15	9	18	13	22	5	13	4	21	13	12	14	5	20	15	51	15	55	9	129	9	14	6	36	15	6	19	6	65	6	12	16	16	18	4	18	14					
14	Число погашенных неиспользованных открепительных удостоверений	189	13	6	2	10	13	4	6	8	2	4	1	5	1	15	0	2	6	3	1	9	1	0	8	0	4	7	0	4	4	7	6	0	0	6	2	4	7	3	8	0	1	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	626	18	8	14	33	15	5	24	27	9	17	3	18	15	19	17	13	18	10	18	15	26	10	19	15	7	20	18	16	21	14	19	7	3	15	11	17	9	11	9	16	20	7					
		1.59%	1.43%	2.29%	1.09%	3.42%	1.35%	0.92%	1.52%	1.57%	1.36%	1.78%	2.83%	1.86%	1.24%	1.70%	1.86%	1.61%	1.73%	1.70%	1.54%	2.19%	2.48%	1.06%	2.21%	1.50%	0.89%	1.29%	1.14%	1.63%	2.64%	1.90%	1.63%	0.67%	2.33%	1.70%	1.48%	1.78%	1.06%	1.14%	1.22%	1.52%	2.63%	0.95%					
19	2.Всероссийская политическая партия «Гражданская Сила»	390	12	0	11	9	14	3	19	16	5	11	0	11	9	9	6	8	7	3	11	12	12	3	9	6	7	12	20	14	16	9	7	5	0	12	8	8	10	11	10	8	7	20					
		0.99%	0.95%	0.00%	0.85%	0.93%	1.26%	0.55%	1.20%	0.93%	0.76%	1.15%	0.00%	1.14%	0.74%	0.81%	0.66%	0.99%	0.67%	0.51%	0.94%	1.75%	1.15%	0.32%	1.05%	0.60%	0.89%	0.77%	1.27%	1.42%	2.02%	1.22%	0.60%	0.48%	0.00%	1.36%	1.08%	0.84%	1.18%	1.14%	1.35%	0.76%	0.92%	2.72%					
20	3.Политическая партия «Демократическая партия России»	49	4	2	0	1	0	0	2	0	2	0	0	2	3	2	2	0	1	0	1	2	2	0	1	0	0	2	3	5	0	1	0	3	0	3	1	0	1	0	1	2	0	0					
		0.12%	0.32%	0.57%	0.00%	0.10%	0.00%	0.00%	0.13%	0.00%	0.30%	0.00%	0.00%	0.21%	0.25%	0.18%	0.22%	0.00%	0.10%	0.00%	0.09%	0.29%	0.19%	0.00%	0.12%	0.00%	0.00%	0.13%	0.19%	0.51%	0.00%	0.14%	0.00%	0.29%	0.00%	0.34%	0.13%	0.00%	0.12%	0.00%	0.14%	0.19%	0.00%	0.00%					
