Выборы Президента Российской Федерации																																
																																
"Наименование Избирательной комиссии:    Орел, Северная "																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №786	УИК №787	УИК №788	УИК №789	УИК №793	УИК №800					
1	"Число избирателей, внесенных в список"	48646	2345	1158	2251	1924	1840	2340	2388	2163	2027	1823	2650	2240	2099	2091	2160	2011	2225	2274	1871	1940	1362	1660	1742	1617	445					
2	Число полученных избирательных бюллетеней	53945	2500	1300	2500	2200	2200	2800	2700	2400	2200	2000	2800	2400	2200	2200	2600	2400	2300	2500	2000	2400	1400	1800	1900	1800	445					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	36326	1754	860	1722	1229	1215	1843	1735	1671	1570	1587	1765	1763	1522	1567	1765	1489	1535	1874	1410	1696	902	1091	1336	1188	237					
5	"Число избирательных бюллетеней, выданных вне помещения"	2463	124	62	132	98	109	64	120	81	68	73	123	103	59	118	133	159	80	46	85	66	90	131	65	66	208					
6	Число погашенных избирательных бюллетеней	15156	622	378	646	873	876	893	845	648	562	340	912	534	619	515	702	752	685	580	505	638	408	578	499	546	0					
7	Число избирательных бюллетеней в переносных ящиках	2462	124	62	132	98	109	64	120	81	68	73	123	103	59	118	133	159	80	46	85	66	90	131	65	66	207					
8	Число бюллетеней в стационарных ящиках для голосования	36292	1754	860	1712	1229	1213	1843	1735	1667	1570	1584	1763	1763	1515	1567	1765	1489	1534	1874	1409	1696	902	1087	1336	1188	237					
9	Число недействительных избирательных бюллетеней	257	4	9	0	18	7	6	8	4	14	13	13	14	7	41	14	5	6	7	17	15	7	8	11	6	3					
10	Число действительных избирательных бюллетеней	38497	1874	913	1844	1309	1315	1901	1847	1744	1624	1644	1873	1852	1567	1644	1884	1643	1608	1913	1477	1747	985	1210	1390	1248	441					
11	Число полученных открепительных  удостоверений	1035	50	30	40	30	30	50	50	40	50	40	40	50	50	50	110	40	40	55	30	30	30	40	30	30	0					
12	Число выданных открепительных удостоверений	687	47	11	29	21	12	30	44	27	28	22	23	29	18	35	81	23	32	44	27	25	11	22	24	22	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	337	22	8	23	2	10	22	21	20	11	17	11	10	22	10	14	30	12	1	14	14	14	13	9	7	0					
14	Число неиспользованных открепительных удостоверений	348	3	19	11	9	18	20	6	13	22	18	17	21	32	15	29	17	8	11	3	5	19	18	6	8	0					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	2252	39	47	92	73	72	135	116	82	132	75	165	103	112	101	106	85	87	129	100	66	49	85	82	95	24					
		5.81%	2.08%	5.10%	4.99%	5.50%	5.45%	7.08%	6.25%	4.69%	8.06%	4.53%	8.75%	5.52%	7.12%	5.99%	5.58%	5.16%	5.39%	6.72%	6.69%	3.75%	4.94%	6.98%	5.85%	7.58%	5.41%					
19	. Малышкин Олег Александрович	782	18	21	29	31	31	37	53	46	29	38	51	31	27	28	42	23	27	45	30	35	23	19	38	24	6					
		2.02%	0.96%	2.28%	1.57%	2.34%	2.34%	1.94%	2.86%	2.63%	1.77%	2.29%	2.70%	1.66%	1.72%	1.66%	2.21%	1.40%	1.67%	2.34%	2.01%	1.99%	2.32%	1.56%	2.71%	1.91%	1.35%					
20	. Миронов Сергей Михайлович	328	4	8	17	18	13	14	18	14	26	10	11	13	8	15	19	16	11	11	15	9	12	13	18	13	2					
		0.85%	0.21%	0.87%	0.92%	1.36%	0.98%	0.73%	0.97%	0.80%	1.59%	0.60%	0.58%	0.70%	0.51%	0.89%	1.00%	0.97%	0.68%	0.57%	1.00%	0.51%	1.21%	1.07%	1.28%	1.04%	0.45%					
21	. Путин Владимир Владимирович	23158	1490	524	1156	771	747	1111	1038	968	894	1024	971	1206	919	1000	1137	895	974	1232	819	1171	606	708	805	720	272					
		59.76%	79.34%	56.83%	62.69%	58.10%	56.51%	58.26%	55.96%	55.38%	54.58%	61.80%	51.48%	64.63%	58.39%	59.35%	59.91%	54.31%	60.35%	64.17%	54.82%	66.46%	61.09%	58.13%	57.46%	57.42%	61.26%					
22	. Хакамада Ирина Муцуовна	1412	79	39	74	38	43	77	69	67	59	49	75	48	77	60	68	69	70	71	46	57	30	48	47	33	19					
		3.64%	4.21%	4.23%	4.01%	2.86%	3.25%	4.04%	3.72%	3.83%	3.60%	2.96%	3.98%	2.57%	4.89%	3.56%	3.58%	4.19%	4.34%	3.70%	3.08%	3.23%	3.02%	3.94%	3.35%	2.63%	4.28%					
23	. Харитонов Николай Михайлович	8523	166	221	361	318	340	419	440	480	388	372	505	364	331	380	394	477	338	319	367	342	239	257	341	282	82					
		21.99%	8.84%	23.97%	19.58%	23.96%	25.72%	21.97%	23.72%	27.46%	23.69%	22.45%	26.78%	19.51%	21.03%	22.55%	20.76%	28.94%	20.94%	16.61%	24.56%	19.41%	24.09%	21.10%	24.34%	22.49%	18.47%					
																																
24	Против всех	2042	78	53	115	60	69	108	113	87	96	76	95	87	93	60	118	78	101	106	100	67	26	80	59	81	36					
		5.27%	4.15%	5.75%	6.24%	4.52%	5.22%	5.66%	6.09%	4.98%	5.86%	4.59%	5.04%	4.66%	5.91%	3.56%	6.22%	4.73%	6.26%	5.52%	6.69%	3.80%	2.62%	6.57%	4.21%	6.46%	8.11%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
