Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
Наименование Избирательной комиссии:    Сулейман-Стальская																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284					
1	"Число избирателей, внесенных в списки"	32754	1756	2394	2300	1445	653	360	1659	1830	1588	1002	1982	949	2103	2055	819	1550	1050	645	124	945	639	635	247	507	332	248	97	107	378	255	139	89	155	87	285	256	180	62	71	170	437	169					
2	"Число бюллетеней, полученных участковыми комиссиями"	32517	1700	2400	2300	1500	638	350	1659	1830	1570	987	1982	949	2100	2055	800	1445	1050	655	135	940	640	600	240	507	332	246	96	107	369	240	134	85	147	85	285	256	180	62	71	170	440	180					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	30675	1670	2305	2289	1317	582	330	1495	1718	1512	907	1711	784	1964	2048	800	1362	1025	636	124	905	606	595	222	489	318	181	73	107	355	214	134	66	140	69	285	250	180	62	71	170	435	169					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	36	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных бюллетеней	1806	30	95	4	183	56	20	164	112	58	80	271	165	136	7	0	83	25	10	11	35	34	5	18	6	6	65	23	0	14	26	0	19	7	16	0	6	0	0	0	0	5	11					
7	Число бюллетеней в переносных ящиках для голосования	36	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	30657	1670	2288	2289	1317	582	330	1495	1718	1512	907	1711	784	1964	2047	800	1362	1025	636	124	905	606	595	222	489	318	181	73	107	355	214	134	66	140	69	285	250	180	62	71	170	435	169					
9	Число недействительных бюллетеней	139	24	9	0	0	5	0	7	6	0	0	5	9	4	0	4	6	0	4	0	0	0	0	0	5	7	8	3	0	26	1	0	1	0	0	0	0	0	0	0	0	2	3					
10	Число действительных бюллетеней	30554	1646	2279	2296	1317	577	330	1488	1712	1512	907	1706	775	1960	2047	796	1356	1025	641	124	905	606	595	222	496	319	173	70	107	329	213	134	65	140	69	285	250	180	62	71	170	433	166					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	0	10	8	0	5	0	5	5	15	0	5	5	0	5	0	0	10	10	0	5	0	5	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	64	0	7	6	0	1	0	4	4	12	0	1	1	0	1	0	0	7	10	0	3	0	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	36	0	3	2	0	4	0	1	1	3	0	4	4	0	4	0	0	3	0	0	2	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	"1. ""ЕДИНЕНИЕ"""	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	2.80%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	786	37	27	0	10	8	2	0	0	75	0	16	8	406	35	10	14	52	18	0	0	0	0	0	15	11	0	6	5	0	0	0	1	9	3	18	0	0	0	0	0	0	0					
		2.56%	2.21%	1.18%	0.0%	0.75%	1.37%	0.60%	0.0%	0.0%	4.96%	0.0%	0.93%	1.02%	20.67%	1.70%	1.25%	1.02%	5.07%	2.79%	0.0%	0.0%	0.0%	0.0%	0.0%	2.99%	3.37%	0.0%	8.21%	4.67%	0.0%	0.0%	0.0%	1.51%	6.42%	4.34%	6.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	263	26	20	0	0	0	0	14	0	7	0	0	12	0	60	6	10	0	0	0	34	25	21	12	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	11	0					
		0.85%	1.55%	0.87%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	0.46%	0.0%	0.0%	1.53%	0.0%	2.93%	0.75%	0.73%	0.0%	0.0%	0.0%	3.75%	4.12%	3.52%	5.40%	0.0%	0.0%	1.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.89%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.52%	0.0%					
28	"11. ""Истинные патриоты России"""	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	8.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
