Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва															
Дата голосования: 04.12.2011															
															
Наименование Избирательной комиссии:    Олюторская															
															
Сводная таблица результатов выборов															
															
		Сумма	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190					
1	"Число избирателей, внесенных в список избирателей"	3521	255	120	1450	542	347	270	172	365					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	3756	313	307	1250	512	441	309	228	396					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	60	0	0	0	0	0	15	45	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	1715	166	71	596	236	203	146	89	208					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	131	0	17	63	17	6	14	8	6					
6	Число погашенных избирательных бюллетеней	1850	147	219	591	259	232	134	86	182					
7	Число избирательных бюллетеней в переносных ящиках для голосования	191	0	17	63	17	6	29	53	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	1715	166	71	596	236	203	146	89	208					
9	Число недействительных избирательных бюллетеней	33	1	0	21	4	3	0	1	3					
10	Число действительных избирательных бюллетеней	1873	165	88	638	249	206	175	141	211					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	100	10	10	30	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	25	0	0	6	7	3	2	0	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	13	0	2	7	2	0	2	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	75	10	10	24	3	7	8	10	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0					
															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	152	11	5	43	24	20	17	16	16					
		7.97%	6.63%	5.68%	6.53%	9.49%	9.57%	9.71%	11.27%	7.48%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	291	10	17	103	52	54	14	22	19					
		15.27%	6.02%	19.32%	15.63%	20.55%	25.84%	8.00%	15.49%	8.88%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	0	5	8	3	4	3	4	1					
		1.47%	0.00%	5.68%	1.21%	1.19%	1.91%	1.71%	2.82%	0.47%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	154	9	11	63	24	19	8	5	15					
		8.08%	5.42%	12.50%	9.56%	9.49%	9.09%	4.57%	3.52%	7.01%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	1	4	18	2	2	5	0	1					
		1.73%	0.60%	4.55%	2.73%	0.79%	0.96%	2.86%	0.00%	0.47%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1207	133	46	399	143	106	128	93	159					
		63.33%	80.12%	52.27%	60.55%	56.52%	50.72%	73.14%	65.49%	74.30%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	8	1	0	4	1	1	0	1	0					
		0.42%	0.60%	0.00%	0.61%	0.40%	0.48%	0.00%	0.70%	0.00%					
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
