Выборы Президента Российской Федерации																													
																													
Наименование Избирательной комиссии:    район Новокосино 																													
																													
Итоги голосования 																													
																													
		Сумма	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104					
1	"Число избирателей, внесенных в список"	58853	2829	2592	2978	2775	2278	2425	2243	2632	2538	2483	2885	2965	2964	2929	2789	2961	2378	2206	2678	2668	2851	2806					
2	Число полученных избирательных бюллетеней	54700	2600	2600	2700	2600	2100	2300	2100	2500	2300	2300	2700	2500	2700	2700	2600	2700	2200	2200	2600	2500	2600	2600					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	31892	1668	1521	1504	1427	1211	1316	1213	1416	1521	1491	1456	1541	1628	1646	1523	1597	1257	1195	1464	1334	1482	1481					
5	"Число избирательных бюллетеней, выданных вне помещения"	754	36	41	40	47	42	37	8	21	33	25	54	35	25	36	29	46	43	55	25	19	29	28					
6	Число погашенных избирательных бюллетеней	22054	896	1038	1156	1126	847	947	879	1063	746	784	1190	924	1047	1018	1048	1057	900	950	1111	1147	1089	1091					
7	Число избирательных бюллетеней в переносных ящиках	754	36	41	40	47	42	37	8	21	33	25	54	35	25	36	29	46	43	55	25	19	29	28					
8	Число бюллетеней в стационарных ящиках для голосования	31823	1668	1521	1503	1427	1211	1316	1213	1416	1488	1466	1456	1541	1628	1646	1522	1588	1257	1195	1464	1334	1482	1481					
9	Число недействительных избирательных бюллетеней	228	17	26	14	3	10	12	5	13	8	6	15	11	11	8	8	3	14	9	5	7	13	10					
10	Число действительных избирательных бюллетеней	32349	1687	1536	1529	1471	1243	1341	1216	1424	1513	1485	1495	1565	1642	1674	1543	1631	1286	1241	1484	1346	1498	1499					
11	Число полученных открепительных  удостоверений	1330	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	70	60	60	60	60	60	60					
12	Число выданных открепительных удостоверений	844	39	36	36	44	31	41	28	25	42	39	37	49	39	46	40	64	23	27	35	42	41	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	443	16	14	15	14	21	16	13	11	42	35	25	22	16	22	17	20	24	24	16	17	19	24					
14	Число неиспользованных открепительных удостоверений	486	21	24	24	16	29	19	32	35	18	21	23	11	21	14	20	6	37	33	25	18	19	20					
15	"Число открепительных удостоверений, выданных в ТИК"	14	0	0	0	0	1	0	0	3	0	2	2	1	2	0	0	1	0	0	1	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																													
18	. Глазьев Сергей Юрьевич	1790	88	69	87	78	54	115	55	77	103	81	88	88	98	95	73	93	66	65	82	64	79	92					
		5.49%	5.16%	4.42%	5.64%	5.29%	4.31%	8.50%	4.50%	5.36%	6.77%	5.43%	5.83%	5.58%	5.93%	5.65%	4.71%	5.69%	5.08%	5.20%	5.51%	4.73%	5.23%	6.10%					
19	. Малышкин Олег Александрович	486	32	22	27	19	15	16	15	19	22	8	26	19	24	71	16	18	16	26	23	14	18	20					
		1.49%	1.88%	1.41%	1.75%	1.29%	1.20%	1.18%	1.23%	1.32%	1.45%	0.54%	1.72%	1.21%	1.45%	4.22%	1.03%	1.10%	1.23%	2.08%	1.54%	1.03%	1.19%	1.33%					
20	. Миронов Сергей Михайлович	198	8	9	12	16	7	6	5	4	13	8	13	5	17	7	4	16	4	7	7	9	7	14					
		0.61%	0.47%	0.58%	0.78%	1.09%	0.56%	0.44%	0.41%	0.28%	0.85%	0.54%	0.86%	0.32%	1.03%	0.42%	0.26%	0.98%	0.31%	0.56%	0.47%	0.67%	0.46%	0.93%					
21	. Путин Владимир Владимирович	23196	1209	1151	1112	1088	858	922	907	1054	1054	1068	1064	1105	1175	1124	1162	1114	939	911	1083	961	1096	1039					
		71.20%	70.95%	73.69%	72.07%	73.81%	68.48%	68.14%	74.28%	73.35%	69.30%	71.63%	70.46%	70.11%	71.08%	66.83%	74.92%	68.18%	72.23%	72.88%	72.73%	71.03%	72.53%	68.85%					
22	. Хакамада Ирина Муцуовна	2333	98	76	103	92	96	84	60	85	113	121	119	130	137	152	92	155	102	74	111	119	114	100					
		7.16%	5.75%	4.87%	6.68%	6.24%	7.66%	6.21%	4.91%	5.92%	7.43%	8.12%	7.88%	8.25%	8.29%	9.04%	5.93%	9.49%	7.85%	5.92%	7.45%	8.80%	7.54%	6.63%					
