Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Уваровская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918					
1	"Число избирателей, внесенных в список избирателей"	9053	578	592	233	276	495	378	441	390	415	482	438	396	401	177	92	645	391	221	337	173	519	498	485					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9109	570	600	235	280	495	380	450	388	420	480	440	405	405	179	94	650	383	230	345	170	520	495	495					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5455	199	485	152	153	341	197	287	146	275	291	369	259	307	115	57	279	226	119	158	90	363	342	245					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2314	255	86	68	86	86	105	61	171	81	85	32	55	81	33	17	239	117	63	126	66	141	135	125					
6	Число погашенных избирательных бюллетеней	1340	116	29	15	41	68	78	102	71	64	104	39	91	17	31	20	132	40	48	61	14	16	18	125					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2314	255	86	68	86	86	105	61	171	81	85	32	55	81	33	17	239	117	63	126	66	141	135	125					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5455	199	485	152	153	341	197	287	146	275	291	369	259	307	115	57	279	226	119	158	90	363	342	245					
9	Число недействительных избирательных бюллетеней	133	2	27	11	2	1	3	3	11	10	6	6	2	23	2	5	4	0	2	3	2	5	0	3					
10	Число действительных избирательных бюллетеней	7636	452	544	209	237	426	299	345	306	346	370	395	312	365	146	69	514	343	180	281	154	499	477	367					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	178	11	11	5	6	9	8	8	8	8	9	9	8	8	4	3	12	7	5	7	4	10	9	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	49	4	5	0	6	3	2	2	4	0	1	5	0	2	1	0	4	2	0	0	0	3	0	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	57	5	3	2	3	4	3	0	6	3	3	1	1	0	2	1	9	3	2	2	1	0	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	129	7	6	5	0	6	6	6	4	8	8	4	8	6	3	3	8	5	5	7	4	7	9	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	349	35	30	10	9	15	11	5	25	24	7	14	3	13	5	3	65	7	8	12	7	23	8	10					
		4.49%	7.71%	5.25%	4.55%	3.77%	3.51%	3.64%	1.44%	7.89%	6.74%	1.86%	3.49%	0.96%	3.35%	3.38%	4.05%	12.55%	2.04%	4.40%	4.23%	4.49%	4.56%	1.68%	2.70%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	609	65	36	16	13	29	40	46	37	18	41	32	3	35	10	7	65	20	16	32	6	10	22	10					
		7.84%	14.32%	6.30%	7.27%	5.44%	6.79%	13.25%	13.22%	11.67%	5.06%	10.90%	7.98%	0.96%	9.02%	6.76%	9.46%	12.55%	5.83%	8.79%	11.27%	3.85%	1.98%	4.61%	2.70%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	3	3	0	1	2	1	1	5	4	0	1	0	0	0	0	4	0	0	3	1	3	0	0					
		0.41%	0.66%	0.53%	0.00%	0.42%	0.47%	0.33%	0.29%	1.58%	1.12%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	1.06%	0.64%	0.60%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	857	49	80	35	19	59	51	25	32	45	54	34	19	36	10	6	109	27	12	22	13	47	38	35					
		11.03%	10.79%	14.01%	15.91%	7.95%	13.82%	16.89%	7.18%	10.09%	12.64%	14.36%	8.48%	6.05%	9.28%	6.76%	8.11%	21.04%	7.87%	6.59%	7.75%	8.33%	9.33%	7.97%	9.46%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	25	0	1	1	0	1	2	2	0	3	0	2	0	0	0	1	1	2	0	2	0	4	2	1					
		0.32%	0.00%	0.18%	0.45%	0.00%	0.23%	0.66%	0.57%	0.00%	0.84%	0.00%	0.50%	0.00%	0.00%	0.00%	1.35%	0.19%	0.58%	0.00%	0.70%	0.00%	0.79%	0.42%	0.27%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5756	299	393	147	194	320	194	265	207	251	268	311	287	281	120	52	270	287	144	209	127	412	407	311					
		74.09%	65.86%	68.83%	66.82%	81.17%	74.94%	64.24%	76.15%	65.30%	70.51%	71.28%	77.56%	91.40%	72.42%	81.08%	70.27%	52.12%	83.67%	79.12%	73.59%	81.41%	81.75%	85.32%	84.05%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	8	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0					
		0.10%	0.22%	0.18%	0.00%	0.42%	0.00%	0.00%	0.29%	0.00%	0.28%	0.00%	0.25%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
