Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Уваровская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990					
1	"Число избирателей, внесенных в списки избирателей"	8932	535	569	222	278	879	68	364	317	393	466	416	352	239	368	98	642	365	236	333	218	553	510	511					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8645	520	550	200	260	860	65	350	300	360	450	420	350	230	350	100	630	350	230	320	200	550	500	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4827	241	320	130	176	394	54	237	216	241	297	303	262	147	215	64	273	151	142	137	67	301	248	211					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2342	122	76	70	68	272	11	63	65	97	109	45	62	66	119	21	186	118	47	132	105	167	186	135					
6	Число погашенных избирательных бюллетеней	1476	157	154	0	16	194	0	50	19	22	44	72	26	17	16	15	171	81	41	51	28	82	66	154					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2342	122	76	70	68	272	11	63	65	97	109	45	62	66	119	21	186	118	47	132	105	167	186	135					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4827	241	320	130	176	394	54	237	216	241	297	303	262	147	215	64	273	151	142	137	67	301	248	211					
9	Число недействительных избирательных бюллетеней	12	1	0	0	0	2	0	0	1	2	1	0	1	0	0	0	2	0	0	0	0	2	0	0					
10	Число действительных избирательных бюллетеней	7157	362	396	200	244	664	65	300	280	336	405	348	323	213	334	85	457	269	189	269	172	466	434	346					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	186	6	6	2	4	18	1	4	3	4	7	43	20	8	3	1	12	4	2	4	2	11	10	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	157	6	6	2	4	18	1	4	3	4	7	39	9	8	3	0	9	4	2	2	0	6	9	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	84	5	6	2	4	12	5	3	7	4	4	5	3	2	1	2	4	4	0	1	1	4	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	29	0	0	0	0	0	0	0	0	0	0	4	11	0	0	1	3	0	0	2	2	5	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	226	16	14	7	12	24	2	18	9	12	11	9	0	3	14	4	17	2	4	7	9	14	13	5					
		3.15%	4.41%	3.54%	3.50%	4.92%	3.60%	3.08%	6.00%	3.20%	3.55%	2.71%	2.59%	0.00%	1.41%	4.19%	4.71%	3.70%	0.74%	2.12%	2.60%	5.23%	2.99%	2.99%	1.45%					
19	2.Всероссийская политическая партия «Гражданская Сила»	14	1	0	0	1	0	1	0	0	1	1	0	0	0	2	0	3	1	0	0	0	1	1	1					
		0.20%	0.28%	0.00%	0.00%	0.41%	0.00%	1.54%	0.00%	0.00%	0.30%	0.25%	0.00%	0.00%	0.00%	0.60%	0.00%	0.65%	0.37%	0.00%	0.00%	0.00%	0.21%	0.23%	0.29%					
20	3.Политическая партия «Демократическая партия России»	5	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.25%	0.29%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	741	40	55	33	18	57	4	19	24	32	28	25	11	17	17	0	82	54	16	35	24	58	42	50					
		10.34%	11.02%	13.89%	16.50%	7.38%	8.56%	6.15%	6.33%	8.54%	9.47%	6.90%	7.18%	3.40%	7.98%	5.09%	0.00%	17.86%	20.07%	8.47%	13.01%	13.95%	12.39%	9.68%	14.45%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	8	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0					
		0.11%	0.28%	0.00%	0.50%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	1.12%	0.00%	0.21%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.53%	0.00%	0.00%	0.21%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	476	27	26	12	9	35	8	16	16	27	37	15	5	23	15	10	30	24	15	13	8	44	29	32					
		6.64%	7.44%	6.57%	6.00%	3.69%	5.26%	12.31%	5.33%	5.69%	7.99%	9.11%	4.31%	1.54%	10.80%	4.49%	11.76%	6.54%	8.92%	7.94%	4.83%	4.65%	9.40%	6.68%	9.25%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	404	31	33	9	17	27	2	11	11	16	15	16	5	6	10	1	35	18	14	21	9	39	13	45					
		5.64%	8.54%	8.33%	4.50%	6.97%	4.05%	3.08%	3.67%	3.91%	4.73%	3.69%	4.60%	1.54%	2.82%	2.99%	1.18%	7.63%	6.69%	7.41%	7.81%	5.23%	8.33%	2.99%	13.01%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	30	0	3	1	0	4	0	2	3	0	1	1	0	3	3	0	2	1	2	0	0	0	1	3					
		0.42%	0.00%	0.76%	0.50%	0.00%	0.60%	0.00%	0.67%	1.07%	0.00%	0.25%	0.29%	0.00%	1.41%	0.90%	0.00%	0.44%	0.37%	1.06%	0.00%	0.00%	0.00%	0.23%	0.87%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5224	244	263	137	185	515	48	230	217	245	310	280	302	161	273	67	286	166	137	188	122	305	334	209					
		72.87%	67.22%	66.41%	68.50%	75.82%	77.33%	73.85%	76.67%	77.22%	72.49%	76.35%	80.46%	93.21%	75.59%	81.74%	78.82%	62.31%	61.71%	72.49%	69.89%	70.93%	65.17%	76.96%	60.40%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	24	2	2	0	2	1	0	3	0	1	1	1	0	0	0	3	0	2	0	2	0	3	0	1					
		0.33%	0.55%	0.51%	0.00%	0.82%	0.15%	0.00%	1.00%	0.00%	0.30%	0.25%	0.29%	0.00%	0.00%	0.00%	3.53%	0.00%	0.74%	0.00%	0.74%	0.00%	0.64%	0.00%	0.29%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
