Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Могойтуйская																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223									
1	"Число избирателей, включенных в список избирателей"	18533	1945	1884	2163	1931	830	396	188	699	132	801	1050	809	292	669	614	847	555	592	734	261	865	89	187									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19650	1900	1700	1900	1800	850	450	180	750	120	850	1000	950	350	650	600	2000	620	620	880	300	900	100	180									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	941	0	0	0	0	45	23	33	89	15	85	97	134	36	25	35	0	51	65	92	0	65	19	32									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11355	982	941	1224	973	597	294	107	463	72	446	674	495	206	389	441	694	390	401	536	224	632	51	123									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	753	69	90	40	29	37	22	18	21	15	53	86	30	16	43	28	29	20	37	38	0	23	1	8									
6	Число погашенных избирательных бюллетеней	6601	849	669	636	798	171	111	22	177	18	266	143	291	92	193	96	1277	159	117	214	76	180	29	17									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1694	69	90	40	29	82	45	51	110	30	138	183	164	52	68	63	29	71	102	130	0	88	20	40									
8	Число бюллетеней в стационарных ящиках для голосования	11355	982	941	1224	973	597	294	107	463	72	446	674	495	206	389	441	694	390	401	536	224	632	51	123									
9	Число недействительных избирательных бюллетеней	121	20	12	13	12	6	2	1	3	0	3	10	3	3	3	3	8	2	1	8	1	5	1	1									
