Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Майская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97					
1	"Число избирателей, внесенных в списки избирателей"	26158	1419	1079	1013	1030	966	840	1418	922	1002	700	1858	1786	2198	1617	242	86	2466	2515	767	229	1741	264					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26120	1420	1070	1015	1015	985	845	1420	927	975	695	1815	1775	2185	1630	235	86	2500	2530	770	227	1730	270					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23969	1237	930	937	969	843	801	1376	851	922	628	1609	1658	1928	1551	232	86	2321	2364	685	208	1634	199					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1194	83	95	59	22	84	29	42	29	42	37	90	64	187	36	0	0	82	64	44	11	44	50					
6	Число погашенных избирательных бюллетеней	957	100	45	19	24	58	15	2	47	11	30	116	53	70	43	3	0	97	102	41	8	52	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1194	83	95	59	22	84	29	42	29	42	37	90	64	187	36	0	0	82	64	44	11	44	50					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23969	1237	930	937	969	843	801	1376	851	922	628	1609	1658	1928	1551	232	86	2321	2364	685	208	1634	199					
9	Число недействительных избирательных бюллетеней	37	0	0	0	10	0	1	2	2	0	0	0	0	0	6	7	0	1	1	0	0	7	0					
10	Число действительных избирательных бюллетеней	25126	1320	1025	996	981	927	829	1416	878	964	665	1699	1722	2115	1581	225	86	2402	2427	729	219	1671	249					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	126	9	15	5	5	4	15	4	4	4	2	10	9	5	4	0	0	10	6	7	0	8	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	77	6	2	3	0	4	7	4	4	0	1	10	8	3	3	0	0	9	6	2	0	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	28	1	2	1	0	5	0	1	0	0	0	1	3	1	0	2	0	3	3	0	4	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	49	3	13	2	5	0	8	0	0	4	1	0	1	2	1	0	0	1	0	5	0	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	0	0	0	0	1	0	1	0	0	1	0	4	0	0	0	1	2	0	0	4	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	65	0	5	4	0	2	0	0	0	0	7	6	0	0	0	0	0	11	1	6	2	17	4					
		0.26%	0.00%	0.49%	0.40%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	1.05%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.04%	0.82%	0.91%	1.01%	1.61%					
19	2.Всероссийская политическая партия «Гражданская Сила»	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1650	118	78	25	60	63	23	142	77	79	31	110	107	200	132	8	5	35	200	49	17	82	9					
		6.56%	8.94%	7.61%	2.51%	6.05%	6.80%	2.77%	10.01%	8.75%	8.20%	4.66%	6.47%	6.21%	9.46%	8.32%	3.45%	5.81%	1.46%	8.24%	6.72%	7.76%	4.89%	3.61%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	4	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.30%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	232	0	7	9	0	11	1	1	0	0	2	10	23	0	106	2	2	21	2	9	2	16	8					
		0.92%	0.00%	0.68%	0.90%	0.00%	1.19%	0.12%	0.07%	0.00%	0.00%	0.30%	0.59%	1.34%	0.00%	6.68%	0.86%	2.33%	0.87%	0.08%	1.23%	0.91%	0.95%	3.21%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	215	0	9	13	30	0	5	4	0	5	23	10	25	0	9	1	0	30	35	1	0	15	0					
		0.85%	0.00%	0.88%	1.31%	3.03%	0.00%	0.60%	0.28%	0.00%	0.52%	3.46%	0.59%	1.45%	0.00%	0.57%	0.43%	0.00%	1.25%	1.44%	0.14%	0.00%	0.89%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	19	0	3	4	0	0	1	0	0	0	0	0	0	0	0	1	0	7	0	0	0	3	0					
		0.08%	0.00%	0.29%	0.40%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.29%	0.00%	0.00%	0.00%	0.18%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	22924	1202	923	936	891	849	799	1268	801	880	602	1563	1567	1915	1334	212	79	2294	2189	664	198	1531	227					
		91.10%	91.06%	90.05%	93.98%	89.91%	91.59%	96.27%	89.42%	91.02%	91.29%	90.53%	91.99%	90.99%	90.54%	84.06%	91.38%	91.86%	95.46%	90.16%	91.08%	90.41%	91.24%	91.16%					
