Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Район Чертаново Центральное																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №3158					
1	"Число избирателей, внесенных в списки"	69153	2519	1942	1875	2081	2575	2366	2444	2407	2399	2464	2233	2642	2586	2461	2521	2569	2475	2553	2267	2401	2540	2169	2374	1582	2621	2818	2650	2398	2045	176					
2	"Число бюллетеней, полученных участковыми комиссиями"	63877	2300	1700	1700	1900	2400	2200	2300	2200	2200	2300	2100	2500	2400	2300	2300	2400	2300	2300	2100	2200	2300	2000	2200	1500	2500	2600	2400	2200	1900	177					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	39019	1273	1049	1085	1179	1546	1300	1382	1355	1402	1425	1286	1405	1390	1365	1387	1470	1395	1525	1346	1461	1414	1282	1294	816	1405	1526	1447	1427	1206	176					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1098	42	21	37	28	48	34	47	47	41	50	41	7	51	47	36	26	47	43	33	28	43	41	62	39	46	34	18	31	30	0					
6	Число погашенных бюллетеней	23760	985	630	578	693	806	866	871	798	757	825	773	1088	959	888	877	904	858	732	721	711	843	677	844	645	1049	1040	935	742	664	1					
7	Число бюллетеней в переносных ящиках для голосования	1096	42	21	37	28	48	34	47	47	41	50	41	7	51	47	36	26	47	43	33	28	43	39	62	39	46	34	18	31	30	0					
8	Число бюллетеней в стационарных ящиках для голосования	38830	1270	1049	1079	1149	1546	1300	1381	1353	1392	1425	1279	1405	1382	1353	1369	1467	1395	1525	1344	1443	1414	1278	1294	813	1347	1526	1447	1426	1203	176					
9	Число недействительных бюллетеней	401	13	17	8	12	18	1	18	7	18	19	14	14	13	11	18	16	13	20	22	10	14	10	20	4	30	13	12	11	3	2					
10	Число действительных бюллетеней	39525	1299	1053	1108	1165	1576	1333	1410	1393	1415	1456	1306	1398	1420	1389	1387	1477	1429	1548	1355	1461	1443	1307	1336	848	1363	1547	1453	1446	1230	174					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1220	40	40	40	40	40	40	40	50	40	60	40	40	40	60	60	40	40	40	60	40	40	40	40	20	40	30	40	40	40	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	863	25	20	35	20	31	23	23	35	25	45	29	30	37	39	40	22	37	30	50	32	21	24	31	13	39	28	32	26	21	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	614	30	31	24	16	38	21	10	17	16	20	21	22	19	26	18	17	19	27	22	10	28	28	47	16	13	18	14	10	16	0					
