Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
"Наименование Избирательной комиссии:    Архангельск, Южная"																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050					
1	"Число избирателей, внесенных в списки избирателей"	62571	1709	2663	2235	2198	2662	2621	2691	2439	2433	2318	2258	2464	135	215	2530	2707	2706	2718	2839	2817	1719	2676	2795	2919	2541	2230	1709	105	84	71	122	68	69	20	30	25	30					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	57556	1500	2500	2000	2000	2500	2500	2500	2400	2400	2000	2000	2000	200	200	2400	2500	2500	2500	2600	2600	1500	2500	2500	2600	2200	2200	1500	150	86	73	200	70	70	20	30	25	32					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	30118	737	1177	969	1016	1168	1145	1278	1314	1223	1150	1064	1129	132	181	1125	1312	1375	1412	1529	1448	883	1087	1382	1309	1206	1059	704	101	84	70	122	63	67	20	28	24	25					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	367	13	18	14	17	22	21	23	17	17	17	17	0	3	0	13	21	10	9	10	9	4	10	11	22	21	11	17	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	27071	750	1305	1017	967	1310	1334	1199	1069	1160	833	919	871	65	19	1262	1167	1115	1079	1061	1143	613	1403	1107	1269	973	1130	779	49	2	3	78	7	3	0	2	1	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	367	13	18	14	17	22	21	23	17	17	17	17	0	3	0	13	21	10	9	10	9	4	10	11	22	21	11	17	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	30097	737	1177	969	1016	1168	1145	1277	1314	1221	1149	1064	1127	132	181	1122	1311	1374	1412	1528	1446	882	1087	1382	1309	1204	1056	704	101	84	70	121	63	67	20	28	24	25					
9	Число недействительных избирательных бюллетеней	264	5	8	3	7	5	9	16	20	7	11	14	2	2	2	12	9	11	18	20	10	7	9	11	6	9	11	3	1	3	2	4	3	0	1	0	2	1					
10	Число действительных избирательных бюллетеней	30200	745	1187	980	1026	1185	1157	1284	1311	1231	1155	1067	1125	133	179	1123	1323	1373	1403	1518	1445	879	1088	1382	1325	1216	1056	718	100	81	68	117	60	67	19	28	22	24					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	970	30	40	35	35	40	40	40	40	40	40	40	50	0	0	40	40	40	40	40	40	35	40	40	40	35	35	35	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	473	18	17	21	14	20	18	19	17	19	23	19	34	0	0	23	17	22	14	17	18	14	21	27	13	14	16	18	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	360	8	13	10	10	10	10	13	15	13	11	9	16	11	47	18	11	13	8	10	12	10	17	18	12	7	15	13	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	497	12	23	14	21	20	22	21	23	21	17	21	16	0	0	17	23	18	26	23	22	21	19	13	27	21	19	17	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0					
