Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
"Наименование Избирательной комиссии:    Иваново, Фрунзенская"																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182					
1	"Число избирателей, внесенных в списки избирателей"	92856	2350	2369	1790	1489	1430	1250	1934	1759	1654	1856	1938	1229	2499	2387	1722	2251	1439	1979	2541	2442	2213	1864	1959	1814	2423	2181	2399	2722	2041	2071	1986	1939	1953	2518	2850	2066	2620	2171	2189	2569	1972	2264	1609	2094	2061					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	83329	2123	2110	1611	1337	1272	1140	1724	1586	1474	1668	1733	1113	2239	2117	1621	2050	1316	1778	2282	2191	1988	1655	1753	1623	2136	1931	2129	2444	1798	1860	1788	1751	1767	2254	2649	1901	2341	1947	1946	2297	1806	2002	1393	1859	1826					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	46104	1250	1241	1040	774	717	675	984	881	782	865	1035	539	1016	1049	929	1187	755	1086	1466	1435	968	847	973	820	1260	1125	1340	1324	1000	914	843	1010	979	1305	1782	1028	1165	1011	948	1310	972	947	737	978	812					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1634	15	51	23	30	27	96	18	34	108	29	27	30	24	51	29	25	18	11	19	17	52	22	62	33	24	62	25	29	83	40	65	23	37	46	43	19	22	39	32	24	6	37	28	38	61					
6	Число погашенных избирательных бюллетеней	35591	858	818	548	533	528	369	722	671	584	774	671	544	1199	1017	663	838	543	681	797	739	968	786	718	770	852	744	764	1091	715	906	880	718	751	903	824	854	1154	897	966	963	828	1018	628	843	953					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1633	15	51	22	30	27	96	18	34	108	29	27	30	24	51	29	25	18	11	19	17	52	22	62	33	24	62	25	29	83	40	65	23	37	46	43	19	22	39	32	24	6	37	28	38	61					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	46065	1250	1241	1037	772	717	675	984	881	780	865	1035	538	1016	1049	929	1187	755	1086	1466	1434	968	846	973	820	1257	1123	1338	1324	1000	913	843	1007	978	1293	1782	1028	1164	1011	947	1310	972	944	737	978	812					
9	Число недействительных избирательных бюллетеней	445	10	8	14	5	5	7	11	9	9	10	7	8	10	10	12	6	7	20	8	13	11	3	10	6	16	6	16	21	11	10	10	11	4	10	27	7	17	7	10	7	6	10	8	7	5					
10	Число действительных избирательных бюллетеней	47253	1255	1284	1045	797	739	764	991	906	879	884	1055	560	1030	1090	946	1206	766	1077	1477	1438	1009	865	1025	847	1265	1179	1347	1332	1072	943	898	1019	1011	1329	1798	1040	1169	1043	969	1327	972	971	757	1009	868					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1240	25	30	20	15	15	15	19	20	20	15	15	15	15	20	140	35	45	20	35	30	25	45	15	15	25	19	15	25	25	25	20	20	20	15	41	50	25	21	15	25	130	15	15	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	928	23	27	13	10	5	13	17	17	19	9	11	5	13	14	132	28	42	14	31	21	18	29	15	14	21	12	14	19	19	22	17	16	16	14	24	11	18	16	8	19	77	9	13	12	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	644	18	15	13	9	14	7	21	12	11	11	12	9	8	17	29	12	22	12	21	10	9	17	18	10	25	16	23	20	15	12	7	17	12	11	14	6	17	10	8	13	27	8	5	26	15					
14	Число погашенных неиспользованных открепительных удостоверений	312	2	3	7	5	10	2	2	3	1	6	4	10	2	6	8	7	3	6	4	9	7	16	0	1	4	7	1	6	6	3	3	4	4	1	17	39	7	5	7	6	53	6	2	3	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	1.Политическая партия «Аграрная партия России»	1785	52	42	42	32	30	40	27	30	39	37	53	30	31	39	61	47	35	30	54	62	52	30	31	35	53	44	43	69	32	47	38	39	33	49	26	24	60	29	38	39	33	36	26	34	32					
		3.74%	4.11%	3.25%	3.97%	3.99%	4.03%	5.19%	2.69%	3.28%	4.39%	4.14%	4.99%	5.28%	2.98%	3.55%	6.37%	3.88%	4.53%	2.73%	3.64%	4.27%	5.10%	3.46%	2.99%	4.10%	4.14%	3.71%	3.15%	5.10%	2.95%	4.93%	4.19%	3.79%	3.25%	3.66%	1.42%	2.29%	5.06%	2.76%	3.88%	2.92%	3.37%	3.67%	3.40%	3.35%	3.67%					
19	2.Всероссийская политическая партия «Гражданская Сила»	995	23	22	15	17	20	12	19	23	9	25	17	5	7	21	17	33	17	25	58	42	33	18	19	27	26	25	21	45	27	14	18	28	34	42	13	7	26	11	16	26	30	12	8	19	23					
		2.09%	1.82%	1.70%	1.42%	2.12%	2.69%	1.56%	1.90%	2.51%	1.01%	2.80%	1.60%	0.88%	0.67%	1.91%	1.77%	2.72%	2.20%	2.28%	3.91%	2.89%	3.24%	2.07%	1.84%	3.17%	2.03%	2.11%	1.54%	3.33%	2.49%	1.47%	1.98%	2.72%	3.35%	3.14%	0.71%	0.67%	2.19%	1.05%	1.63%	1.95%	3.07%	1.22%	1.05%	1.87%	2.63%					
20	3.Политическая партия «Демократическая партия России»	68	7	2	0	0	1	1	2	0	1	2	0	0	2	1	0	4	0	0	0	4	1	0	5	1	1	2	2	2	0	6	2	0	1	0	3	2	0	3	2	0	2	2	2	1	1					
		0.14%	0.55%	0.15%	0.00%	0.00%	0.13%	0.13%	0.20%	0.00%	0.11%	0.22%	0.00%	0.00%	0.19%	0.09%	0.00%	0.33%	0.00%	0.00%	0.00%	0.28%	0.10%	0.00%	0.48%	0.12%	0.08%	0.17%	0.15%	0.15%	0.00%	0.63%	0.22%	0.00%	0.10%	0.00%	0.16%	0.19%	0.00%	0.29%	0.20%	0.00%	0.20%	0.20%	0.26%	0.10%	0.11%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5455	175	188	130	111	116	96	128	111	100	81	131	51	77	122	90	162	87	143	168	209	125	106	88	88	147	146	156	109	166	129	127	135	177	150	107	53	159	109	95	177	78	68	77	108	99					
		11.44%	13.83%	14.55%	12.28%	13.84%	15.59%	12.45%	12.77%	12.13%	11.26%	9.06%	12.34%	8.98%	7.40%	11.09%	9.39%	13.37%	11.25%	13.04%	11.31%	14.40%	12.25%	12.21%	8.50%	10.32%	11.48%	12.32%	11.45%	8.06%	15.33%	13.54%	13.99%	13.11%	17.44%	11.20%	5.86%	5.06%	13.41%	10.38%	9.70%	13.27%	7.98%	6.93%	10.07%	10.63%	11.34%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	755	18	8	14	6	8	6	22	8	11	9	25	7	15	14	12	29	14	24	33	33	24	21	24	14	35	10	17	25	18	23	26	30	17	22	7	8	7	11	13	35	11	12	10	12	7					
		1.58%	1.42%	0.62%	1.32%	0.75%	1.08%	0.78%	2.20%	0.87%	1.24%	1.01%	2.35%	1.23%	1.44%	1.27%	1.25%	2.39%	1.81%	2.19%	2.22%	2.27%	2.35%	2.42%	2.32%	1.64%	2.73%	0.84%	1.25%	1.85%	1.66%	2.41%	2.86%	2.91%	1.67%	1.64%	0.38%	0.76%	0.59%	1.05%	1.33%	2.62%	1.12%	1.22%	1.31%	1.18%	0.80%					
23	6.Политическая партия «Партия социальной справедливости»	173	7	13	1	1	4	2	3	0	3	5	4	2	3	2	9	3	3	2	3	6	4	7	1	1	3	3	7	4	1	5	7	3	3	5	1	1	3	7	2	3	10	3	3	7	3					
		0.36%	0.55%	1.01%	0.09%	0.12%	0.54%	0.26%	0.30%	0.00%	0.34%	0.56%	0.38%	0.35%	0.29%	0.18%	0.94%	0.25%	0.39%	0.18%	0.20%	0.41%	0.39%	0.81%	0.10%	0.12%	0.23%	0.25%	0.51%	0.30%	0.09%	0.52%	0.77%	0.29%	0.30%	0.37%	0.05%	0.10%	0.25%	0.67%	0.20%	0.22%	1.02%	0.31%	0.39%	0.69%	0.34%					
24	7.Политическая партия «Либерально-демократическая партия России»	4935	142	143	85	54	82	61	108	82	71	97	98	75	149	125	85	138	80	94	149	136	105	67	89	83	120	123	128	134	100	83	78	94	94	139	289	132	111	122	112	127	151	100	95	111	94					
		10.35%	11.23%	11.07%	8.03%	6.73%	11.02%	7.91%	10.78%	8.96%	7.99%	10.85%	9.23%	13.20%	14.33%	11.36%	8.87%	11.39%	10.35%	8.57%	10.03%	9.37%	10.29%	7.72%	8.60%	9.73%	9.37%	10.38%	9.39%	9.90%	9.23%	8.71%	8.59%	9.13%	9.26%	10.38%	15.84%	12.61%	9.36%	11.62%	11.44%	9.52%	15.44%	10.19%	12.42%	10.93%	10.77%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3655	100	121	78	42	53	58	76	71	68	81	91	45	78	73	64	128	57	78	119	111	83	85	90	72	109	141	100	101	97	102	86	129	71	96	58	60	52	64	57	108	60	60	57	69	56					
		7.66%	7.91%	9.37%	7.37%	5.24%	7.12%	7.52%	7.58%	7.76%	7.66%	9.06%	8.57%	7.92%	7.50%	6.64%	6.68%	10.56%	7.37%	7.11%	8.01%	7.65%	8.14%	9.79%	8.70%	8.44%	8.51%	11.90%	7.34%	7.46%	8.96%	10.70%	9.47%	12.52%	6.99%	7.17%	3.18%	5.73%	4.38%	6.10%	5.82%	8.10%	6.13%	6.12%	7.45%	6.79%	6.41%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	540	26	10	17	7	12	10	16	11	5	8	15	3	12	14	12	18	8	11	25	14	15	12	15	5	16	7	13	25	12	13	8	9	21	13	16	7	20	6	4	6	10	7	12	10	4					
		1.13%	2.06%	0.77%	1.61%	0.87%	1.61%	1.30%	1.60%	1.20%	0.56%	0.89%	1.41%	0.53%	1.15%	1.27%	1.25%	1.49%	1.03%	1.00%	1.68%	0.96%	1.47%	1.38%	1.45%	0.59%	1.25%	0.59%	0.95%	1.85%	1.11%	1.36%	0.88%	0.87%	2.07%	0.97%	0.88%	0.67%	1.69%	0.57%	0.41%	0.45%	1.02%	0.71%	1.57%	0.98%	0.46%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	27794	669	703	639	494	391	458	569	545	553	513	600	328	641	653	580	608	453	645	821	773	546	494	636	504	723	651	830	795	590	496	481	515	531	778	1266	736	716	664	607	773	565	653	454	624	530					
		58.27%	52.89%	54.41%	60.34%	61.60%	52.55%	59.40%	56.79%	59.56%	62.27%	57.38%	56.50%	57.75%	61.63%	59.36%	60.54%	50.17%	58.60%	58.80%	55.29%	53.27%	53.53%	56.91%	61.45%	59.09%	56.44%	54.94%	60.90%	58.76%	54.48%	52.05%	52.97%	50.00%	52.32%	58.10%	69.37%	70.30%	60.37%	63.24%	62.00%	57.95%	57.77%	66.56%	59.35%	61.42%	60.71%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1098	36	32	24	33	22	20	21	25	19	26	21	14	15	26	16	36	12	25	47	48	21	25	27	17	32	27	30	23	29	25	27	37	29	35	12	10	15	17	23	33	22	18	13	14	19					
		2.30%	2.85%	2.48%	2.27%	4.11%	2.96%	2.59%	2.10%	2.73%	2.14%	2.91%	1.98%	2.46%	1.44%	2.36%	1.67%	2.97%	1.55%	2.28%	3.16%	3.31%	2.06%	2.88%	2.61%	1.99%	2.50%	2.28%	2.20%	1.70%	2.68%	2.62%	2.97%	3.59%	2.86%	2.61%	0.66%	0.96%	1.26%	1.62%	2.35%	2.47%	2.25%	1.83%	1.70%	1.38%	2.18%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
