Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Илимпийская																				
																				
Сводная таблица итогов голосования  по федеральному округу																				
																				
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13					
1	"Число избирателей, внесенных в списки"	6760	1676	1361	725	1576	393	158	172	145	90	166	83	165	50					
2	"Число бюллетеней, полученных участковыми комиссиями"	5837	1330	1073	595	1352	395	165	181	145	90	166	80	209	56					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	2828	627	440	275	557	207	90	95	101	58	136	61	136	45					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	150	17	50	25	24	7	0	6	2	3	6	0	9	1					
6	Число погашенных бюллетеней	2859	686	583	295	771	181	75	80	42	29	24	19	64	10					
7	Число бюллетеней в переносных ящиках для голосования	150	17	50	25	24	7	0	6	2	3	6	0	9	1					
8	Число бюллетеней в стационарных ящиках для голосования	2828	627	440	275	557	207	90	95	101	58	136	61	136	45					
9	Число недействительных бюллетеней	42	4	6	1	7	9	2	2	0	2	1	1	6	1					
10	Число действительных бюллетеней	2936	640	484	299	574	205	88	99	103	59	141	60	139	45					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	280	40	20	20	20	40	20	20	20	10	20	10	30	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	36	5	2	2	2	9	1	12	0	3	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	27	18	3	1	4	0	0	0	0	1	0	0	0	0					
14	Число погашенных открепительных удостоверений	244	35	18	18	18	31	19	8	20	7	20	10	30	10					
15	Число открепительных удостоверений выданных ТИК	3	1	0	0	1	0	0	0	0	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	"1. ""ЕДИНЕНИЕ"""	51	3	11	3	9	8	3	2	2	2	0	2	6	0					
		1.71%	0.46%	2.24%	1.0%	1.54%	3.73%	3.33%	1.98%	1.94%	3.27%	0.0%	3.27%	4.13%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	136	33	22	17	34	5	2	7	6	3	3	2	2	0					
		4.56%	5.12%	4.48%	5.66%	5.85%	2.33%	2.22%	6.93%	5.82%	4.91%	2.11%	3.27%	1.37%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	81	21	10	7	11	8	1	6	2	0	7	2	6	0					
		2.71%	3.26%	2.04%	2.33%	1.89%	3.73%	1.11%	5.94%	1.94%	0.0%	4.92%	3.27%	4.13%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	72	19	14	16	21	1	0	0	0	0	1	0	0	0					
		2.41%	2.95%	2.85%	5.33%	3.61%	0.46%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	10	0	2	0	4	0	0	0	0	0	2	0	2	0					
		0.33%	0.0%	0.40%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	1.40%	0.0%	1.37%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	3	0	0	0	0	0	1	1	0	1	0	0	0	0					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	1.11%	0.99%	0.0%	1.63%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	14	5	1	1	6	0	0	0	0	0	0	0	1	0					
		0.47%	0.77%	0.20%	0.33%	1.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%					
25	"8. ""Народно-республиканская партия России"""	5	0	2	0	0	2	0	0	0	0	0	1	0	0					
		0.16%	0.0%	0.40%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.0%	0.0%	1.63%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	10	4	0	0	3	1	0	1	0	0	1	0	0	0					
		0.33%	0.62%	0.0%	0.0%	0.51%	0.46%	0.0%	0.99%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	28	5	6	1	8	2	0	0	2	0	2	1	1	0					
		0.94%	0.77%	1.22%	0.33%	1.37%	0.93%	0.0%	0.0%	1.94%	0.0%	1.40%	1.63%	0.68%	0.0%					
28	"11. ""Истинные патриоты России"""	10	4	3	1	1	1	0	0	0	0	0	0	0	0					
		0.33%	0.62%	0.61%	0.33%	0.17%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	63	15	11	3	15	0	13	1	0	0	1	3	0	1					
		2.11%	2.32%	2.24%	1.0%	2.58%	0.0%	14.44%	0.99%	0.0%	0.0%	0.70%	4.91%	0.0%	2.17%					
30	"13. ""Демократическая партия России"""	5	1	1	0	1	1	0	0	0	0	0	0	1	0					
		0.16%	0.15%	0.20%	0.0%	0.17%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	30	2	4	4	5	12	1	1	0	0	1	0	0	0					
		1.00%	0.31%	0.81%	1.33%	0.86%	5.60%	1.11%	0.99%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	2	0	1	0	1	0	0	0	0	0	0	0	0	0					
		0.06%	0.0%	0.20%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	241	58	40	32	73	6	1	2	2	7	5	1	2	12					
		8.09%	9.00%	8.16%	10.66%	12.56%	2.80%	1.11%	1.98%	1.94%	11.47%	3.52%	1.63%	1.37%	26.08%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	6	1	3	0	1	0	0	0	0	0	0	0	0	1					
		0.20%	0.15%	0.61%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.17%					
35	"18. ""ЛДПР"""	249	54	61	27	54	3	7	3	0	4	21	3	10	2					
		8.36%	8.38%	12.44%	9.0%	9.29%	1.40%	7.77%	2.97%	0.0%	6.55%	14.78%	4.91%	6.89%	4.34%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	37	10	3	2	8	1	1	2	2	1	0	1	6	0					
		1.24%	1.55%	0.61%	0.66%	1.37%	0.46%	1.11%	1.98%	1.94%	1.63%	0.0%	1.63%	4.13%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	1540	322	243	160	263	127	46	66	74	31	70	34	83	21					
		51.71%	50.0%	49.59%	53.33%	45.26%	59.34%	51.11%	65.34%	71.84%	50.81%	49.29%	55.73%	57.24%	45.65%					
38	"21. ""Российская Конституционно-демократическая партия"""	6	0	0	0	2	1	1	0	0	0	1	1	0	0					
		0.20%	0.0%	0.0%	0.0%	0.34%	0.46%	1.11%	0.0%	0.0%	0.0%	0.70%	1.63%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	5	2	0	0	2	0	0	0	0	0	0	0	1	0					
		0.16%	0.31%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	166	40	21	13	26	14	9	1	2	3	22	5	7	3					
		5.57%	6.21%	4.28%	4.33%	4.47%	6.54%	10.0%	0.99%	1.94%	4.91%	15.49%	8.19%	4.82%	6.52%					
																				
41	Против всех	166	41	25	12	26	12	2	6	11	7	4	4	11	5					
		5.57%	6.36%	5.10%	4.0%	4.47%	5.60%	2.22%	5.94%	10.67%	11.47%	2.81%	6.55%	7.58%	10.86%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
