Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Беловская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020					
1	"Число избирателей, внесенных в список избирателей"	24572	1756	550	172	1708	939	798	327	150	993	132	247	276	292	53	683	188	452	550	373	938	875	1118	1263	108	419	1077	162	1253	108	483	220	98	262	179	143	419	624	1656	892	210	150	198	1078					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24554	1776	571	167	1733	948	810	326	145	1020	134	250	271	313	64	562	199	411	560	381	913	780	1042	1299	135	424	1130	162	1264	104	488	226	101	264	183	140	427	635	1688	862	210	150	202	1084					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14798	1198	301	123	835	492	461	185	103	549	106	227	156	185	43	326	121	325	371	280	490	510	871	562	76	195	710	111	1031	91	312	136	68	145	161	128	226	379	920	318	145	87	120	619					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2134	92	30	12	68	64	59	18	3	80	5	13	17	20	10	116	14	37	25	27	54	92	25	289	32	47	68	35	68	0	32	44	13	36	7	1	39	63	114	215	12	34	35	69					
6	Число погашенных избирательных бюллетеней	7622	486	240	32	830	392	290	123	39	391	23	10	98	108	11	120	64	49	164	74	369	178	146	448	27	182	352	16	165	13	144	46	20	83	15	11	162	193	654	329	53	29	47	396					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2134	92	30	12	68	64	59	18	3	80	5	13	17	20	10	116	14	37	25	27	54	92	25	289	32	47	68	35	68	0	32	44	13	36	7	1	39	63	114	215	12	34	35	69					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14798	1198	301	123	835	492	461	185	103	549	106	227	156	185	43	326	121	325	371	280	490	510	871	562	76	195	710	111	1031	91	312	136	68	145	161	128	226	379	920	318	145	87	120	619					
9	Число недействительных избирательных бюллетеней	364	19	6	2	44	4	7	3	5	18	1	1	7	4	1	2	5	0	7	20	11	5	15	9	0	4	14	1	68	1	4	1	0	7	0	1	5	37	12	6	1	0	3	3					
10	Число действительных избирательных бюллетеней	16568	1271	325	133	859	552	513	200	101	611	110	239	166	201	52	440	130	362	389	287	533	597	881	842	108	238	764	145	1031	90	340	179	81	174	168	128	260	405	1022	527	156	121	152	685					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	500	25	7	2	25	15	32	5	5	15	4	12	3	18	9	5	8	10	10	12	32	10	40	20	9	7	15	2	15	0	13	5	5	4	5	2	5	15	33	15	2	3	6	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	487	25	6	2	25	15	32	5	5	15	4	12	3	18	9	5	8	10	10	10	32	10	40	20	9	5	15	0	15	0	13	3	5	0	5	2	5	15	33	15	2	3	6	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	501	14	3	8	7	8	14	6	3	9	3	8	9	7	5	4	4	10	4	8	62	113	80	0	4	5	15	3	3	4	7	4	5	3	4	7	5	4	11	6	3	4	4	11					
14	Число погашенных неиспользованных открепительных удостоверений	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1141	81	25	9	82	45	38	22	2	45	10	5	14	21	2	0	5	23	27	15	46	26	77	56	6	22	60	7	50	3	29	7	4	10	3	6	22	29	82	46	12	7	5	55					
		6.74%	6.28%	7.55%	6.67%	9.08%	8.09%	7.31%	10.84%	1.89%	7.15%	9.01%	2.08%	8.09%	10.24%	3.77%	0.00%	3.70%	6.35%	6.82%	4.89%	8.46%	4.32%	8.59%	6.58%	5.56%	9.09%	7.71%	4.79%	4.55%	3.30%	8.43%	3.89%	4.94%	5.52%	1.79%	4.65%	8.30%	6.56%	7.93%	8.63%	7.64%	5.79%	3.23%	7.99%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2307	163	42	25	127	84	86	40	19	75	11	31	15	36	6	75	16	63	54	41	91	128	138	85	13	25	100	23	44	5	60	18	10	28	23	11	44	59	145	71	18	20	16	123					
		13.63%	12.64%	12.69%	18.52%	14.06%	15.11%	16.54%	19.70%	17.92%	11.92%	9.91%	12.92%	8.67%	17.56%	11.32%	16.97%	11.85%	17.40%	13.64%	13.36%	16.73%	21.26%	15.40%	9.99%	12.04%	10.33%	12.85%	15.75%	4.00%	5.49%	17.44%	10.00%	12.35%	15.47%	13.69%	8.53%	16.60%	13.35%	14.02%	13.32%	11.46%	16.53%	10.32%	17.88%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	87	4	2	1	6	2	4	1	0	3	1	0	0	2	0	4	0	1	2	0	4	3	6	4	0	5	5	0	1	0	1	0	0	0	0	1	1	3	8	4	1	1	3	3					
		0.51%	0.31%	0.60%	0.74%	0.66%	0.36%	0.77%	0.49%	0.00%	0.48%	0.90%	0.00%	0.00%	0.98%	0.00%	0.90%	0.00%	0.28%	0.51%	0.00%	0.74%	0.50%	0.67%	0.47%	0.00%	2.07%	0.64%	0.00%	0.09%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.78%	0.38%	0.68%	0.77%	0.75%	0.64%	0.83%	1.94%	0.44%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1703	111	25	10	94	46	60	28	7	78	11	9	22	7	5	58	9	32	12	23	71	65	114	90	7	32	73	15	61	4	39	9	14	13	8	15	26	53	136	59	20	8	10	114					
		10.06%	8.60%	7.55%	7.41%	10.41%	8.27%	11.54%	13.79%	6.60%	12.40%	9.91%	3.75%	12.72%	3.41%	9.43%	13.12%	6.67%	8.84%	3.03%	7.49%	13.05%	10.80%	12.72%	10.58%	6.48%	13.22%	9.38%	10.27%	5.55%	4.40%	11.34%	5.00%	17.28%	7.18%	4.76%	11.63%	9.81%	11.99%	13.15%	11.07%	12.74%	6.61%	6.45%	16.57%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	155	7	1	1	11	5	12	4	0	8	2	4	0	3	1	12	0	4	0	1	4	3	5	7	1	6	12	0	9	2	3	0	0	3	0	0	3	2	9	7	0	1	0	2					
		0.92%	0.54%	0.30%	0.74%	1.22%	0.90%	2.31%	1.97%	0.00%	1.27%	1.80%	1.67%	0.00%	1.46%	1.89%	2.71%	0.00%	1.10%	0.00%	0.33%	0.74%	0.50%	0.56%	0.82%	0.93%	2.48%	1.54%	0.00%	0.82%	2.20%	0.87%	0.00%	0.00%	1.66%	0.00%	0.00%	1.13%	0.45%	0.87%	1.31%	0.00%	0.83%	0.00%	0.29%					
