Выборы Президента Российской Федерации																							
																							
Наименование Избирательной комиссии:    Баевская																							
																							
Итоги голосования 																							
																							
		Сумма	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593					
1	"Число избирателей, внесенных в список"	10327	850	1746	1547	518	95	321	294	704	884	209	109	372	797	959	693	229					
2	Число полученных избирательных бюллетеней	9970	815	1660	1480	500	95	310	285	680	860	210	110	360	770	920	685	230					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6870	579	1060	929	360	71	240	217	550	607	182	90	240	575	555	440	175					
5	"Число избирательных бюллетеней, выданных вне помещения"	648	45	89	131	24	7	12	23	37	65	2	4	34	33	66	62	14					
6	Число погашенных избирательных бюллетеней	2452	191	511	420	116	17	58	45	93	188	26	16	86	162	299	183	41					
7	Число избирательных бюллетеней в переносных ящиках	648	45	89	131	24	7	12	23	37	65	2	4	34	33	66	62	14					
8	Число бюллетеней в стационарных ящиках для голосования	6866	579	1060	925	360	71	240	217	550	607	182	90	240	575	555	440	175					
9	Число недействительных избирательных бюллетеней	58	4	12	9	0	1	0	0	5	5	0	0	5	6	6	4	1					
10	Число действительных избирательных бюллетеней	7456	620	1137	1047	384	77	252	240	582	667	184	94	269	602	615	498	188					
11	Число полученных открепительных  удостоверений	97	12	12	13	5	1	3	4	7	8	2	1	3	8	9	7	2					
12	Число выданных открепительных удостоверений	45	9	5	10	1	1	1	0	5	6	0	0	0	0	0	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	26	3	7	2	2	1	2	1	0	3	1	0	0	1	2	1	0					
14	Число неиспользованных открепительных удостоверений	52	3	7	3	4	0	2	4	2	2	2	1	3	8	9	0	2					
15	"Число открепительных удостоверений, выданных в ТИК"	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																							
18	. Глазьев Сергей Юрьевич	175	15	27	24	7	3	9	10	9	14	1	0	4	8	19	9	16					
		2.33%	2.40%	2.35%	2.27%	1.82%	3.85%	3.57%	4.17%	1.53%	2.08%	0.54%	0.00%	1.46%	1.32%	3.06%	1.79%	8.47%					
19	. Малышкин Олег Александрович	194	12	18	17	11	3	7	7	14	21	10	1	5	27	17	16	8					
		2.58%	1.92%	1.57%	1.61%	2.86%	3.85%	2.78%	2.92%	2.39%	3.12%	5.43%	1.06%	1.82%	4.44%	2.74%	3.19%	4.23%					
20	. Миронов Сергей Михайлович	52	7	8	4	3	0	3	3	5	5	0	1	2	4	4	2	1					
		0.69%	1.12%	0.70%	0.38%	0.78%	0.00%	1.19%	1.25%	0.85%	0.74%	0.00%	1.06%	0.73%	0.66%	0.64%	0.40%	0.53%					
21	. Путин Владимир Владимирович	4980	431	740	795	289	62	174	89	381	434	134	58	197	359	419	311	107					
		66.28%	69.07%	64.40%	75.28%	75.26%	79.49%	69.05%	37.08%	64.91%	64.58%	72.83%	61.70%	71.90%	59.05%	67.47%	61.95%	56.61%					
22	. Хакамада Ирина Муцуовна	70	7	5	6	1	2	8	6	6	8	2	2	1	10	3	2	1					
		0.93%	1.12%	0.44%	0.57%	0.26%	2.56%	3.17%	2.50%	1.02%	1.19%	1.09%	2.13%	0.36%	1.64%	0.48%	0.40%	0.53%					
23	. Харитонов Николай Михайлович	1917	139	333	190	65	7	50	121	163	180	37	31	60	186	150	152	53					
		25.51%	22.28%	28.98%	17.99%	16.93%	8.97%	19.84%	50.42%	27.77%	26.79%	20.11%	32.98%	21.90%	30.59%	24.15%	30.28%	28.04%					
																							
24	Против всех	68	9	6	11	8	0	1	4	4	5	0	1	0	8	3	6	2					
		0.90%	1.44%	0.52%	1.04%	2.08%	0.00%	0.40%	1.67%	0.68%	0.74%	0.00%	1.06%	0.00%	1.32%	0.48%	1.20%	1.06%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
